pedido_sk,order_id,fecha_key,cliente_sk,canal_sk,geografia_sk,tienda_sk,subtotal,tax_amount,shipping_fee,total_amount
698,1000000819,20250705,917,2,3,3,60270.0,12656.7,0.0,72926.7
699,1000000820,20240304,907,2,2,2,56448.0,11854.08,0.0,68302.08
700,1000000821,20241005,599,1,1307,-1,52800.0,11088.0,1500.0,65388.0
701,1000000822,20240713,1494,1,642,-1,20520.0,4309.2,900.0,25729.2
702,1000000823,20240112,852,1,1368,-1,12150.0,2551.5,900.0,15601.5
703,1000000824,20250325,16,1,691,-1,22680.0,4762.8,1200.0,28642.8
704,1000000825,20240126,112,1,2781,-1,58065.0,12193.65,1500.0,71758.65
705,1000000826,20241104,858,2,1,1,37800.0,7938.0,0.0,45738.0
706,1000000827,20241128,761,1,134,-1,12936.0,2716.56,900.0,16552.56
707,1000000828,20240922,1163,1,224,-1,62190.0,13059.9,1200.0,76449.9
708,1000000829,20241213,1413,2,4,4,59400.0,12474.0,0.0,71874.0
709,1000000830,20240626,1475,2,3,3,10800.0,2268.0,0.0,13068.0
710,1000000831,20241004,168,1,1343,-1,34200.0,7182.0,1200.0,42582.0
711,1000000832,20240318,1336,2,2,2,24000.0,5040.0,0.0,29040.0
712,1000000833,20250919,1092,2,3,3,39690.0,8334.9,0.0,48024.9
713,1000000834,20240624,685,1,1450,-1,69384.0,14570.64,1200.0,85154.64
714,1000000835,20241215,689,1,3119,-1,14962.5,3142.12,0.0,18104.62
715,1000000837,20241213,1437,1,1683,-1,21600.0,4536.0,1200.0,27336.0
716,1000000838,20250228,303,2,2,2,32400.0,6804.0,0.0,39204.0
717,1000000839,20250415,591,1,372,-1,45000.0,9450.0,1200.0,55650.0
718,1000000840,20250718,291,1,397,-1,32340.0,6791.4,1200.0,40331.4
719,1000000842,20250604,313,1,2723,-1,36000.0,7560.0,0.0,43560.0
720,1000000843,20240313,1411,1,2796,-1,35640.0,7484.4,1500.0,44624.4
721,1000000844,20250804,30,1,1367,-1,12348.0,2593.08,1200.0,16141.08
722,1000000845,20240828,1371,1,3107,-1,34650.0,7276.5,0.0,41926.5
723,1000000846,20250826,167,1,2485,-1,21168.0,4445.28,0.0,25613.28
724,1000000847,20240501,281,1,554,-1,23940.0,5027.4,900.0,29867.4
725,1000000848,20250725,64,1,2127,-1,22680.0,4762.8,1200.0,28642.8
726,1000000851,20240809,1006,1,243,-1,28500.0,5985.0,1200.0,35685.0
727,1000000852,20240327,539,2,2,2,16500.0,3465.0,0.0,19965.0
728,1000000853,20250728,590,1,1077,-1,44550.0,9355.5,1500.0,55405.5
729,1000000854,20250814,1294,2,2,2,22230.0,4668.3,0.0,26898.3
730,1000000855,20240403,60,2,2,2,45000.0,9450.0,0.0,54450.0
731,1000000857,20250806,1356,1,180,-1,27000.0,5670.0,1200.0,33870.0
732,1000000858,20240328,371,1,2009,-1,10800.0,2268.0,1200.0,14268.0
733,1000000859,20250816,1406,2,2,2,46305.0,9724.05,0.0,56029.05
734,1000000860,20250212,1104,1,1822,-1,20520.0,4309.2,900.0,25729.2
735,1000000862,20250606,240,1,3002,-1,40500.0,8505.0,900.0,49905.0
736,1000000864,20240425,1115,1,2820,-1,113778.0,23893.38,1200.0,138871.38
737,1000000865,20250215,412,1,370,-1,45000.0,9450.0,1200.0,55650.0
738,1000000866,20250618,671,2,4,4,32400.0,6804.0,0.0,39204.0
739,1000000868,20240905,371,1,2871,-1,29400.0,6174.0,900.0,36474.0
740,1000000869,20240424,1048,1,2913,-1,12825.0,2693.25,1200.0,16718.25
741,1000000870,20250223,1259,1,504,-1,40584.0,8522.64,1200.0,50306.64
742,1000000871,20250602,397,2,3,3,41175.0,8646.75,0.0,49821.75
743,1000000872,20250423,470,1,791,-1,29400.0,6174.0,900.0,36474.0
744,1000000873,20250208,555,2,4,4,21168.0,4445.28,0.0,25613.28
745,1000000874,20240412,1257,2,2,2,11970.0,2513.7,0.0,14483.7
746,1000000875,20250321,757,1,527,-1,40500.0,8505.0,1200.0,50205.0
747,1000000876,20240407,216,1,1604,-1,44280.0,9298.8,1200.0,54778.8
748,1000000877,20241027,1176,2,1,1,27000.0,5670.0,0.0,32670.0
749,1000000878,20240525,2,2,1,1,12000.0,2520.0,0.0,14520.0
750,1000000879,20250401,1295,2,4,4,9720.0,2041.2,0.0,11761.2
751,1000000880,20240821,1335,2,3,3,19440.0,4082.4,0.0,23522.4
752,1000000881,20240315,1445,2,3,3,44040.0,9248.4,0.0,53288.4
753,1000000882,20240731,691,1,2976,-1,10260.0,2154.6,1200.0,13614.6
754,1000000883,20240824,780,1,87,-1,50242.5,10550.92,900.0,61693.42
755,1000000884,20250709,338,1,30,-1,13200.0,2772.0,1200.0,17172.0
756,1000000885,20240206,380,1,309,-1,21600.0,4536.0,1200.0,27336.0
757,1000000886,20241225,582,1,378,-1,43650.0,9166.5,1500.0,54316.5
758,1000000887,20241221,711,1,2339,-1,42750.0,8977.5,0.0,51727.5
759,1000000889,20241015,500,2,4,4,44100.0,9261.0,0.0,53361.0
760,1000000890,20240813,99,2,2,2,25200.0,5292.0,0.0,30492.0
761,1000000891,20241018,1002,1,2361,-1,33000.0,6930.0,900.0,40830.0
762,1000000892,20250814,1310,1,1326,-1,36000.0,7560.0,900.0,44460.0
763,1000000894,20240123,307,1,2100,-1,64500.0,13545.0,900.0,78945.0
764,1000000895,20240602,1133,2,4,4,23520.0,4939.2,0.0,28459.2
765,1000000896,20250827,1234,2,3,3,80400.0,16884.0,0.0,97284.0
766,1000000897,20250929,573,2,3,3,31752.0,6667.92,0.0,38419.92
767,1000000898,20240610,1008,1,449,-1,25230.0,5298.3,1200.0,31728.3
768,1000000899,20240508,1124,1,2073,-1,23520.0,4939.2,1200.0,29659.2
769,1000000900,20240514,139,1,2578,-1,86850.0,18238.5,1200.0,106288.5
770,1000000901,20250225,771,2,1,1,11340.0,2381.4,0.0,13721.4
771,1000000902,20240113,960,2,3,3,60870.0,12782.7,0.0,73652.7
772,1000000903,20250915,210,2,2,2,48936.0,10276.56,0.0,59212.56
773,1000000904,20250411,498,2,1,1,14850.0,3118.5,0.0,17968.5
774,1000000905,20240711,1058,1,3179,-1,68625.0,14411.25,900.0,83936.25
775,1000000906,20250109,350,1,1430,-1,36000.0,7560.0,1200.0,44760.0
776,1000000907,20250412,4,2,2,2,59250.0,12442.5,0.0,71692.5
777,1000000908,20240505,200,2,4,4,10800.0,2268.0,0.0,13068.0
778,1000000909,20250109,474,1,413,-1,24696.0,5186.16,1500.0,31382.16
779,1000000910,20240526,1073,2,1,1,12348.0,2593.08,0.0,14941.08
780,1000000911,20241008,679,1,1250,-1,12000.0,2520.0,1500.0,16020.0
781,1000000913,20240330,981,2,1,1,51696.0,10856.16,0.0,62552.16
782,1000000915,20240727,403,2,3,3,12000.0,2520.0,0.0,14520.0
783,1000000916,20241227,228,2,2,2,33570.0,7049.7,0.0,40619.7
784,1000000917,20240617,331,1,215,-1,40500.0,8505.0,1200.0,50205.0
785,1000000918,20250610,555,2,4,4,36450.0,7654.5,0.0,44104.5
786,1000000919,20250212,641,1,765,-1,29250.0,6142.5,1500.0,36892.5
787,1000000920,20250729,1450,1,1387,-1,23520.0,4939.2,1200.0,29659.2
788,1000000921,20250405,591,2,1,1,36000.0,7560.0,0.0,43560.0
789,1000000922,20250817,934,2,2,2,11340.0,2381.4,0.0,13721.4
790,1000000923,20250517,316,2,1,1,10800.0,2268.0,0.0,13068.0
791,1000000924,20240831,774,1,1594,-1,51600.0,10836.0,1200.0,63636.0
792,1000000925,20250719,1049,1,2468,-1,21600.0,4536.0,1200.0,27336.0
793,1000000926,20240211,592,1,3157,-1,66780.0,14023.8,1500.0,82303.8
794,1000000927,20250413,797,1,525,-1,62340.0,13091.4,1200.0,76631.4
795,1000000929,20241205,405,1,1693,-1,35280.0,7408.8,1500.0,44188.8
796,1000000930,20241212,1023,1,2064,-1,83790.0,17595.9,1500.0,102885.9
797,1000000931,20250405,649,1,623,-1,29160.0,6123.6,1200.0,36483.6
798,1000000933,20240718,1290,2,1,1,10260.0,2154.6,0.0,12414.6
799,1000000934,20241210,1001,1,2499,-1,27000.0,5670.0,900.0,33570.0
800,1000000935,20240817,611,1,359,-1,10260.0,2154.6,1500.0,13914.6
801,1000000936,20240701,1414,1,1653,-1,13500.0,2835.0,0.0,16335.0
802,1000000937,20250318,888,1,2162,-1,11880.0,2494.8,0.0,14374.8
803,1000000938,20241215,40,1,3169,-1,12540.0,2633.4,1200.0,16373.4
804,1000000939,20250216,186,1,1908,-1,24000.0,5040.0,1200.0,30240.0
805,1000000940,20240109,58,2,3,3,26235.0,5509.35,0.0,31744.35
806,1000000941,20250530,1072,1,3165,-1,45000.0,9450.0,900.0,55350.0
807,1000000942,20240115,818,1,253,-1,36000.0,7560.0,900.0,44460.0
808,1000000943,20250401,1267,2,4,4,32400.0,6804.0,0.0,39204.0
809,1000000944,20240606,1101,2,1,1,11760.0,2469.6,0.0,14229.6
810,1000000945,20240520,1466,2,2,2,11760.0,2469.6,0.0,14229.6
811,1000000946,20240104,1471,2,2,2,54390.0,11421.9,0.0,65811.9
812,1000000948,20240131,142,2,4,4,40500.0,8505.0,0.0,49005.0
813,1000000949,20240424,1018,2,3,3,37800.0,7938.0,0.0,45738.0
814,1000000950,20250118,1305,1,33,-1,45000.0,9450.0,1200.0,55650.0
815,1000000951,20241204,174,2,4,4,12000.0,2520.0,0.0,14520.0
816,1000000952,20250723,371,2,4,4,32400.0,6804.0,0.0,39204.0
817,1000000953,20240425,1174,1,2791,-1,39658.5,8328.28,0.0,47986.78
818,1000000954,20250929,640,2,4,4,41400.0,8694.0,0.0,50094.0
819,1000000955,20250908,58,2,1,1,42750.0,8977.5,0.0,51727.5
820,1000000956,20240610,494,1,705,-1,40500.0,8505.0,1200.0,50205.0
821,1000000957,20240810,1416,1,2120,-1,22800.0,4788.0,900.0,28488.0
822,1000000958,20250403,680,1,2790,-1,21168.0,4445.28,1500.0,27113.28
823,1000000960,20250622,728,2,2,2,24000.0,5040.0,0.0,29040.0
824,1000000961,20240401,1011,1,3053,-1,22800.0,4788.0,900.0,28488.0
825,1000000962,20250815,787,2,1,1,66420.0,13948.2,0.0,80368.2
826,1000000963,20250428,564,1,1659,-1,10800.0,2268.0,900.0,13968.0
827,1000000964,20250909,509,1,1383,-1,15435.0,3241.35,1200.0,19876.35
828,1000000965,20250731,1280,2,3,3,11760.0,2469.6,0.0,14229.6
829,1000000966,20241111,1119,2,1,1,46305.0,9724.05,0.0,56029.05
830,1000000967,20250710,1393,1,3185,-1,37044.0,7779.24,1200.0,46023.24
831,1000000968,20240828,1392,1,1509,-1,25200.0,5292.0,1200.0,31692.0
832,1000000969,20240331,331,2,3,3,59700.0,12537.0,0.0,72237.0
833,1000000970,20240416,16,1,281,-1,57348.0,12043.08,1200.0,70591.08
834,1000000971,20250920,655,1,2719,-1,29400.0,6174.0,1500.0,37074.0
835,1000000972,20240412,1220,1,992,-1,12150.0,2551.5,1200.0,15901.5
836,1000000973,20250304,833,1,2340,-1,24000.0,5040.0,900.0,29940.0
837,1000000974,20250914,1418,1,1232,-1,15435.0,3241.35,0.0,18676.35
838,1000000975,20240723,671,2,2,2,44100.0,9261.0,0.0,53361.0
839,1000000976,20240122,727,2,3,3,36000.0,7560.0,0.0,43560.0
840,1000000977,20250604,734,1,862,-1,55800.0,11718.0,1500.0,69018.0
841,1000000979,20250901,635,2,1,1,30000.0,6300.0,0.0,36300.0
842,1000000980,20250514,549,1,2954,-1,14962.5,3142.12,900.0,19004.62
843,1000000981,20250513,863,2,4,4,59220.0,12436.2,0.0,71656.2
844,1000000982,20240702,917,2,1,1,11340.0,2381.4,0.0,13721.4
845,1000000984,20241031,783,1,1609,-1,34200.0,7182.0,1500.0,42882.0
846,1000000986,20240408,195,1,1922,-1,46305.0,9724.05,900.0,56929.05
847,1000000987,20240413,81,2,1,1,71505.0,15016.05,0.0,86521.05
848,1000000989,20240326,293,1,1738,-1,78048.0,16390.08,0.0,94438.08
849,1000000990,20250803,1318,2,2,2,52500.0,11025.0,0.0,63525.0
850,1000000991,20240425,1176,1,1800,-1,22680.0,4762.8,900.0,28342.8
851,1000000992,20250905,435,2,2,2,20520.0,4309.2,0.0,24829.2
852,1000000993,20250303,1209,2,1,1,11880.0,2494.8,0.0,14374.8
853,1000000994,20241017,664,2,2,2,27750.0,5827.5,0.0,33577.5
854,1000000995,20240406,1375,1,436,-1,24000.0,5040.0,1200.0,30240.0
855,1000000996,20250922,866,1,382,-1,44100.0,9261.0,1200.0,54561.0
856,1000000997,20240805,582,1,1336,-1,64620.0,13570.2,1200.0,79390.2
857,1000000999,20250521,353,2,2,2,36000.0,7560.0,0.0,43560.0
858,1000001000,20240208,990,1,2404,-1,11400.0,2394.0,1200.0,14994.0
859,1000001001,20241207,648,1,1815,-1,30000.0,6300.0,1200.0,37500.0
860,1000001003,20240813,276,1,3051,-1,34200.0,7182.0,900.0,42282.0
861,1000001004,20241201,478,1,1115,-1,42750.0,8977.5,900.0,52627.5
862,1000001005,20240709,1207,2,4,4,15000.0,3150.0,0.0,18150.0
863,1000001006,20240920,533,1,446,-1,10800.0,2268.0,1500.0,14568.0
864,1000001007,20250725,1393,2,4,4,59250.0,12442.5,0.0,71692.5
865,1000001008,20240906,843,1,2729,-1,59160.0,12423.6,1200.0,72783.6
866,1000001009,20250904,252,2,1,1,38946.0,8178.66,0.0,47124.66
867,1000001010,20240913,787,2,1,1,53580.0,11251.8,0.0,64831.8
868,1000001011,20240516,16,1,492,-1,30000.0,6300.0,900.0,37200.0
869,1000001012,20250728,324,1,637,-1,40500.0,8505.0,1500.0,50505.0
870,1000001013,20250912,601,2,1,1,28200.0,5922.0,0.0,34122.0
871,1000001014,20240301,1368,2,1,1,49800.0,10458.0,0.0,60258.0
872,1000001015,20240209,1306,2,2,2,30000.0,6300.0,0.0,36300.0
873,1000001016,20250518,339,1,257,-1,35280.0,7408.8,1200.0,43888.8
874,1000001017,20240922,1108,2,2,2,24300.0,5103.0,0.0,29403.0
875,1000001018,20241106,1154,1,924,-1,21600.0,4536.0,1200.0,27336.0
876,1000001019,20241231,527,1,2997,-1,70200.0,14742.0,1500.0,86442.0
877,1000001021,20241013,756,2,4,4,24720.0,5191.2,0.0,29911.2
878,1000001022,20250425,299,1,2420,-1,14700.0,3087.0,1500.0,19287.0
879,1000001024,20241210,917,2,3,3,14700.0,3087.0,0.0,17787.0
880,1000001025,20241128,1378,2,1,1,24000.0,5040.0,0.0,29040.0
881,1000001026,20241018,416,1,3142,-1,29400.0,6174.0,0.0,35574.0
882,1000001027,20250622,962,1,582,-1,20520.0,4309.2,1200.0,26029.2
883,1000001028,20240110,453,1,3087,-1,25650.0,5386.5,1200.0,32236.5
884,1000001030,20240105,645,1,890,-1,44100.0,9261.0,900.0,54261.0
885,1000001033,20240626,183,1,1866,-1,50544.0,10614.24,900.0,62058.24
886,1000001036,20240707,1404,1,2672,-1,23520.0,4939.2,1200.0,29659.2
887,1000001037,20240226,134,1,194,-1,22800.0,4788.0,900.0,28488.0
888,1000001039,20250226,92,1,2309,-1,85500.0,17955.0,1500.0,104955.0
889,1000001040,20250212,1288,1,476,-1,15750.0,3307.5,1500.0,20557.5
890,1000001041,20250309,918,1,1391,-1,10800.0,2268.0,900.0,13968.0
891,1000001042,20240125,370,1,2206,-1,41160.0,8643.6,900.0,50703.6
892,1000001043,20250218,1206,1,1561,-1,23760.0,4989.6,900.0,29649.6
893,1000001044,20250210,104,2,2,2,29400.0,6174.0,0.0,35574.0
894,1000001045,20240915,1356,2,2,2,47940.0,10067.4,0.0,58007.4
895,1000001046,20250311,1059,1,1792,-1,60618.0,12729.78,1200.0,74547.78
896,1000001047,20250905,642,1,2949,-1,30780.0,6463.8,1500.0,38743.8
897,1000001048,20240206,138,1,644,-1,52500.0,11025.0,1500.0,65025.0
898,1000001049,20240417,484,2,4,4,36000.0,7560.0,0.0,43560.0
899,1000001050,20240912,888,1,2938,-1,25872.0,5433.12,1500.0,32805.12
900,1000001053,20250211,1072,2,4,4,24000.0,5040.0,0.0,29040.0
901,1000001054,20250826,417,1,2694,-1,19440.0,4082.4,1200.0,24722.4
902,1000001055,20240802,642,1,1470,-1,23940.0,5027.4,900.0,29867.4
903,1000001056,20250918,1047,1,983,-1,71280.0,14968.8,0.0,86248.8
904,1000001057,20240130,1412,1,924,-1,29925.0,6284.25,1500.0,37709.25
905,1000001059,20240201,1215,2,1,1,89055.0,18701.55,0.0,107756.55
906,1000001060,20241021,649,2,1,1,15750.0,3307.5,0.0,19057.5
907,1000001062,20250523,315,1,35,-1,11400.0,2394.0,900.0,14694.0
908,1000001063,20240614,1076,2,4,4,28650.0,6016.5,0.0,34666.5
909,1000001064,20240221,1245,2,1,1,10800.0,2268.0,0.0,13068.0
910,1000001067,20240503,958,1,1505,-1,24000.0,5040.0,900.0,29940.0
911,1000001069,20250312,800,1,944,-1,30000.0,6300.0,1200.0,37500.0
912,1000001070,20250330,1427,2,1,1,42150.0,8851.5,0.0,51001.5
913,1000001071,20240707,1379,1,1257,-1,29400.0,6174.0,1200.0,36774.0
914,1000001074,20240210,447,2,3,3,49500.0,10395.0,0.0,59895.0
915,1000001075,20250110,1351,1,2665,-1,42525.0,8930.25,1200.0,52655.25
916,1000001076,20240602,161,1,2380,-1,14250.0,2992.5,1200.0,18442.5
917,1000001077,20241121,545,1,278,-1,75540.0,15863.4,0.0,91403.4
918,1000001078,20250211,1248,1,2074,-1,25650.0,5386.5,900.0,31936.5
919,1000001080,20241216,397,1,280,-1,10800.0,2268.0,1200.0,14268.0
920,1000001081,20240113,1015,1,1227,-1,42120.0,8845.2,1200.0,52165.2
921,1000001083,20240201,23,1,1022,-1,23760.0,4989.6,1500.0,30249.6
922,1000001084,20241008,1029,1,888,-1,42750.0,8977.5,900.0,52627.5
923,1000001085,20240220,819,1,505,-1,39600.0,8316.0,1200.0,49116.0
924,1000001086,20240429,494,1,2750,-1,52800.0,11088.0,900.0,64788.0
925,1000001087,20250823,1406,2,1,1,24000.0,5040.0,0.0,29040.0
926,1000001089,20250921,1234,1,86,-1,10260.0,2154.6,1200.0,13614.6
927,1000001090,20250914,520,1,2296,-1,34200.0,7182.0,900.0,42282.0
928,1000001091,20241011,810,2,2,2,25650.0,5386.5,0.0,31036.5
929,1000001092,20241219,468,1,1806,-1,25200.0,5292.0,1500.0,31992.0
930,1000001093,20250327,1331,2,3,3,47040.0,9878.4,0.0,56918.4
931,1000001095,20250330,39,1,2730,-1,12000.0,2520.0,1200.0,15720.0
932,1000001097,20240418,276,2,3,3,15000.0,3150.0,0.0,18150.0
933,1000001098,20240720,1054,1,715,-1,62775.0,13182.75,900.0,76857.75
934,1000001099,20250610,690,2,2,2,11400.0,2394.0,0.0,13794.0
935,1000001100,20250719,828,1,202,-1,22800.0,4788.0,0.0,27588.0
936,1000001101,20240329,302,2,4,4,97320.0,20437.2,0.0,117757.2
937,1000001102,20240707,604,1,2495,-1,10584.0,2222.64,1200.0,14006.64
938,1000001103,20240206,298,1,1875,-1,12936.0,2716.56,900.0,16552.56
939,1000001104,20250702,887,2,3,3,14700.0,3087.0,0.0,17787.0
940,1000001105,20241206,1083,1,2257,-1,27000.0,5670.0,0.0,32670.0
941,1000001106,20241103,859,1,2620,-1,45000.0,9450.0,900.0,55350.0
942,1000001107,20240824,220,2,4,4,39600.0,8316.0,0.0,47916.0
943,1000001109,20240803,547,1,1603,-1,24000.0,5040.0,1200.0,30240.0
944,1000001110,20240725,1127,2,2,2,53568.0,11249.28,0.0,64817.28
945,1000001112,20250723,771,2,3,3,14962.5,3142.12,0.0,18104.62
946,1000001114,20250422,447,1,2974,-1,48150.0,10111.5,900.0,59161.5
947,1000001115,20240605,158,2,3,3,32340.0,6791.4,0.0,39131.4
948,1000001116,20250806,1169,1,830,-1,39600.0,8316.0,1200.0,49116.0
949,1000001117,20250614,1010,2,4,4,22800.0,4788.0,0.0,27588.0
950,1000001118,20250128,758,2,1,1,11340.0,2381.4,0.0,13721.4
951,1000001119,20240216,974,2,2,2,29400.0,6174.0,0.0,35574.0
952,1000001120,20250518,978,2,2,2,37800.0,7938.0,0.0,45738.0
953,1000001121,20240313,447,2,4,4,26400.0,5544.0,0.0,31944.0
954,1000001122,20240822,660,1,1541,-1,24360.0,5115.6,0.0,29475.6
955,1000001123,20241010,918,2,3,3,12936.0,2716.56,0.0,15652.56
956,1000001124,20250418,1015,1,2597,-1,37044.0,7779.24,1200.0,46023.24
957,1000001125,20250803,641,1,221,-1,15000.0,3150.0,900.0,19050.0
958,1000001126,20241117,1184,1,83,-1,37044.0,7779.24,900.0,45723.24
959,1000001127,20241011,1355,1,2876,-1,36000.0,7560.0,0.0,43560.0
960,1000001128,20241026,1399,2,3,3,21600.0,4536.0,0.0,26136.0
961,1000001129,20241005,333,2,1,1,49608.0,10417.68,0.0,60025.68
962,1000001130,20250913,214,2,1,1,23520.0,4939.2,0.0,28459.2
963,1000001131,20250326,1010,2,3,3,15675.0,3291.75,0.0,18966.75
964,1000001133,20250520,232,1,1836,-1,24696.0,5186.16,0.0,29882.16
965,1000001134,20250928,545,1,374,-1,47250.0,9922.5,1500.0,58672.5
966,1000001135,20240413,414,1,1637,-1,14700.0,3087.0,0.0,17787.0
967,1000001136,20241114,14,1,3109,-1,15000.0,3150.0,0.0,18150.0
968,1000001137,20250618,1059,1,321,-1,29400.0,6174.0,1200.0,36774.0
969,1000001138,20240914,1008,1,1760,-1,40500.0,8505.0,1200.0,50205.0
970,1000001139,20240803,1470,1,2090,-1,29160.0,6123.6,1200.0,36483.6
971,1000001140,20250103,146,1,1644,-1,32400.0,6804.0,1200.0,40404.0
972,1000001141,20250625,365,1,519,-1,25200.0,5292.0,1200.0,31692.0
973,1000001142,20250209,1098,2,2,2,32400.0,6804.0,0.0,39204.0
974,1000001143,20250818,1146,1,34,-1,34200.0,7182.0,900.0,42282.0
975,1000001144,20250705,1109,2,1,1,37620.0,7900.2,0.0,45520.2
976,1000001145,20250912,308,2,1,1,47250.0,9922.5,0.0,57172.5
977,1000001146,20250726,578,2,1,1,47250.0,9922.5,0.0,57172.5
978,1000001148,20250129,110,1,519,-1,46080.0,9676.8,900.0,56656.8
979,1000001149,20241129,427,1,2616,-1,48510.0,10187.1,1200.0,59897.1
980,1000001150,20240419,695,1,1220,-1,27825.0,5843.25,0.0,33668.25
981,1000001152,20241003,776,1,435,-1,26460.0,5556.6,900.0,32916.6
982,1000001153,20240227,1278,1,22,-1,31752.0,6667.92,900.0,39319.92
983,1000001154,20241231,297,1,2639,-1,46305.0,9724.05,1500.0,57529.05
984,1000001155,20240522,1455,2,3,3,32400.0,6804.0,0.0,39204.0
985,1000001156,20241009,728,1,494,-1,103500.0,21735.0,900.0,126135.0
986,1000001158,20240717,1071,2,3,3,37800.0,7938.0,0.0,45738.0
987,1000001159,20250823,880,1,2296,-1,22800.0,4788.0,0.0,27588.0
988,1000001160,20240415,77,1,2516,-1,34200.0,7182.0,0.0,41382.0
989,1000001161,20240419,1138,1,709,-1,35640.0,7484.4,1200.0,44324.4
990,1000001162,20250318,1500,2,3,3,24000.0,5040.0,0.0,29040.0
991,1000001164,20240118,598,2,4,4,12000.0,2520.0,0.0,14520.0
992,1000001166,20241216,936,1,1671,-1,25080.0,5266.8,900.0,31246.8
993,1000001167,20240716,244,1,2524,-1,91800.0,19278.0,1500.0,112578.0
994,1000001168,20250219,1360,1,1257,-1,12000.0,2520.0,1200.0,15720.0
995,1000001169,20240412,449,1,1348,-1,36000.0,7560.0,1200.0,44760.0
996,1000001170,20240807,659,2,4,4,36000.0,7560.0,0.0,43560.0
997,1000001172,20250622,136,1,1128,-1,59670.0,12530.7,1500.0,73700.7
998,1000001173,20250717,1171,2,2,2,24696.0,5186.16,0.0,29882.16
999,1000001174,20250113,171,1,2280,-1,32400.0,6804.0,900.0,40104.0
1000,1000001176,20250527,333,1,2468,-1,81150.0,17041.5,1200.0,99391.5
1001,1000001177,20240913,1466,1,964,-1,45000.0,9450.0,1200.0,55650.0
1002,1000001178,20240302,336,1,520,-1,72900.0,15309.0,0.0,88209.0
1003,1000001179,20250621,1296,1,1490,-1,38475.0,8079.75,1200.0,47754.75
1004,1000001180,20240820,514,1,2014,-1,31752.0,6667.92,0.0,38419.92
1005,1000001181,20250215,951,1,2522,-1,15000.0,3150.0,1200.0,19350.0
1006,1000001182,20240910,1126,2,1,1,40500.0,8505.0,0.0,49005.0
1007,1000001183,20240705,802,1,1242,-1,70200.0,14742.0,1200.0,86142.0
1008,1000001184,20250326,1382,1,2705,-1,28500.0,5985.0,1500.0,35985.0
1009,1000001185,20241115,1142,2,1,1,28500.0,5985.0,0.0,34485.0
1010,1000001186,20240202,1408,2,2,2,57000.0,11970.0,0.0,68970.0
1011,1000001187,20250303,61,1,1777,-1,11760.0,2469.6,1500.0,15729.6
1012,1000001188,20250806,239,1,1942,-1,68100.0,14301.0,900.0,83301.0
1013,1000001189,20240504,304,2,3,3,27000.0,5670.0,0.0,32670.0
1014,1000001190,20240422,133,1,1624,-1,34200.0,7182.0,0.0,41382.0
1015,1000001191,20250125,1280,1,3053,-1,21600.0,4536.0,0.0,26136.0
1016,1000001192,20250123,687,1,2000,-1,32400.0,6804.0,1500.0,40704.0
1017,1000001193,20240923,577,2,1,1,69000.0,14490.0,0.0,83490.0
1018,1000001194,20240412,1414,1,644,-1,46260.0,9714.6,1200.0,57174.6
1019,1000001195,20240526,286,1,425,-1,11880.0,2494.8,0.0,14374.8
1020,1000001197,20250312,775,2,2,2,31752.0,6667.92,0.0,38419.92
1021,1000001199,20241211,822,1,1421,-1,29400.0,6174.0,1200.0,36774.0
1022,1000001202,20250729,779,2,4,4,42750.0,8977.5,0.0,51727.5
1023,1000001203,20241103,1317,2,1,1,39600.0,8316.0,0.0,47916.0
1024,1000001205,20250820,1315,1,591,-1,21600.0,4536.0,1200.0,27336.0
1025,1000001207,20240728,633,1,254,-1,46260.0,9714.6,900.0,56874.6
1026,1000001208,20240128,187,1,2675,-1,35280.0,7408.8,1500.0,44188.8
1027,1000001209,20241118,1443,1,1128,-1,14250.0,2992.5,1200.0,18442.5
1028,1000001210,20250618,1225,1,2762,-1,23940.0,5027.4,1500.0,30467.4
1029,1000001212,20240317,193,2,4,4,53190.0,11169.9,0.0,64359.9
1030,1000001213,20240224,184,1,2098,-1,26700.0,5607.0,1200.0,33507.0
1031,1000001214,20240412,1356,1,805,-1,15000.0,3150.0,0.0,18150.0
1032,1000001215,20250928,167,2,3,3,11340.0,2381.4,0.0,13721.4
1033,1000001216,20240704,215,1,3150,-1,40500.0,8505.0,900.0,49905.0
1034,1000001217,20250521,416,2,1,1,37044.0,7779.24,0.0,44823.24
1035,1000001218,20240919,1312,1,3131,-1,39690.0,8334.9,900.0,48924.9
1036,1000001219,20241005,352,2,2,2,12000.0,2520.0,0.0,14520.0
1037,1000001220,20250428,700,1,1684,-1,26460.0,5556.6,900.0,32916.6
1038,1000001222,20250402,529,1,3048,-1,44100.0,9261.0,0.0,53361.0
1039,1000001223,20250225,980,2,1,1,52350.0,10993.5,0.0,63343.5
1040,1000001224,20241124,825,1,828,-1,56520.0,11869.2,900.0,69289.2
1041,1000001225,20240227,470,2,2,2,66780.0,14023.8,0.0,80803.8
1042,1000001226,20241125,590,1,2100,-1,44550.0,9355.5,1500.0,55405.5
1043,1000001228,20240327,814,1,1873,-1,35910.0,7541.1,1200.0,44651.1
1044,1000001229,20240414,638,2,4,4,35280.0,7408.8,0.0,42688.8
1045,1000001230,20240328,747,1,183,-1,34020.0,7144.2,1500.0,42664.2
1046,1000001231,20250902,932,2,3,3,35280.0,7408.8,0.0,42688.8
