nps_sk,nps_id,fecha_key,cliente_sk,canal_sk,score
805,13000000804,20240326,323,1,8
806,13000000805,20240508,203,1,7
807,13000000806,20250513,1180,1,8
808,13000000807,20250119,358,2,6
809,13000000808,20250515,922,1,8
810,13000000809,20250225,645,2,4
811,13000000810,20250212,582,1,7
812,13000000811,20250920,783,2,2
813,13000000812,20240123,852,1,0
814,13000000813,20250809,513,1,2
815,13000000814,20240314,169,1,8
816,13000000815,20240501,1209,1,10
817,13000000816,20250930,147,1,9
818,13000000817,20250207,185,1,6
819,13000000818,20241027,739,2,10
820,13000000819,20250122,1470,2,7
821,13000000820,20250213,198,1,8
822,13000000821,20240312,884,1,8
823,13000000822,20241119,457,1,10
824,13000000823,20241226,1184,1,10
825,13000000824,20250527,221,2,7
826,13000000825,20240829,117,2,10
827,13000000826,20240717,703,2,6
828,13000000827,20251004,58,1,10
829,13000000828,20250506,840,1,8
830,13000000829,20250205,634,2,8
831,13000000830,20241109,914,2,9
832,13000000831,20250505,1281,1,8
833,13000000832,20240118,852,2,5
834,13000000833,20240321,1336,2,7
835,13000000834,20251009,1264,1,1
836,13000000835,20250201,140,1,1
837,13000000836,20240612,162,1,9
838,13000000837,20240502,460,1,8
839,13000000838,20241108,1392,1,5
840,13000000839,20241109,4,2,9
841,13000000840,20241130,1372,2,8
842,13000000841,20250726,921,2,7
843,13000000842,20241002,880,1,8
844,13000000843,20240531,603,2,10
845,13000000844,20250219,389,1,5
846,13000000845,20240209,769,2,8
847,13000000846,20240823,1480,2,9
848,13000000847,20250620,1352,1,1
849,13000000848,20240531,1081,1,6
850,13000000849,20250811,1318,2,10
851,13000000850,20240112,1129,2,8
852,13000000851,20250730,495,1,7
853,13000000852,20240325,586,1,10
854,13000000853,20240425,554,1,7
855,13000000854,20250922,440,1,1
856,13000000855,20241231,212,1,8
857,13000000856,20250518,538,1,8
858,13000000857,20250730,588,2,0
859,13000000858,20250805,1135,1,7
860,13000000859,20240624,452,1,7
861,13000000860,20250219,26,1,5
862,13000000861,20240907,33,2,10
863,13000000862,20250513,229,1,9
864,13000000863,20240307,1155,1,10
865,13000000864,20250902,843,1,6
866,13000000865,20240513,570,2,8
867,13000000866,20250528,1208,1,8
868,13000000867,20250509,275,1,7
869,13000000868,20250413,529,1,6
870,13000000869,20250323,599,2,10
871,13000000870,20250119,333,1,5
872,13000000871,20240422,6,1,9
873,13000000872,20250511,549,1,9
874,13000000873,20250326,1427,2,6
875,13000000874,20241009,1237,1,7
876,13000000875,20250226,432,2,8
877,13000000876,20250502,657,1,7
878,13000000877,20250422,730,1,9
879,13000000878,20241012,824,2,7
880,13000000879,20250302,1001,1,9
881,13000000880,20250510,188,1,8
882,13000000881,20250711,965,1,6
883,13000000882,20250929,717,1,9
884,13000000883,20240306,1085,2,9
885,13000000884,20241009,765,1,9
886,13000000885,20250628,484,2,2
887,13000000886,20251002,931,1,6
888,13000000887,20250905,417,1,10
889,13000000888,20241016,801,2,10
890,13000000889,20240621,501,1,4
891,13000000890,20240331,1358,2,9
892,13000000891,20250822,1325,2,6
893,13000000892,20241226,960,1,10
894,13000000893,20240721,637,1,6
895,13000000894,20240330,956,2,2
896,13000000895,20250404,533,2,7
897,13000000896,20250702,1495,1,6
898,13000000897,20250514,1025,2,8
899,13000000898,20240910,1176,1,10
900,13000000899,20240328,803,2,8
901,13000000900,20240608,725,1,6
902,13000000901,20250630,938,1,9
903,13000000902,20240911,1031,1,8
904,13000000903,20241106,696,1,1
905,13000000904,20250805,237,1,3
906,13000000905,20250214,1053,1,10
907,13000000906,20250405,308,1,6
908,13000000907,20250918,672,1,8
909,13000000908,20250722,1147,2,8
910,13000000909,20250612,1238,2,7
911,13000000910,20250411,460,2,8
912,13000000911,20240218,906,2,10
913,13000000912,20240119,825,1,8
914,13000000913,20250509,1095,2,8
915,13000000914,20250219,435,2,10
916,13000000915,20250222,585,2,8
917,13000000916,20240904,281,2,9
918,13000000917,20250821,82,2,6
919,13000000918,20240503,329,1,10
920,13000000919,20241219,415,1,7
921,13000000920,20240306,1135,1,4
922,13000000921,20240506,1021,1,4
923,13000000922,20251010,160,1,4
924,13000000923,20250118,434,1,7
925,13000000924,20241122,357,2,4
926,13000000925,20250412,1285,1,7
927,13000000926,20250217,229,1,7
928,13000000927,20240608,420,1,9
929,13000000928,20241220,2,2,8
930,13000000929,20240803,47,1,10
931,13000000930,20250501,1163,1,6
932,13000000931,20250731,1423,1,9
933,13000000932,20240813,615,1,4
934,13000000933,20251012,1149,1,7
935,13000000934,20240928,628,1,8
936,13000000935,20250109,1247,1,5
937,13000000936,20250620,458,1,9
938,13000000937,20250605,95,2,10
939,13000000938,20240227,1002,1,7
940,13000000939,20250223,488,2,1
941,13000000940,20250805,851,2,4
942,13000000941,20250301,509,2,7
943,13000000942,20250319,888,1,10
944,13000000943,20240619,1268,2,9
945,13000000944,20240815,507,2,9
946,13000000945,20250605,387,2,10
947,13000000946,20241114,670,1,2
948,13000000947,20250726,186,1,9
949,13000000948,20240729,1235,1,9
950,13000000949,20240808,418,1,10
951,13000000950,20240722,196,1,6
952,13000000951,20240322,304,1,10
953,13000000952,20241230,1434,2,9
954,13000000953,20250522,453,2,10
955,13000000954,20240823,1040,2,4
956,13000000955,20250516,107,1,10
957,13000000956,20250319,887,2,8
958,13000000957,20250426,837,1,10
959,13000000958,20250513,1327,1,9
960,13000000959,20240417,836,1,9
961,13000000960,20250525,1413,1,8
962,13000000961,20240304,621,2,9
963,13000000962,20240831,947,1,6
964,13000000963,20240130,1015,1,8
965,13000000964,20250625,458,2,9
966,13000000965,20250818,1462,1,9
967,13000000966,20241009,289,2,3
968,13000000967,20240304,1318,2,0
969,13000000968,20240220,720,2,6
970,13000000969,20241025,350,2,7
971,13000000970,20240218,1276,1,8
972,13000000971,20250217,1141,2,10
973,13000000972,20250415,640,2,10
974,13000000973,20250907,8,2,8
975,13000000974,20250126,666,2,8
976,13000000975,20241026,1451,1,10
977,13000000976,20250417,384,1,6
978,13000000977,20241013,1130,1,10
979,13000000978,20240413,547,1,8
980,13000000979,20250526,1228,1,10
981,13000000980,20250909,1209,1,9
982,13000000981,20250425,1489,1,9
983,13000000982,20250311,4,1,10
984,13000000983,20240813,760,1,9
985,13000000984,20240606,286,1,9
986,13000000985,20250220,951,1,10
987,13000000986,20250807,487,2,10
988,13000000987,20240210,1218,2,2
989,13000000988,20250714,522,1,5
990,13000000989,20250303,468,1,8
991,13000000990,20240601,703,2,10
992,13000000991,20241226,1000,1,9
993,13000000992,20250418,137,2,10
994,13000000993,20241030,168,2,9
995,13000000994,20241123,452,2,10
996,13000000995,20250117,1210,2,2
997,13000000996,20250723,599,2,10
998,13000000997,20250616,734,1,10
999,13000000998,20250904,27,2,9
1000,13000000999,20240528,1186,1,10
1001,13000001000,20250621,1227,2,5
1002,13000001001,20240722,1338,2,9
1003,13000001002,20250629,1275,2,7
1004,13000001003,20250319,934,1,6
1005,13000001004,20240706,883,2,10
1006,13000001005,20241115,624,1,8
1007,13000001006,20250810,1272,1,7
1008,13000001007,20250105,746,2,10
1009,13000001008,20240511,858,1,8
1010,13000001009,20250620,393,1,10
1011,13000001010,20240707,990,1,10
1012,13000001011,20241111,769,1,7
1013,13000001012,20240927,496,1,2
1014,13000001013,20240223,401,1,7
1015,13000001014,20240509,1042,1,10
1016,13000001015,20240915,1101,2,6
1017,13000001016,20241029,15,1,9
1018,13000001017,20240508,748,1,7
1019,13000001018,20251007,825,1,10
1020,13000001019,20250531,957,2,7
1021,13000001020,20250121,528,1,3
1022,13000001021,20250115,1422,1,1
1023,13000001022,20251010,71,1,5
1024,13000001023,20240808,1375,2,5
1025,13000001024,20241221,504,2,9
1026,13000001025,20240420,1257,2,8
1027,13000001026,20240820,1165,2,2
1028,13000001027,20250410,39,1,8
1029,13000001028,20241223,102,2,3
1030,13000001029,20250917,863,1,7
1031,13000001030,20240512,494,1,3
1032,13000001031,20250418,1132,1,5
1033,13000001032,20240513,723,1,9
1034,13000001033,20240202,280,2,9
1035,13000001034,20250617,765,1,8
1036,13000001035,20240603,778,1,1
1037,13000001036,20240626,428,1,8
1038,13000001037,20240204,559,2,7
1039,13000001038,20240326,1318,2,10
1040,13000001039,20250215,1451,1,6
1041,13000001040,20240224,994,1,4
1042,13000001041,20240426,311,1,5
1043,13000001042,20250812,282,1,8
1044,13000001043,20241006,94,2,9
1045,13000001044,20240325,1359,1,9
1046,13000001045,20241219,1400,2,8
1047,13000001046,20240224,244,2,7
1048,13000001047,20251009,295,1,8
1049,13000001048,20241111,731,1,1
1050,13000001049,20250419,1191,2,7
1051,13000001050,20250309,1104,1,8
1052,13000001051,20250711,489,2,7
1053,13000001052,20250827,1096,2,7
1054,13000001053,20250315,1253,1,1
1055,13000001054,20240826,987,1,8
1056,13000001055,20240316,43,1,8
1057,13000001056,20250718,268,1,9
1058,13000001057,20240828,1045,1,9
1059,13000001058,20240815,1410,1,4
1060,13000001059,20241116,859,1,10
1061,13000001060,20240707,353,1,7
1062,13000001061,20241101,350,2,10
1063,13000001062,20240224,663,2,3
1064,13000001063,20240301,601,1,7
1065,13000001064,20241031,468,1,6
1066,13000001065,20250817,975,2,10
1067,13000001066,20250615,1041,2,10
1068,13000001067,20250717,439,2,6
1069,13000001068,20250509,1120,1,8
1070,13000001069,20241228,948,1,9
1071,13000001070,20250911,1090,2,7
1072,13000001071,20250819,771,1,0
1073,13000001072,20241224,1337,2,7
1074,13000001073,20241022,1269,2,5
1075,13000001074,20250713,1052,1,10
1076,13000001075,20250501,628,1,5
1077,13000001076,20250424,589,2,8
1078,13000001077,20250709,326,1,0
1079,13000001078,20250222,1463,1,9
1080,13000001079,20250707,1131,2,3
1081,13000001080,20241020,688,1,10
1082,13000001081,20250220,1135,1,6
1083,13000001082,20250304,516,2,8
1084,13000001083,20250824,1019,2,4
1085,13000001084,20250603,1009,1,4
1086,13000001085,20250517,1015,2,9
1087,13000001086,20250605,234,1,9
1088,13000001087,20240729,699,1,3
1089,13000001088,20240514,807,2,2
1090,13000001089,20240714,945,2,9
1091,13000001090,20250414,264,1,7
1092,13000001091,20241128,405,2,7
1093,13000001092,20250531,549,1,7
1094,13000001093,20240714,365,1,4
1095,13000001094,20250715,1208,1,5
1096,13000001095,20241228,1005,1,9
1097,13000001096,20240709,1437,1,5
1098,13000001097,20240923,396,1,9
1099,13000001098,20250103,711,1,2
1100,13000001099,20250622,497,1,9
1101,13000001100,20240120,37,1,10
1102,13000001101,20240828,380,1,8
1103,13000001102,20250828,535,2,5
1104,13000001103,20240623,651,2,8
1105,13000001104,20241023,1085,1,9
1106,13000001105,20241207,1238,2,8
1107,13000001106,20250820,184,1,6
1108,13000001107,20250929,498,2,7
1109,13000001108,20240907,1117,2,7
1110,13000001109,20250812,469,1,10
1111,13000001110,20240804,815,1,5
1112,13000001111,20240820,282,2,10
1113,13000001112,20250101,335,2,9
1114,13000001113,20250117,261,1,6
1115,13000001114,20250126,540,2,7
1116,13000001115,20241019,989,1,6
1117,13000001116,20250808,354,1,9
1118,13000001117,20250529,487,1,1
1119,13000001118,20240905,553,2,9
1120,13000001119,20250506,1111,2,7
1121,13000001120,20240731,293,1,1
1122,13000001121,20250310,814,1,7
1123,13000001122,20240220,444,2,7
1124,13000001123,20250707,69,2,8
1125,13000001124,20250315,1074,1,8
1126,13000001125,20240620,121,2,3
1127,13000001126,20250102,1418,2,3
1128,13000001127,20250311,1317,2,4
1129,13000001128,20240808,317,1,8
1130,13000001129,20250622,1159,2,9
1131,13000001130,20250727,876,1,9
1132,13000001131,20250415,159,2,8
1133,13000001132,20240514,1246,2,8
1134,13000001133,20241215,831,1,9
1135,13000001134,20250110,14,2,9
1136,13000001135,20241114,52,2,8
1137,13000001136,20240530,63,1,0
1138,13000001137,20240725,714,2,7
1139,13000001138,20240830,276,2,9
1140,13000001139,20240406,165,2,7
1141,13000001140,20240305,361,1,7
1142,13000001141,20240707,1339,1,8
1143,13000001142,20240120,56,2,9
1144,13000001143,20250927,665,2,2
1145,13000001144,20240516,1475,1,10
1146,13000001145,20250328,1356,1,7
1147,13000001146,20241027,142,2,8
1148,13000001147,20250904,466,2,8
1149,13000001148,20241112,1169,1,7
1150,13000001149,20250110,634,1,9
1151,13000001150,20240109,209,2,9
1152,13000001151,20241210,1157,1,9
1153,13000001152,20250227,1258,1,8
1154,13000001153,20240404,663,1,0
1155,13000001154,20240430,785,1,8
1156,13000001155,20241229,267,2,8
1157,13000001156,20251001,655,1,6
1158,13000001157,20241215,757,1,7
1159,13000001158,20250801,1329,1,9
1160,13000001159,20250520,542,1,10
1161,13000001160,20240216,316,2,8
1162,13000001161,20250724,398,1,1
1163,13000001162,20250620,964,1,8
1164,13000001163,20241116,854,2,10
1165,13000001164,20240421,1065,2,7
1166,13000001165,20240901,359,1,9
1167,13000001166,20240430,174,1,4
1168,13000001167,20250101,1333,1,9
1169,13000001168,20240522,901,2,0
1170,13000001169,20240429,977,1,10
1171,13000001170,20250524,757,1,7
1172,13000001171,20241019,1029,1,9
1173,13000001172,20250320,904,1,8
1174,13000001173,20250524,716,1,5
1175,13000001174,20250210,1463,2,8
1176,13000001175,20250203,800,2,9
1177,13000001176,20250203,1366,2,8
1178,13000001177,20240927,1009,1,8
1179,13000001178,20250916,487,2,8
1180,13000001179,20240605,970,1,9
1181,13000001180,20240928,1127,1,10
1182,13000001181,20240930,22,1,6
1183,13000001182,20241212,1401,1,9
1184,13000001183,20240409,571,2,10
1185,13000001184,20240416,1061,1,7
1186,13000001185,20250311,143,1,8
1187,13000001186,20250725,712,1,1
1188,13000001187,20250418,649,1,6
1189,13000001188,20250526,317,1,8
1190,13000001189,20250513,16,2,7
1191,13000001190,20241201,175,2,9
1192,13000001191,20240730,694,2,5
1193,13000001192,20240819,1377,1,9
1194,13000001193,20240311,653,2,5
1195,13000001194,20250117,1328,1,8
1196,13000001195,20250210,850,1,8
1197,13000001196,20240325,1043,2,10
1198,13000001197,20240608,120,2,9
1199,13000001198,20240625,374,1,1
1200,13000001199,20250523,1023,2,10
1201,13000001200,20240829,1435,1,4
1202,13000001201,20240501,1022,2,4
1203,13000001202,20250427,397,2,5
1204,13000001203,20250226,539,1,1
1205,13000001204,20240428,662,2,7
1206,13000001205,20250208,413,2,7
1207,13000001206,20240925,978,1,7
1208,13000001207,20240310,94,1,8
1209,13000001208,20250112,593,2,9
1210,13000001209,20251009,3,1,10
1211,13000001210,20240301,986,1,9
1212,13000001211,20250722,1097,1,5
1213,13000001212,20240208,1298,2,8
1214,13000001213,20240225,968,2,0
1215,13000001214,20240208,256,2,10
1216,13000001215,20250624,165,2,7
1217,13000001216,20240409,74,2,8
1218,13000001217,20240628,610,1,9
1219,13000001218,20240705,1181,1,8
1220,13000001219,20250720,1198,1,7
1221,13000001220,20251006,383,2,9
1222,13000001221,20241220,327,1,4
1223,13000001222,20250523,1118,1,3
1224,13000001223,20240911,1093,2,5
1225,13000001224,20250713,348,1,10
1226,13000001225,20250407,988,1,9
1227,13000001226,20240708,1242,1,8
1228,13000001227,20240219,645,2,8
1229,13000001228,20240221,1068,1,7
1230,13000001229,20250625,523,1,9
1231,13000001230,20240208,624,1,0
1232,13000001231,20240418,705,2,6
1233,13000001232,20250117,12,2,3
1234,13000001233,20250409,748,1,9
1235,13000001234,20240320,922,2,9
1236,13000001235,20250222,637,2,7
1237,13000001236,20250224,1225,2,8
1238,13000001237,20240115,1336,2,3
1239,13000001238,20250128,1006,1,6
1240,13000001239,20241013,717,1,9
1241,13000001240,20250429,1117,1,5
1242,13000001241,20250905,547,1,7
1243,13000001242,20240406,1073,2,6
1244,13000001243,20250903,611,2,9
1245,13000001244,20250301,1315,2,7
1246,13000001245,20250408,881,2,10
1247,13000001246,20240916,475,1,7
1248,13000001247,20250429,1015,1,5
1249,13000001248,20240611,574,2,7
1250,13000001249,20240425,71,1,9
1251,13000001250,20250926,737,2,9
1252,13000001251,20241213,1060,2,4
1253,13000001252,20240414,1145,2,8
1254,13000001253,20240727,1256,1,10
1255,13000001254,20250706,1063,2,9
1256,13000001255,20250212,551,1,0
1257,13000001256,20250111,248,2,5
1258,13000001257,20240630,831,1,6
1259,13000001258,20240417,968,2,10
1260,13000001259,20240419,1010,1,3
1261,13000001260,20240331,509,2,10
1262,13000001261,20250224,767,2,8
1263,13000001262,20250305,795,1,8
1264,13000001263,20250312,712,1,8
1265,13000001264,20240528,273,1,9
1266,13000001265,20240713,818,1,6
1267,13000001266,20240311,513,2,6
1268,13000001267,20240524,1026,2,10
1269,13000001268,20250524,1347,2,8
1270,13000001269,20240310,258,1,2
1271,13000001270,20250401,1010,1,10
1272,13000001271,20241007,220,2,7
1273,13000001272,20250220,1048,1,8
1274,13000001273,20240224,1300,1,8
1275,13000001274,20250407,262,2,8
1276,13000001275,20240728,1141,2,10
1277,13000001276,20240124,1234,2,8
1278,13000001277,20241226,554,1,8
1279,13000001278,20240523,730,1,9
1280,13000001279,20240415,578,2,9
1281,13000001280,20250929,1133,1,8
1282,13000001281,20250225,272,1,9
1283,13000001282,20240501,705,1,7
1284,13000001283,20250719,1304,2,3
1285,13000001284,20240609,1274,2,5
1286,13000001285,20250725,38,1,1
1287,13000001286,20241129,1037,2,1
1288,13000001287,20250702,1438,1,10
1289,13000001288,20241214,621,1,9
1290,13000001289,20250603,177,1,7
1291,13000001290,20240206,1116,2,6
1292,13000001291,20240228,537,2,6
1293,13000001292,20250321,233,2,10
1294,13000001293,20250520,358,1,9
1295,13000001294,20240922,544,1,6
1296,13000001295,20250119,694,2,7
1297,13000001296,20250630,1267,2,6
1298,13000001297,20241215,491,1,10
1299,13000001298,20250620,536,1,10
1300,13000001299,20240923,403,1,6
1301,13000001300,20250809,856,1,9
1302,13000001301,20240219,184,2,7
1303,13000001302,20240114,349,1,10
1304,13000001303,20241207,356,1,4
1305,13000001304,20241106,818,2,8
1306,13000001305,20240912,1251,2,4
1307,13000001306,20251002,85,2,8
1308,13000001307,20250122,255,1,10
1309,13000001308,20250330,929,2,8
1310,13000001309,20240925,541,2,6
1311,13000001310,20250830,116,2,4
1312,13000001311,20250411,402,1,8
1313,13000001312,20240429,922,2,3
1314,13000001313,20240223,1484,2,6
1315,13000001314,20240815,986,1,1
1316,13000001315,20241225,155,1,6
1317,13000001316,20240611,138,1,7
1318,13000001317,20240122,556,1,9
1319,13000001318,20250930,401,1,6
1320,13000001319,20250902,267,2,0
1321,13000001320,20240817,776,1,6
1322,13000001321,20250305,186,1,7
1323,13000001322,20240210,1330,1,0
1324,13000001323,20240126,32,1,9
1325,13000001324,20241029,7,1,6
1326,13000001325,20240128,358,1,9
1327,13000001326,20240311,129,1,0
1328,13000001327,20250623,829,2,7
1329,13000001328,20240809,1129,2,9
1330,13000001329,20250212,1297,1,6
1331,13000001330,20241220,1001,1,10
1332,13000001331,20240307,1222,2,9
1333,13000001332,20240428,961,1,6
1334,13000001333,20240806,147,1,9
1335,13000001334,20250618,1439,1,9
1336,13000001335,20250405,880,2,10
1337,13000001336,20250312,208,2,10
1338,13000001337,20240829,1240,2,8
1339,13000001338,20250826,956,2,9
1340,13000001339,20250610,1212,2,3
1341,13000001340,20250725,112,1,9
1342,13000001341,20250613,999,1,10
1343,13000001342,20250318,1381,1,10
1344,13000001343,20240917,935,2,8
1345,13000001344,20250310,1412,1,10
1346,13000001345,20251002,296,1,7
1347,13000001346,20240223,933,1,3
1348,13000001347,20250928,954,1,9
1349,13000001348,20241023,269,2,7
1350,13000001349,20250815,281,2,5
1351,13000001350,20250608,359,2,8
1352,13000001351,20250628,492,1,9
1353,13000001352,20250522,489,2,5
1354,13000001353,20250711,386,2,7
1355,13000001354,20250821,1329,1,7
1356,13000001355,20240226,649,2,5
1357,13000001356,20250517,684,1,9
1358,13000001357,20250929,928,2,8
1359,13000001358,20250525,1096,1,5
1360,13000001359,20250625,546,1,10
1361,13000001360,20240324,121,1,10
1362,13000001361,20240616,400,2,10
1363,13000001362,20240128,383,1,10
1364,13000001363,20240511,518,1,9
1365,13000001364,20250315,1130,2,9
1366,13000001365,20250913,921,2,5
1367,13000001366,20240920,42,1,8
1368,13000001367,20240726,1459,1,2
1369,13000001368,20250922,1172,2,0
1370,13000001369,20250904,300,1,7
1371,13000001370,20240225,23,2,10
1372,13000001371,20250908,321,1,5
1373,13000001372,20241226,426,1,8
1374,13000001373,20250716,594,2,9
1375,13000001374,20240709,1483,2,9
1376,13000001375,20251008,1003,1,9
1377,13000001376,20250526,457,2,5
1378,13000001377,20240303,746,1,9
1379,13000001378,20240617,150,2,9
1380,13000001379,20240513,1313,1,8
1381,13000001380,20240628,1087,2,10
1382,13000001381,20250522,835,1,9
1383,13000001382,20250202,1149,2,3
1384,13000001383,20240516,587,2,9
1385,13000001384,20250218,257,1,7
1386,13000001385,20241128,1127,1,0
1387,13000001386,20250802,1332,1,8
1388,13000001387,20251012,961,1,0
1389,13000001388,20250206,85,2,9
1390,13000001389,20250920,461,2,8
1391,13000001390,20240424,302,2,4
1392,13000001391,20250610,1239,1,9
1393,13000001392,20250515,633,2,10
1394,13000001393,20240902,1475,2,9
1395,13000001394,20250815,1377,1,9
1396,13000001395,20240604,719,1,3
1397,13000001396,20241212,390,1,7
1398,13000001397,20250731,541,1,3
1399,13000001398,20240802,1181,1,7
1400,13000001399,20250125,1022,1,7
1401,13000001400,20241218,485,1,7
1402,13000001401,20240212,1011,1,7
1403,13000001402,20241227,771,1,6
1404,13000001403,20250912,478,2,0
1405,13000001404,20240709,529,2,5
1406,13000001405,20240429,73,1,10
1407,13000001406,20250915,615,1,5
1408,13000001407,20250422,1048,2,5
1409,13000001408,20240517,1292,1,3
1410,13000001409,20241208,1429,1,10
1411,13000001410,20241101,1353,1,9
1412,13000001411,20250218,1322,1,8
1413,13000001412,20240207,325,1,7
1414,13000001413,20250315,1004,1,7
1415,13000001414,20250702,509,2,9
1416,13000001415,20241103,1498,1,8
1417,13000001416,20250228,166,2,4
1418,13000001417,20250904,971,2,8
1419,13000001418,20250705,1301,2,8
1420,13000001419,20251007,573,2,9
1421,13000001420,20240803,730,2,7
1422,13000001421,20250311,650,2,9
1423,13000001422,20241007,873,1,9
1424,13000001423,20251005,658,2,9
1425,13000001424,20240903,991,2,1
1426,13000001425,20251003,106,2,3
1427,13000001426,20250908,270,2,10
1428,13000001427,20250316,833,1,6
1429,13000001428,20240823,604,1,6
1430,13000001429,20240913,1051,2,7
1431,13000001430,20251004,212,2,10
1432,13000001431,20240216,1149,1,8
1433,13000001432,20240925,456,2,8
1434,13000001433,20250426,859,2,7
1435,13000001434,20241210,728,2,5
1436,13000001435,20240714,1062,1,9
1437,13000001436,20240611,995,1,7
1438,13000001437,20250504,1173,1,8
1439,13000001438,20240803,1375,1,4
1440,13000001439,20240603,1073,2,3
1441,13000001440,20250930,767,1,7
1442,13000001441,20250406,969,2,8
1443,13000001442,20250303,466,2,10
1444,13000001443,20250307,658,1,6
1445,13000001444,20241023,503,2,1
1446,13000001445,20250712,810,2,0
1447,13000001446,20240427,1161,2,7
1448,13000001447,20240402,373,2,7
1449,13000001448,20240402,467,1,6
1450,13000001449,20241006,165,1,8
1451,13000001450,20250629,1212,2,7
1452,13000001451,20250301,237,1,5
1453,13000001452,20240825,447,2,10
1454,13000001453,20250314,272,1,3
1455,13000001454,20250109,690,2,7
1456,13000001455,20240211,254,1,7
1457,13000001456,20240820,639,2,8
1458,13000001457,20241114,1257,2,10
1459,13000001458,20241029,1322,2,7
1460,13000001459,20250214,1418,2,9
1461,13000001460,20250908,1163,1,5
1462,13000001461,20241203,1237,1,7
1463,13000001462,20241124,1313,1,10
1464,13000001463,20240713,558,2,7
1465,13000001464,20250407,806,2,8
1466,13000001465,20240605,362,1,9
1467,13000001466,20250616,8,1,7
1468,13000001467,20241122,54,2,5
1469,13000001468,20240330,554,2,3
1470,13000001469,20250314,1409,1,9
1471,13000001470,20241005,259,2,6
1472,13000001471,20240405,1397,1,9
1473,13000001472,20250522,1378,2,10
1474,13000001473,20240924,1170,2,8
1475,13000001474,20250829,224,2,10
1476,13000001475,20241030,1127,1,7
1477,13000001476,20240603,1321,2,9
1478,13000001477,20241030,1371,2,6
1479,13000001478,20240716,726,1,8
1480,13000001479,20241205,874,2,4
1481,13000001480,20241119,370,2,5
1482,13000001481,20240402,712,1,9
1483,13000001482,20241217,1315,2,9
1484,13000001483,20240413,1494,2,6
1485,13000001484,20240430,578,1,8
1486,13000001485,20250721,380,2,8
1487,13000001486,20241114,969,1,7
1488,13000001487,20240723,233,2,7
1489,13000001488,20240204,1027,2,7
1490,13000001489,20250704,130,1,10
1491,13000001490,20251007,688,1,10
1492,13000001491,20241029,415,2,7
1493,13000001492,20240908,691,2,1
1494,13000001493,20240518,254,1,9
1495,13000001494,20250415,966,1,10
1496,13000001495,20250916,516,2,9
1497,13000001496,20240304,40,1,6
1498,13000001497,20250502,28,2,9
1499,13000001498,20240212,464,2,8
1500,13000001499,20241028,1244,1,10
1501,13000001500,20250408,904,2,10
1502,13000001501,20250719,371,1,8
1503,13000001502,20241214,385,2,9
1504,13000001503,20250311,655,1,7
1505,13000001504,20240909,973,2,10
1506,13000001505,20250314,159,1,3
1507,13000001506,20240219,325,2,9
1508,13000001507,20240511,908,1,7
1509,13000001508,20240512,1022,1,10
1510,13000001509,20240731,410,2,10
1511,13000001510,20240623,743,2,8
1512,13000001511,20250422,937,1,8
1513,13000001512,20250321,1301,1,10
1514,13000001513,20241019,1313,1,5
1515,13000001514,20250610,1245,2,10
1516,13000001515,20240820,519,1,10
1517,13000001516,20250213,832,1,0
1518,13000001517,20240430,37,1,2
1519,13000001518,20250524,602,2,10
1520,13000001519,20241226,621,2,2
1521,13000001520,20240503,369,2,8
1522,13000001521,20241118,890,2,7
1523,13000001522,20240917,334,1,8
1524,13000001523,20241216,347,1,8
1525,13000001524,20240513,1138,1,10
1526,13000001525,20240514,1271,1,8
1527,13000001526,20250916,509,1,4
1528,13000001527,20240217,1409,1,7
1529,13000001528,20240410,875,2,6
1530,13000001529,20250130,867,2,8
1531,13000001530,20241124,111,1,5
1532,13000001531,20250326,1486,1,8
1533,13000001532,20250819,1084,2,10
1534,13000001533,20250407,780,2,8
1535,13000001534,20241219,1037,1,1
1536,13000001535,20240221,592,1,5
1537,13000001536,20250918,1010,1,10
1538,13000001537,20250512,1292,1,3
1539,13000001538,20240309,594,1,5
1540,13000001539,20240405,1453,1,9
1541,13000001540,20240214,119,1,10
1542,13000001541,20240830,488,2,1
1543,13000001542,20250405,32,2,3
1544,13000001543,20240414,1340,1,3
1545,13000001544,20241121,783,1,9
1546,13000001545,20241216,72,2,8
1547,13000001546,20240804,403,2,2
1548,13000001547,20240116,890,2,9
1549,13000001548,20240919,992,2,8
1550,13000001549,20241221,538,2,6
1551,13000001550,20240417,262,1,9
1552,13000001551,20250906,1256,2,8
1553,13000001552,20250327,704,1,9
1554,13000001553,20250402,417,2,9
1555,13000001554,20250626,984,1,9
1556,13000001555,20250518,768,1,7
1557,13000001556,20250908,615,1,9
1558,13000001557,20240809,995,1,6
1559,13000001558,20250326,56,2,6
1560,13000001559,20240809,1440,1,7
1561,13000001560,20250802,832,1,8
1562,13000001561,20241210,217,2,10
1563,13000001562,20240822,1323,2,9
1564,13000001563,20250212,803,1,8
1565,13000001564,20250108,512,1,10
1566,13000001565,20240903,952,2,10
1567,13000001566,20250213,1433,1,10
1568,13000001567,20250510,824,2,9
1569,13000001568,20241207,384,1,7
1570,13000001569,20240910,1029,2,8
1571,13000001570,20250228,297,2,8
1572,13000001571,20250504,1101,1,6
1573,13000001572,20240410,464,2,2
1574,13000001573,20241101,727,1,7
1575,13000001574,20240207,71,1,8
1576,13000001575,20240401,520,2,8
1577,13000001576,20250109,930,1,9
