session_sk,session_id,fecha_key,cliente_sk,source,device
10070,11000010069,20240917,-1,direct,mobile
10071,11000010070,20240219,187,email,mobile
10072,11000010071,20240216,1220,referral,mobile
10073,11000010072,20250406,505,ads,mobile
10074,11000010073,20241225,-1,social,desktop
10075,11000010074,20250930,832,direct,mobile
10076,11000010075,20240202,977,referral,desktop
10077,11000010076,20250220,-1,direct,desktop
10078,11000010077,20241030,1243,referral,desktop
10079,11000010078,20241111,1160,direct,mobile
10080,11000010079,20240303,-1,direct,mobile
10081,11000010080,20250504,347,direct,mobile
10082,11000010081,20240216,1216,direct,mobile
10083,11000010082,20240111,-1,direct,tablet
10084,11000010083,20240830,636,social,mobile
10085,11000010084,20250822,163,direct,mobile
10086,11000010085,20240822,308,direct,mobile
10087,11000010086,20240201,205,direct,mobile
10088,11000010087,20240925,-1,direct,mobile
10089,11000010088,20240412,223,social,mobile
10090,11000010089,20250531,1232,social,desktop
10091,11000010090,20250318,380,ads,mobile
10092,11000010091,20240509,-1,direct,mobile
10093,11000010092,20240718,533,direct,mobile
10094,11000010093,20250206,-1,social,mobile
10095,11000010094,20250704,1478,social,mobile
10096,11000010095,20241215,1380,referral,desktop
10097,11000010096,20240711,-1,ads,mobile
10098,11000010097,20240512,72,email,mobile
10099,11000010098,20250608,-1,ads,mobile
10100,11000010099,20240507,-1,direct,mobile
10101,11000010100,20240705,-1,ads,desktop
10102,11000010101,20240513,-1,referral,desktop
10103,11000010102,20240525,342,social,desktop
10104,11000010103,20241020,1442,ads,mobile
10105,11000010104,20250812,244,ads,desktop
10106,11000010105,20250213,1182,referral,mobile
10107,11000010106,20250603,112,direct,mobile
10108,11000010107,20250601,1175,direct,tablet
10109,11000010108,20240913,99,direct,desktop
10110,11000010109,20240927,-1,email,desktop
10111,11000010110,20241007,-1,ads,mobile
10112,11000010111,20241205,-1,direct,desktop
10113,11000010112,20250523,405,ads,desktop
10114,11000010113,20241231,29,ads,mobile
10115,11000010114,20240125,-1,direct,mobile
10116,11000010115,20240126,569,ads,mobile
10117,11000010116,20250516,495,referral,desktop
10118,11000010117,20250730,500,ads,mobile
10119,11000010118,20250731,-1,email,desktop
10120,11000010119,20240607,-1,ads,mobile
10121,11000010120,20240817,-1,referral,mobile
10122,11000010121,20240416,113,direct,mobile
10123,11000010122,20250417,584,direct,mobile
10124,11000010123,20250501,-1,referral,mobile
10125,11000010124,20250328,1174,direct,mobile
10126,11000010125,20240803,662,email,mobile
10127,11000010126,20240825,1452,ads,mobile
10128,11000010127,20250703,354,ads,mobile
10129,11000010128,20240203,816,direct,mobile
10130,11000010129,20250521,803,referral,mobile
10131,11000010130,20250810,67,social,mobile
10132,11000010131,20250522,-1,referral,mobile
10133,11000010132,20240605,164,ads,mobile
10134,11000010133,20250313,1185,ads,desktop
10135,11000010134,20240830,-1,email,mobile
10136,11000010135,20250214,1371,email,mobile
10137,11000010136,20241122,1145,referral,mobile
10138,11000010137,20240511,348,direct,mobile
10139,11000010138,20240603,1396,direct,mobile
10140,11000010139,20241226,1025,ads,desktop
10141,11000010140,20250505,-1,ads,mobile
10142,11000010141,20240920,692,referral,mobile
10143,11000010142,20241026,-1,direct,desktop
10144,11000010143,20240212,236,direct,mobile
10145,11000010144,20250628,-1,ads,mobile
10146,11000010145,20250605,859,email,mobile
10147,11000010146,20250606,-1,referral,desktop
10148,11000010147,20240324,1380,referral,desktop
10149,11000010148,20250415,72,referral,desktop
10150,11000010149,20241019,1333,email,mobile
10151,11000010150,20240801,-1,direct,desktop
10152,11000010151,20250326,84,referral,mobile
10153,11000010152,20250511,-1,ads,mobile
10154,11000010153,20240131,566,referral,mobile
10155,11000010154,20241104,-1,ads,desktop
10156,11000010155,20250403,-1,direct,mobile
10157,11000010156,20240811,-1,direct,mobile
10158,11000010157,20240519,523,social,mobile
10159,11000010158,20250812,1455,social,desktop
10160,11000010159,20250217,741,direct,desktop
10161,11000010160,20240503,87,direct,mobile
10162,11000010161,20241002,-1,ads,desktop
10163,11000010162,20241104,-1,direct,mobile
10164,11000010163,20250602,-1,direct,mobile
10165,11000010164,20250612,726,email,mobile
10166,11000010165,20250420,84,direct,mobile
10167,11000010166,20250629,943,direct,tablet
10168,11000010167,20240312,490,ads,mobile
10169,11000010168,20250327,-1,ads,desktop
10170,11000010169,20250926,223,ads,mobile
10171,11000010170,20250107,1135,email,mobile
10172,11000010171,20250509,174,referral,mobile
10173,11000010172,20250116,-1,referral,tablet
10174,11000010173,20250122,839,ads,mobile
10175,11000010174,20240124,-1,social,mobile
10176,11000010175,20250508,468,direct,mobile
10177,11000010176,20250205,597,ads,mobile
10178,11000010177,20250501,-1,ads,mobile
10179,11000010178,20240221,-1,direct,mobile
10180,11000010179,20250425,209,ads,tablet
10181,11000010180,20240816,-1,direct,mobile
10182,11000010181,20240815,-1,referral,mobile
10183,11000010182,20241121,-1,ads,desktop
10184,11000010183,20240118,-1,direct,desktop
10185,11000010184,20250717,911,ads,mobile
10186,11000010185,20250429,1408,email,desktop
10187,11000010186,20240306,1130,direct,mobile
10188,11000010187,20240304,1004,email,mobile
10189,11000010188,20240112,264,ads,mobile
10190,11000010189,20241001,986,direct,mobile
10191,11000010190,20250912,280,ads,desktop
10192,11000010191,20240907,119,email,mobile
10193,11000010192,20240904,1190,referral,mobile
10194,11000010193,20250311,-1,ads,mobile
10195,11000010194,20240131,-1,ads,mobile
10196,11000010195,20240505,1335,ads,mobile
10197,11000010196,20250408,277,ads,mobile
10198,11000010197,20241105,-1,email,desktop
10199,11000010198,20240403,383,referral,desktop
10200,11000010199,20250723,483,social,mobile
10201,11000010200,20240714,1105,social,mobile
10202,11000010201,20250819,-1,email,desktop
10203,11000010202,20250318,1428,referral,mobile
10204,11000010203,20250927,352,ads,mobile
10205,11000010204,20241021,658,referral,mobile
10206,11000010205,20240304,-1,email,desktop
10207,11000010206,20250315,449,ads,mobile
10208,11000010207,20240513,286,social,mobile
10209,11000010208,20240906,614,direct,mobile
10210,11000010209,20250612,1298,referral,desktop
10211,11000010210,20241126,-1,direct,desktop
10212,11000010211,20240516,456,ads,mobile
10213,11000010212,20240527,747,email,mobile
10214,11000010213,20250909,-1,direct,desktop
10215,11000010214,20250417,1276,direct,mobile
10216,11000010215,20250223,-1,direct,mobile
10217,11000010216,20240222,194,ads,mobile
10218,11000010217,20240115,-1,direct,mobile
10219,11000010218,20240309,382,referral,mobile
10220,11000010219,20250318,-1,email,mobile
10221,11000010220,20250605,-1,direct,desktop
10222,11000010221,20240820,-1,referral,mobile
10223,11000010222,20241212,246,direct,mobile
10224,11000010223,20240308,747,referral,desktop
10225,11000010224,20241212,-1,email,mobile
10226,11000010225,20240806,626,referral,desktop
10227,11000010226,20250306,71,ads,mobile
10228,11000010227,20250522,-1,referral,mobile
10229,11000010228,20240326,-1,ads,mobile
10230,11000010229,20241204,499,ads,desktop
10231,11000010230,20250427,20,social,mobile
10232,11000010231,20240720,752,email,desktop
10233,11000010232,20250801,1280,ads,mobile
10234,11000010233,20241221,609,direct,desktop
10235,11000010234,20240406,569,social,mobile
10236,11000010235,20240801,696,referral,mobile
10237,11000010236,20240926,795,direct,mobile
10238,11000010237,20240902,1411,ads,mobile
10239,11000010238,20240815,246,ads,mobile
10240,11000010239,20240713,672,ads,mobile
10241,11000010240,20241219,-1,ads,desktop
10242,11000010241,20250706,-1,direct,mobile
10243,11000010242,20250913,399,social,mobile
10244,11000010243,20240607,-1,ads,mobile
10245,11000010244,20250329,518,email,mobile
10246,11000010245,20240909,739,ads,mobile
10247,11000010246,20241204,-1,ads,mobile
10248,11000010247,20250618,1155,ads,desktop
10249,11000010248,20250513,852,direct,mobile
10250,11000010249,20240505,790,direct,mobile
10251,11000010250,20241025,1316,social,desktop
10252,11000010251,20250411,-1,ads,mobile
10253,11000010252,20250323,368,email,mobile
10254,11000010253,20250326,770,direct,mobile
10255,11000010254,20240803,-1,ads,mobile
10256,11000010255,20250219,697,direct,mobile
10257,11000010256,20250405,-1,ads,desktop
10258,11000010257,20241114,1280,social,mobile
10259,11000010258,20240306,583,email,mobile
10260,11000010259,20240322,45,direct,mobile
10261,11000010260,20241214,-1,email,desktop
10262,11000010261,20250127,-1,social,mobile
10263,11000010262,20240511,-1,direct,mobile
10264,11000010263,20250915,1290,direct,mobile
10265,11000010264,20241008,-1,ads,mobile
10266,11000010265,20240411,1345,email,mobile
10267,11000010266,20250210,1020,referral,desktop
10268,11000010267,20250308,475,direct,mobile
10269,11000010268,20250801,1335,ads,mobile
10270,11000010269,20240326,263,ads,mobile
10271,11000010270,20250326,249,ads,mobile
10272,11000010271,20241126,930,direct,mobile
10273,11000010272,20250429,465,direct,mobile
10274,11000010273,20240310,-1,referral,mobile
10275,11000010274,20250228,34,direct,mobile
10276,11000010275,20241120,1102,direct,desktop
10277,11000010276,20240525,551,direct,mobile
10278,11000010277,20240205,393,ads,desktop
10279,11000010278,20241021,598,social,desktop
10280,11000010279,20250521,133,direct,desktop
10281,11000010280,20250710,338,social,mobile
10282,11000010281,20250126,449,ads,desktop
10283,11000010282,20241101,1290,direct,desktop
10284,11000010283,20240509,925,social,desktop
10285,11000010284,20250103,1121,social,mobile
10286,11000010285,20241209,-1,referral,mobile
10287,11000010286,20240813,79,referral,desktop
10288,11000010287,20240609,676,direct,mobile
10289,11000010288,20250727,3,direct,mobile
10290,11000010289,20250914,-1,social,mobile
10291,11000010290,20240928,1411,ads,desktop
10292,11000010291,20250924,-1,ads,mobile
10293,11000010292,20250822,473,ads,mobile
10294,11000010293,20250306,-1,direct,mobile
10295,11000010294,20240922,1475,direct,mobile
10296,11000010295,20250520,69,ads,mobile
10297,11000010296,20241216,310,direct,mobile
10298,11000010297,20240712,1075,direct,desktop
10299,11000010298,20250801,663,ads,mobile
10300,11000010299,20241225,247,ads,mobile
10301,11000010300,20240718,-1,ads,desktop
10302,11000010301,20250906,1055,referral,mobile
10303,11000010302,20250701,-1,direct,mobile
10304,11000010303,20250313,417,direct,mobile
10305,11000010304,20240811,794,direct,desktop
10306,11000010305,20241126,90,direct,mobile
10307,11000010306,20250105,-1,ads,mobile
10308,11000010307,20250516,1104,referral,mobile
10309,11000010308,20240501,1072,social,desktop
10310,11000010309,20240204,906,direct,mobile
10311,11000010310,20240301,-1,referral,desktop
10312,11000010311,20240329,-1,ads,desktop
10313,11000010312,20240105,-1,direct,desktop
10314,11000010313,20250818,1399,social,mobile
10315,11000010314,20250927,-1,ads,mobile
10316,11000010315,20250918,274,email,mobile
10317,11000010316,20240814,4,referral,mobile
10318,11000010317,20240118,-1,direct,mobile
10319,11000010318,20240523,298,ads,mobile
10320,11000010319,20240316,1271,direct,mobile
10321,11000010320,20250628,156,ads,mobile
10322,11000010321,20240924,1161,direct,mobile
10323,11000010322,20240125,455,ads,mobile
10324,11000010323,20250515,358,ads,desktop
10325,11000010324,20240405,-1,direct,mobile
10326,11000010325,20250830,482,social,mobile
10327,11000010326,20250811,1353,ads,desktop
10328,11000010327,20240311,-1,referral,mobile
10329,11000010328,20250214,304,ads,desktop
10330,11000010329,20240726,135,ads,desktop
10331,11000010330,20250216,-1,ads,desktop
10332,11000010331,20240527,-1,direct,desktop
10333,11000010332,20241031,-1,email,tablet
10334,11000010333,20240513,391,ads,mobile
10335,11000010334,20240109,1001,referral,mobile
10336,11000010335,20250804,1326,ads,desktop
10337,11000010336,20240706,1028,ads,mobile
10338,11000010337,20240112,1268,direct,desktop
10339,11000010338,20240925,-1,ads,mobile
10340,11000010339,20240827,1344,referral,desktop
10341,11000010340,20250706,285,email,desktop
10342,11000010341,20250921,-1,direct,mobile
10343,11000010342,20240107,1410,direct,mobile
10344,11000010343,20240305,103,direct,mobile
10345,11000010344,20250219,1096,ads,mobile
10346,11000010345,20240510,1026,social,desktop
10347,11000010346,20240219,-1,social,desktop
10348,11000010347,20241007,-1,social,mobile
10349,11000010348,20250629,-1,referral,mobile
10350,11000010349,20250219,-1,direct,desktop
10351,11000010350,20240818,455,direct,desktop
10352,11000010351,20240603,938,email,mobile
10353,11000010352,20250408,605,referral,desktop
10354,11000010353,20240419,602,referral,mobile
10355,11000010354,20240701,599,ads,mobile
10356,11000010355,20250907,1144,ads,mobile
10357,11000010356,20240915,-1,ads,mobile
10358,11000010357,20240221,-1,direct,desktop
10359,11000010358,20240402,1432,email,mobile
10360,11000010359,20241029,-1,ads,tablet
10361,11000010360,20240603,1422,direct,mobile
10362,11000010361,20241221,-1,direct,mobile
10363,11000010362,20241011,-1,social,desktop
10364,11000010363,20250205,-1,direct,desktop
10365,11000010364,20240507,326,direct,mobile
10366,11000010365,20240310,211,social,mobile
10367,11000010366,20240707,-1,direct,mobile
10368,11000010367,20250805,658,direct,mobile
10369,11000010368,20240801,1433,direct,mobile
10370,11000010369,20240702,580,ads,mobile
10371,11000010370,20250430,789,ads,mobile
10372,11000010371,20250524,1367,ads,mobile
10373,11000010372,20240927,-1,direct,mobile
10374,11000010373,20250314,-1,social,desktop
10375,11000010374,20240309,-1,ads,desktop
10376,11000010375,20240429,-1,direct,mobile
10377,11000010376,20240718,1206,referral,mobile
10378,11000010377,20250103,100,direct,mobile
10379,11000010378,20240207,298,ads,mobile
10380,11000010379,20250520,414,referral,desktop
10381,11000010380,20240218,173,direct,mobile
10382,11000010381,20240808,-1,direct,mobile
10383,11000010382,20250908,-1,ads,mobile
10384,11000010383,20240917,921,ads,mobile
10385,11000010384,20240215,-1,email,desktop
10386,11000010385,20250827,-1,direct,mobile
10387,11000010386,20250809,-1,ads,desktop
10388,11000010387,20250816,-1,direct,mobile
10389,11000010388,20250629,431,referral,mobile
10390,11000010389,20250204,-1,direct,mobile
10391,11000010390,20240814,-1,social,mobile
10392,11000010391,20240204,-1,ads,mobile
10393,11000010392,20241130,207,ads,tablet
10394,11000010393,20240621,987,direct,mobile
10395,11000010394,20250125,959,direct,desktop
10396,11000010395,20250221,10,ads,mobile
10397,11000010396,20250309,-1,ads,desktop
10398,11000010397,20240628,-1,direct,desktop
10399,11000010398,20240606,865,ads,mobile
10400,11000010399,20241205,1027,direct,desktop
10401,11000010400,20240730,-1,ads,mobile
10402,11000010401,20250629,1223,direct,mobile
10403,11000010402,20240418,-1,direct,mobile
10404,11000010403,20240930,-1,ads,mobile
10405,11000010404,20240605,1439,direct,desktop
10406,11000010405,20241114,-1,referral,tablet
10407,11000010406,20250904,1066,direct,mobile
10408,11000010407,20250805,1164,referral,mobile
10409,11000010408,20241224,-1,ads,desktop
10410,11000010409,20241011,1274,direct,mobile
10411,11000010410,20240510,-1,direct,mobile
10412,11000010411,20250528,180,direct,mobile
10413,11000010412,20240827,185,direct,mobile
10414,11000010413,20240502,320,referral,desktop
10415,11000010414,20241222,639,referral,mobile
10416,11000010415,20250607,-1,ads,desktop
10417,11000010416,20250825,1232,direct,desktop
10418,11000010417,20250629,980,ads,desktop
10419,11000010418,20241106,-1,referral,desktop
10420,11000010419,20240126,1027,ads,mobile
10421,11000010420,20250809,868,ads,mobile
10422,11000010421,20250821,633,direct,desktop
10423,11000010422,20240110,-1,direct,mobile
10424,11000010423,20240524,-1,social,mobile
10425,11000010424,20241210,-1,direct,mobile
10426,11000010425,20250402,216,direct,mobile
10427,11000010426,20240918,-1,direct,mobile
10428,11000010427,20250203,-1,referral,desktop
10429,11000010428,20250627,808,referral,mobile
10430,11000010429,20241122,888,ads,mobile
10431,11000010430,20250612,-1,direct,desktop
10432,11000010431,20250803,309,ads,mobile
10433,11000010432,20240215,-1,referral,mobile
10434,11000010433,20241029,-1,direct,desktop
10435,11000010434,20250802,264,ads,desktop
10436,11000010435,20240719,-1,ads,mobile
10437,11000010436,20250930,-1,direct,mobile
10438,11000010437,20250303,1005,direct,mobile
10439,11000010438,20250617,1191,social,mobile
10440,11000010439,20250908,1170,direct,mobile
10441,11000010440,20250501,378,direct,mobile
10442,11000010441,20250218,1301,direct,mobile
10443,11000010442,20250228,985,direct,desktop
10444,11000010443,20240906,-1,referral,mobile
10445,11000010444,20240404,1457,referral,desktop
10446,11000010445,20240904,876,referral,mobile
10447,11000010446,20250628,763,direct,mobile
10448,11000010447,20240115,1138,direct,mobile
10449,11000010448,20250718,90,direct,desktop
10450,11000010449,20250926,-1,ads,mobile
10451,11000010450,20250324,478,social,mobile
10452,11000010451,20240810,1411,direct,desktop
10453,11000010452,20240115,1423,referral,mobile
10454,11000010453,20241222,641,email,desktop
10455,11000010454,20250506,1075,direct,mobile
10456,11000010455,20240724,523,referral,mobile
10457,11000010456,20240811,-1,social,desktop
10458,11000010457,20240503,135,direct,mobile
10459,11000010458,20240506,154,ads,mobile
10460,11000010459,20250329,1324,ads,mobile
10461,11000010460,20240811,1460,direct,desktop
10462,11000010461,20240618,862,ads,mobile
10463,11000010462,20240615,-1,direct,mobile
10464,11000010463,20250719,1273,ads,desktop
10465,11000010464,20250606,-1,direct,desktop
10466,11000010465,20240906,597,social,desktop
10467,11000010466,20250523,1349,ads,mobile
10468,11000010467,20250612,-1,ads,mobile
10469,11000010468,20240626,815,direct,mobile
10470,11000010469,20240330,1344,social,mobile
10471,11000010470,20250514,1099,direct,mobile
10472,11000010471,20240429,1367,ads,mobile
10473,11000010472,20240306,944,ads,mobile
10474,11000010473,20250125,441,direct,mobile
10475,11000010474,20250122,320,direct,mobile
10476,11000010475,20240425,-1,ads,desktop
10477,11000010476,20240709,-1,ads,mobile
10478,11000010477,20240719,-1,email,desktop
10479,11000010478,20250209,386,direct,desktop
10480,11000010479,20240827,-1,direct,mobile
10481,11000010480,20241006,596,direct,desktop
10482,11000010481,20250713,966,direct,mobile
10483,11000010482,20250528,85,social,mobile
10484,11000010483,20240410,508,email,mobile
10485,11000010484,20241020,42,direct,desktop
10486,11000010485,20250123,962,ads,mobile
10487,11000010486,20241118,-1,direct,mobile
10488,11000010487,20240302,1202,ads,mobile
10489,11000010488,20241024,-1,referral,mobile
10490,11000010489,20250925,-1,ads,mobile
10491,11000010490,20250918,261,direct,desktop
10492,11000010491,20240619,1420,direct,mobile
10493,11000010492,20250214,1410,direct,desktop
10494,11000010493,20240618,-1,direct,mobile
10495,11000010494,20250203,255,direct,desktop
10496,11000010495,20250916,-1,ads,tablet
10497,11000010496,20250222,699,email,mobile
10498,11000010497,20240625,568,email,mobile
10499,11000010498,20250921,20,referral,mobile
10500,11000010499,20240724,-1,direct,mobile
10501,11000010500,20250325,1234,social,mobile
10502,11000010501,20240605,852,direct,tablet
10503,11000010502,20240703,992,ads,mobile
10504,11000010503,20240129,344,direct,mobile
10505,11000010504,20250412,16,direct,mobile
10506,11000010505,20240412,-1,direct,mobile
10507,11000010506,20240721,-1,ads,mobile
10508,11000010507,20240724,1476,email,mobile
10509,11000010508,20241228,422,direct,mobile
10510,11000010509,20240301,-1,social,mobile
10511,11000010510,20240916,1030,direct,mobile
10512,11000010511,20250226,-1,social,desktop
10513,11000010512,20250215,-1,ads,desktop
10514,11000010513,20240906,-1,direct,mobile
10515,11000010514,20250116,204,direct,mobile
10516,11000010515,20241209,-1,ads,mobile
10517,11000010516,20241118,-1,direct,mobile
10518,11000010517,20250601,-1,referral,desktop
10519,11000010518,20241126,-1,direct,desktop
10520,11000010519,20240411,1489,direct,desktop
10521,11000010520,20240830,-1,direct,mobile
10522,11000010521,20250131,-1,ads,desktop
10523,11000010522,20240118,-1,direct,mobile
10524,11000010523,20240719,924,referral,mobile
10525,11000010524,20240228,1290,ads,mobile
10526,11000010525,20241016,-1,ads,tablet
10527,11000010526,20240114,1186,direct,mobile
10528,11000010527,20250409,-1,direct,mobile
10529,11000010528,20240605,405,email,mobile
10530,11000010529,20250428,304,email,desktop
10531,11000010530,20240415,-1,referral,mobile
10532,11000010531,20240211,702,direct,mobile
10533,11000010532,20240714,155,direct,tablet
10534,11000010533,20250218,-1,referral,tablet
10535,11000010534,20240413,907,direct,mobile
10536,11000010535,20250818,-1,email,tablet
10537,11000010536,20241119,-1,referral,mobile
10538,11000010537,20241114,804,email,mobile
10539,11000010538,20240103,890,direct,mobile
10540,11000010539,20240805,522,ads,mobile
10541,11000010540,20240104,-1,direct,mobile
10542,11000010541,20250520,1313,direct,desktop
10543,11000010542,20240507,-1,email,mobile
10544,11000010543,20240708,314,direct,mobile
10545,11000010544,20241229,-1,social,desktop
10546,11000010545,20250817,592,email,mobile
10547,11000010546,20240116,508,referral,mobile
10548,11000010547,20241028,1053,ads,mobile
10549,11000010548,20250111,1084,referral,desktop
10550,11000010549,20240927,715,ads,mobile
10551,11000010550,20250402,445,ads,mobile
10552,11000010551,20250905,103,social,mobile
10553,11000010552,20250404,358,ads,mobile
10554,11000010553,20240325,1276,direct,desktop
10555,11000010554,20240104,584,direct,desktop
10556,11000010555,20250417,1021,ads,mobile
10557,11000010556,20240823,778,direct,mobile
10558,11000010557,20250716,-1,social,desktop
10559,11000010558,20250901,-1,ads,mobile
10560,11000010559,20240816,1208,social,mobile
10561,11000010560,20250926,1288,email,desktop
10562,11000010561,20240625,1086,direct,mobile
10563,11000010562,20250722,809,ads,mobile
10564,11000010563,20240711,393,direct,desktop
10565,11000010564,20250627,71,ads,mobile
10566,11000010565,20240711,1127,direct,mobile
10567,11000010566,20250821,1499,referral,desktop
10568,11000010567,20250814,761,referral,mobile
10569,11000010568,20240923,806,ads,tablet
10570,11000010569,20240523,1024,referral,mobile
10571,11000010570,20241217,-1,referral,desktop
10572,11000010571,20240612,1018,ads,mobile
10573,11000010572,20240801,-1,ads,mobile
10574,11000010573,20240225,-1,email,mobile
10575,11000010574,20240907,-1,direct,mobile
10576,11000010575,20240311,-1,ads,tablet
10577,11000010576,20250208,1207,ads,desktop
10578,11000010577,20240223,-1,ads,mobile
10579,11000010578,20250715,-1,direct,mobile
10580,11000010579,20250713,729,direct,mobile
10581,11000010580,20250119,906,direct,desktop
10582,11000010581,20240828,1169,direct,desktop
10583,11000010582,20250824,-1,ads,mobile
10584,11000010583,20250418,1297,email,mobile
10585,11000010584,20241019,-1,referral,desktop
10586,11000010585,20250504,782,direct,mobile
10587,11000010586,20250502,503,direct,mobile
10588,11000010587,20241115,712,direct,mobile
10589,11000010588,20240216,299,email,mobile
10590,11000010589,20241228,-1,ads,mobile
10591,11000010590,20250317,1173,referral,mobile
10592,11000010591,20240112,-1,direct,mobile
10593,11000010592,20250911,-1,email,desktop
10594,11000010593,20241214,1156,referral,mobile
10595,11000010594,20240830,50,email,mobile
10596,11000010595,20241204,-1,direct,mobile
10597,11000010596,20241113,-1,direct,desktop
10598,11000010597,20240903,378,social,desktop
10599,11000010598,20241231,892,direct,desktop
10600,11000010599,20241011,599,email,mobile
10601,11000010600,20240129,489,direct,mobile
10602,11000010601,20250805,-1,ads,mobile
10603,11000010602,20241002,476,referral,desktop
10604,11000010603,20250622,-1,email,desktop
10605,11000010604,20240407,406,referral,mobile
10606,11000010605,20250725,1053,referral,mobile
10607,11000010606,20250322,1279,direct,desktop
10608,11000010607,20240105,-1,direct,mobile
10609,11000010608,20250521,-1,ads,mobile
10610,11000010609,20250323,640,referral,mobile
10611,11000010610,20250424,1375,email,mobile
10612,11000010611,20240105,349,ads,mobile
10613,11000010612,20241217,-1,direct,mobile
10614,11000010613,20250117,1184,direct,mobile
10615,11000010614,20240925,989,referral,desktop
10616,11000010615,20240508,-1,ads,mobile
10617,11000010616,20250712,1118,ads,mobile
10618,11000010617,20240216,152,ads,desktop
10619,11000010618,20250616,-1,email,mobile
10620,11000010619,20240503,1480,social,mobile
10621,11000010620,20240718,688,referral,desktop
10622,11000010621,20241205,1335,direct,mobile
10623,11000010622,20240629,83,ads,mobile
10624,11000010623,20240813,92,referral,desktop
10625,11000010624,20241015,1083,direct,mobile
10626,11000010625,20241204,-1,social,mobile
10627,11000010626,20250101,-1,ads,mobile
10628,11000010627,20240305,-1,referral,mobile
10629,11000010628,20250427,1072,email,mobile
10630,11000010629,20240112,352,direct,mobile
10631,11000010630,20240708,1246,direct,mobile
10632,11000010631,20240816,128,social,mobile
10633,11000010632,20241018,-1,social,desktop
10634,11000010633,20250107,372,ads,tablet
10635,11000010634,20250212,140,direct,desktop
10636,11000010635,20250602,-1,ads,desktop
10637,11000010636,20240118,-1,ads,tablet
10638,11000010637,20250918,661,direct,desktop
10639,11000010638,20250927,907,referral,desktop
10640,11000010639,20250716,-1,referral,mobile
10641,11000010640,20241109,612,social,mobile
10642,11000010641,20250315,1323,referral,mobile
10643,11000010642,20240818,492,direct,mobile
10644,11000010643,20250526,317,social,mobile
10645,11000010644,20240531,1099,ads,mobile
10646,11000010645,20240102,-1,ads,mobile
10647,11000010646,20240511,689,direct,mobile
10648,11000010647,20240623,1450,direct,desktop
10649,11000010648,20240518,892,email,mobile
10650,11000010649,20241108,-1,ads,mobile
10651,11000010650,20250917,1425,email,tablet
10652,11000010651,20240131,597,referral,mobile
10653,11000010652,20240213,485,direct,mobile
10654,11000010653,20240130,1,ads,mobile
10655,11000010654,20240413,1232,social,tablet
10656,11000010655,20240208,1123,direct,mobile
10657,11000010656,20250123,-1,ads,mobile
10658,11000010657,20240125,-1,direct,mobile
10659,11000010658,20240225,719,email,desktop
10660,11000010659,20240212,-1,ads,desktop
10661,11000010660,20240312,509,ads,tablet
10662,11000010661,20240109,265,social,mobile
10663,11000010662,20250627,-1,direct,desktop
10664,11000010663,20250130,-1,social,mobile
10665,11000010664,20240424,-1,email,mobile
10666,11000010665,20241213,-1,direct,desktop
10667,11000010666,20250321,-1,direct,mobile
10668,11000010667,20240718,-1,email,mobile
10669,11000010668,20240514,-1,direct,tablet
10670,11000010669,20241012,-1,direct,mobile
10671,11000010670,20250627,1001,direct,desktop
10672,11000010671,20240803,636,ads,desktop
10673,11000010672,20250303,1431,ads,mobile
10674,11000010673,20250708,-1,ads,mobile
10675,11000010674,20250830,-1,direct,desktop
10676,11000010675,20250227,308,direct,desktop
10677,11000010676,20250525,348,direct,desktop
10678,11000010677,20250622,-1,referral,mobile
10679,11000010678,20241008,-1,email,desktop
10680,11000010679,20250820,1054,direct,mobile
10681,11000010680,20240930,-1,ads,mobile
10682,11000010681,20250623,641,ads,mobile
10683,11000010682,20250714,-1,ads,mobile
10684,11000010683,20240927,-1,email,desktop
10685,11000010684,20250120,1128,ads,mobile
10686,11000010685,20250615,508,direct,desktop
10687,11000010686,20250506,131,direct,mobile
10688,11000010687,20241021,797,direct,mobile
10689,11000010688,20240812,290,ads,desktop
10690,11000010689,20241013,836,social,mobile
10691,11000010690,20250224,1437,social,mobile
10692,11000010691,20241218,1209,direct,mobile
10693,11000010692,20240910,-1,direct,desktop
10694,11000010693,20250516,419,referral,desktop
10695,11000010694,20250805,366,direct,mobile
10696,11000010695,20250725,1437,email,mobile
10697,11000010696,20250628,1032,referral,desktop
10698,11000010697,20250819,-1,email,mobile
10699,11000010698,20240517,148,referral,mobile
10700,11000010699,20240904,-1,social,tablet
10701,11000010700,20240710,346,ads,mobile
10702,11000010701,20240723,-1,referral,mobile
10703,11000010702,20250110,1089,ads,mobile
10704,11000010703,20241024,823,ads,mobile
10705,11000010704,20250727,1117,direct,desktop
10706,11000010705,20241029,637,ads,desktop
10707,11000010706,20250326,-1,direct,mobile
10708,11000010707,20240809,-1,direct,mobile
10709,11000010708,20241115,-1,direct,mobile
10710,11000010709,20250518,-1,email,mobile
10711,11000010710,20241023,-1,ads,desktop
10712,11000010711,20241221,-1,email,mobile
10713,11000010712,20250801,16,social,desktop
10714,11000010713,20250909,670,direct,desktop
10715,11000010714,20241003,601,ads,desktop
10716,11000010715,20240827,674,social,mobile
10717,11000010716,20240819,1027,social,desktop
10718,11000010717,20250910,-1,ads,mobile
10719,11000010718,20250327,-1,email,desktop
10720,11000010719,20240611,1198,referral,mobile
10721,11000010720,20250423,-1,referral,desktop
10722,11000010721,20241225,304,email,mobile
