pago_sk,payment_id,order_id,fecha_key,method,status,amount
3415,7000003414,1000003414,0,CASH,FAILED,51455.25
3416,7000003415,1000003415,20240925,CARD,PAID,32844.0
3417,7000003416,1000003416,0,CASH,FAILED,39204.0
3418,7000003417,1000003417,0,GATEWAY,FAILED,36300.0
3419,7000003418,1000003418,20240314,CARD,PAID,14268.0
3420,7000003419,1000003419,20241225,CARD,PAID,43414.8
3421,7000003420,1000003420,20240108,TRANSFER,PAID,41382.0
3422,7000003421,1000003421,20250822,CASH,PAID,58697.1
3423,7000003422,1000003422,20240227,CARD,PAID,75939.6
3424,7000003423,1000003423,20250423,CARD,REFUNDED,35574.0
3425,7000003424,1000003424,20250415,TRANSFER,PAID,14229.6
3426,7000003425,1000003425,0,CARD,FAILED,29659.2
3427,7000003426,1000003426,20240403,TRANSFER,PAID,17787.0
3428,7000003427,1000003427,20250214,CARD,PAID,14268.0
3429,7000003428,1000003428,20240830,CASH,PAID,31254.3
3430,7000003429,1000003429,0,CASH,FAILED,119136.6
3431,7000003430,1000003430,20240421,CARD,PAID,56029.05
3432,7000003431,1000003431,20241107,GATEWAY,PAID,35685.0
3433,7000003432,1000003432,20250214,CARD,PAID,66149.25
3434,7000003433,1000003433,0,CARD,FAILED,83490.0
3435,7000003434,1000003434,20240524,GATEWAY,PAID,32205.12
3436,7000003435,1000003435,20240117,CARD,PAID,79678.5
3437,7000003436,1000003436,20240520,CARD,PAID,14694.0
3438,7000003437,1000003437,20250927,GATEWAY,PAID,55650.0
3439,7000003438,1000003438,20250419,CASH,PAID,29882.16
3440,7000003439,1000003439,20240829,CARD,PAID,82221.6
3441,7000003440,1000003440,20250711,CARD,PAID,80474.28
3442,7000003441,1000003441,20241007,CARD,PAID,59895.0
3443,7000003442,1000003442,20250719,CARD,PAID,14694.0
3444,7000003443,1000003443,20250516,CARD,PAID,47238.0
3445,7000003444,1000003444,20250508,CARD,PAID,14520.0
3446,7000003445,1000003445,20240321,CARD,PAID,72711.0
3447,7000003446,1000003446,0,CARD,FAILED,29359.2
3448,7000003447,1000003447,20240116,CASH,PAID,28459.2
3449,7000003448,1000003448,20250314,TRANSFER,PAID,33377.85
3450,7000003449,1000003449,20250317,TRANSFER,PAID,14520.0
3451,7000003450,1000003450,0,CARD,FAILED,60468.3
3452,7000003451,1000003451,20240226,GATEWAY,PAID,37200.0
3453,7000003452,1000003452,20250810,GATEWAY,PAID,14229.6
3454,7000003453,1000003453,20240813,CARD,PAID,27588.0
3455,7000003454,1000003454,20250318,GATEWAY,PAID,77947.8
3456,7000003455,1000003455,20250609,CARD,PAID,39433.5
3457,7000003456,1000003456,20250810,GATEWAY,PAID,13706.64
3458,7000003457,1000003457,20250510,CARD,PAID,88477.62
3459,7000003458,1000003458,20250926,CASH,PAID,107774.7
3460,7000003459,1000003459,0,CARD,FAILED,36300.0
3461,7000003460,1000003460,20240714,GATEWAY,PAID,31082.16
3462,7000003461,1000003461,20240601,CARD,PAID,23522.4
3463,7000003462,1000003462,20241202,CASH,PAID,31744.35
3464,7000003463,1000003463,20241124,CARD,PAID,78456.0
3465,7000003464,1000003464,20250829,GATEWAY,PAID,27036.0
3466,7000003465,1000003465,20250904,GATEWAY,PAID,33870.0
3467,7000003466,1000003466,20240713,CASH,PAID,42108.0
3468,7000003467,1000003467,20250115,CARD,PAID,53535.0
3469,7000003468,1000003468,20240711,CASH,PAID,58697.1
3470,7000003469,1000003469,0,CARD,FAILED,14941.08
3471,7000003470,1000003470,20240920,GATEWAY,PAID,25613.28
3472,7000003471,1000003471,20240801,CARD,PAID,27336.0
3473,7000003472,1000003472,20240427,GATEWAY,PAID,58372.5
3474,7000003473,1000003473,20240429,TRANSFER,PAID,53905.5
3475,7000003474,1000003474,20240926,CARD,PAID,33795.3
3476,7000003475,1000003475,20241022,GATEWAY,PAID,19168.5
3477,7000003476,1000003476,20241022,GATEWAY,PAID,35803.5
3478,7000003477,1000003477,20240902,TRANSFER,PAID,31944.0
3479,7000003478,1000003478,20240408,CARD,PAID,32236.5
3480,7000003479,1000003479,20240124,GATEWAY,PAID,40404.0
3481,7000003480,1000003480,20240310,CARD,PAID,14701.5
3482,7000003481,1000003481,20240515,CASH,PAID,71765.1
3483,7000003482,1000003482,0,CASH,FAILED,66429.0
3484,7000003483,1000003483,0,TRANSFER,FAILED,26136.0
3485,7000003484,1000003484,20241015,CARD,PAID,39615.0
3486,7000003485,1000003485,20250603,TRANSFER,PAID,26136.0
3487,7000003486,1000003486,20240618,GATEWAY,PAID,52627.5
3488,7000003487,1000003487,20250816,CARD,PAID,37709.25
3489,7000003488,1000003488,20241002,CASH,PAID,73329.63
3490,7000003489,1000003489,20240306,CARD,PAID,15841.08
3491,7000003490,1000003490,0,CARD,PENDING,44169.6
3492,7000003491,1000003491,20241130,CARD,PAID,15420.0
3493,7000003492,1000003492,20240107,CARD,PAID,11761.2
3494,7000003493,1000003493,20250928,GATEWAY,PAID,49905.0
3495,7000003494,1000003494,0,CARD,FAILED,44460.0
3496,7000003495,1000003495,20240511,GATEWAY,PAID,27544.2
3497,7000003496,1000003496,20240404,GATEWAY,PAID,57354.0
3498,7000003497,1000003497,20240621,CARD,PAID,32670.0
3499,7000003498,1000003498,20250105,GATEWAY,PAID,32962.5
3500,7000003499,1000003499,20241127,CARD,PAID,44469.6
3501,7000003500,1000003500,20240315,GATEWAY,PAID,52927.5
3502,7000003501,1000003501,20241226,GATEWAY,PAID,36292.5
3503,7000003502,1000003502,20250211,CASH,PAID,82764.0
3504,7000003503,1000003503,20250703,CARD,PAID,33533.7
3505,7000003504,1000003504,0,GATEWAY,PENDING,27336.0
3506,7000003505,1000003505,20240618,CARD,REFUNDED,45738.0
3507,7000003506,1000003506,20240219,CARD,PAID,32016.6
3508,7000003507,1000003507,20240510,CASH,PAID,26136.0
3509,7000003508,1000003508,20250526,GATEWAY,PAID,19050.0
3510,7000003509,1000003509,20241014,CASH,PAID,17151.75
3511,7000003510,1000003510,20250920,CASH,PAID,46554.75
3512,7000003511,1000003511,20250811,CARD,PAID,16335.0
3513,7000003512,1000003512,20240518,CARD,PAID,42465.84
3514,7000003513,1000003513,20241017,CARD,REFUNDED,14268.0
3515,7000003514,1000003514,0,CASH,FAILED,14520.0
3516,7000003515,1000003515,20240302,CASH,PAID,97873.88
3517,7000003516,1000003516,20240901,CARD,PAID,27588.0
3518,7000003517,1000003517,20250622,CASH,PAID,17242.5
3519,7000003518,1000003518,20250605,CARD,PAID,16335.0
3520,7000003519,1000003519,20250709,TRANSFER,PAID,42688.8
3521,7000003520,1000003520,20240509,CARD,PAID,55103.4
3522,7000003521,1000003521,0,CARD,FAILED,39133.5
3523,7000003522,1000003522,0,GATEWAY,FAILED,43588.8
3524,7000003523,1000003523,0,TRANSFER,FAILED,37243.8
3525,7000003524,1000003524,20250728,CARD,PAID,60686.62
3526,7000003525,1000003525,20240227,CARD,PAID,18150.0
3527,7000003526,1000003526,0,CARD,FAILED,29659.2
3528,7000003527,1000003527,20250821,CARD,PAID,24829.2
3529,7000003528,1000003528,20240819,GATEWAY,PAID,65259.9
3530,7000003529,1000003529,20240801,GATEWAY,REFUNDED,44760.0
3531,7000003530,1000003530,20240307,CASH,PAID,19565.7
3532,7000003531,1000003531,20250905,CARD,PAID,15420.0
3533,7000003532,1000003532,20250814,CARD,PAID,121677.6
3534,7000003533,1000003533,0,CASH,FAILED,24829.2
3535,7000003534,1000003534,20250223,CARD,PAID,59895.0
3536,7000003535,1000003535,20240229,CARD,PAID,38550.6
3537,7000003536,1000003536,0,CASH,FAILED,17242.5
3538,7000003537,1000003537,20240219,CARD,PAID,70732.12
3539,7000003538,1000003538,20250507,CARD,PAID,18987.0
3540,7000003539,1000003539,20241208,CASH,PAID,51455.25
3541,7000003540,1000003540,20250716,CASH,PAID,36300.0
3542,7000003541,1000003541,20240527,CARD,PAID,80949.0
3543,7000003542,1000003542,0,GATEWAY,FAILED,46420.2
3544,7000003543,1000003543,20241013,CARD,PAID,25613.28
3545,7000003544,1000003544,20250527,CARD,PAID,53905.5
3546,7000003545,1000003545,20250118,CARD,PAID,44394.9
3547,7000003546,1000003546,20240218,GATEWAY,PAID,38143.8
3548,7000003547,1000003547,20250526,CARD,PAID,50205.0
3549,7000003548,1000003548,0,CARD,FAILED,27588.0
3550,7000003549,1000003549,20241103,CARD,PAID,27336.0
3551,7000003550,1000003550,20250110,GATEWAY,PAID,18687.0
3552,7000003551,1000003551,20241017,GATEWAY,PAID,16446.0
3553,7000003552,1000003552,0,CARD,FAILED,40404.0
3554,7000003553,1000003553,20240410,GATEWAY,PAID,47454.75
3555,7000003554,1000003554,20240926,CARD,PAID,17018.25
3556,7000003555,1000003555,20250503,CARD,PAID,17787.0
3557,7000003556,1000003556,20240418,TRANSFER,PAID,14374.8
3558,7000003557,1000003557,20250630,CARD,PAID,68200.2
3559,7000003558,1000003558,20240520,CARD,PAID,36183.6
3560,7000003559,1000003559,20250622,CASH,PAID,49005.0
3561,7000003560,1000003560,20241211,CASH,PAID,41382.0
3562,7000003561,1000003561,20241127,TRANSFER,PAID,23522.4
3563,7000003562,1000003562,20250805,CARD,PAID,76171.92
3564,7000003563,1000003563,20241124,TRANSFER,PAID,34303.5
3565,7000003564,1000003564,20250516,CARD,PAID,35385.0
3566,7000003565,1000003565,20240613,CARD,PAID,67656.75
3567,7000003566,1000003566,20240105,CARD,PAID,49005.0
3568,7000003567,1000003567,20240131,CASH,PAID,65456.16
3569,7000003568,1000003568,20250423,CARD,PAID,14694.0
3570,7000003569,1000003569,20250403,GATEWAY,PAID,34485.0
3571,7000003570,1000003570,0,GATEWAY,FAILED,65904.75
3572,7000003571,1000003571,20240808,CARD,PAID,38419.92
3573,7000003572,1000003572,20240505,CARD,PAID,55650.0
3574,7000003573,1000003573,20241022,GATEWAY,PAID,36474.0
3575,7000003574,1000003574,20240319,CARD,PAID,19576.35
3576,7000003575,1000003575,20250512,CARD,PAID,18442.5
3577,7000003576,1000003576,20240415,CASH,PAID,41382.0
3578,7000003577,1000003577,20250221,CASH,PAID,17787.0
3579,7000003578,1000003578,20240106,CARD,PAID,30492.0
3580,7000003579,1000003579,20250716,GATEWAY,REFUNDED,80543.25
3581,7000003580,1000003580,20240503,CARD,PAID,15429.6
3582,7000003581,1000003581,20250317,CARD,PAID,60197.1
3583,7000003582,1000003582,20250122,GATEWAY,PAID,19287.0
3584,7000003583,1000003583,20240302,CARD,PAID,59532.0
3585,7000003584,1000003584,20250522,CARD,PAID,32205.12
3586,7000003585,1000003585,0,CARD,FAILED,28488.0
3587,7000003586,1000003586,20250217,CARD,PAID,66102.3
3588,7000003587,1000003587,20240228,CARD,PAID,55350.0
3589,7000003588,1000003588,20240712,GATEWAY,REFUNDED,55513.88
3590,7000003589,1000003589,20250625,CARD,PAID,54261.0
3591,7000003590,1000003590,20250608,CARD,PAID,43588.8
3592,7000003591,1000003591,20240814,GATEWAY,PAID,24422.4
3593,7000003592,1000003592,0,GATEWAY,FAILED,16418.25
3594,7000003593,1000003593,20241020,CASH,PAID,18676.35
3595,7000003594,1000003594,20240629,CARD,PAID,67779.12
3596,7000003595,1000003595,20241224,GATEWAY,PAID,73826.7
3597,7000003596,1000003596,20240301,CASH,PAID,60475.8
3598,7000003597,1000003597,20241106,CARD,PAID,52627.5
3599,7000003598,1000003598,20240309,CARD,PAID,36300.0
3600,7000003599,1000003599,20240116,CARD,PAID,56900.25
3601,7000003600,1000003600,0,CASH,FAILED,37933.5
3602,7000003601,1000003601,20240910,CARD,PAID,52627.5
3603,7000003602,1000003602,20250623,GATEWAY,REFUNDED,15601.5
3604,7000003603,1000003603,20240107,CARD,PAID,18142.5
3605,7000003604,1000003604,20241021,CARD,PAID,70896.0
3606,7000003605,1000003605,0,CARD,PENDING,52635.0
3607,7000003606,1000003606,0,CARD,FAILED,17535.0
3608,7000003607,1000003607,20241107,CASH,PAID,27588.0
3609,7000003608,1000003608,20250302,GATEWAY,PAID,48816.0
3610,7000003609,1000003609,20250719,GATEWAY,REFUNDED,34291.08
3611,7000003610,1000003610,20240815,CARD,PAID,79798.05
3612,7000003611,1000003611,0,CARD,FAILED,78945.0
3613,7000003612,1000003612,20240216,TRANSFER,PAID,49912.5
3614,7000003613,1000003613,20240427,CARD,PAID,28459.2
3615,7000003614,1000003614,20240301,GATEWAY,PAID,29659.2
3616,7000003615,1000003615,20241230,GATEWAY,PAID,29867.4
3617,7000003616,1000003616,20250605,GATEWAY,PAID,64425.0
3618,7000003617,1000003617,20241230,CARD,PAID,54313.88
3619,7000003618,1000003618,0,CARD,FAILED,59226.84
3620,7000003619,1000003619,20250923,GATEWAY,PAID,35503.5
3621,7000003620,1000003620,0,CASH,PENDING,53361.0
3622,7000003621,1000003621,20240719,CASH,PAID,32670.0
3623,7000003622,1000003622,20240329,GATEWAY,PAID,37137.0
3624,7000003623,1000003623,20240110,TRANSFER,PAID,26136.0
3625,7000003624,1000003624,20250708,TRANSFER,PAID,14229.6
3626,7000003625,1000003625,20240322,CARD,PAID,36209.25
3627,7000003626,1000003626,20241030,CARD,REFUNDED,39204.0
3628,7000003627,1000003627,20240626,CARD,PAID,29088.0
3629,7000003628,1000003628,20240810,CARD,PAID,43451.1
3630,7000003629,1000003629,20250116,GATEWAY,PAID,13068.0
3631,7000003630,1000003630,20240928,GATEWAY,PAID,44760.0
3632,7000003631,1000003631,20241113,GATEWAY,PAID,36474.0
3633,7000003632,1000003632,0,CASH,FAILED,17968.5
3634,7000003633,1000003633,20250113,CARD,PAID,14520.0
3635,7000003634,1000003634,20240328,CARD,PAID,40404.0
3636,7000003635,1000003635,20240903,TRANSFER,PAID,41164.2
3637,7000003636,1000003636,20241111,CARD,PAID,94416.3
3638,7000003637,1000003637,20240827,CARD,PAID,28197.6
3639,7000003638,1000003638,0,CASH,FAILED,42688.8
3640,7000003639,1000003639,20250228,CARD,PAID,53227.5
3641,7000003640,1000003640,20250816,GATEWAY,PAID,19050.0
3642,7000003641,1000003641,20240930,CASH,PAID,46957.68
3643,7000003642,1000003642,20240911,CASH,PAID,44467.5
3644,7000003643,1000003643,20240515,CASH,PAID,50166.6
3645,7000003644,1000003644,20240420,CASH,PAID,92383.5
3646,7000003645,1000003645,0,CARD,FAILED,63210.0
3647,7000003646,1000003646,20240618,CASH,PAID,34303.5
3648,7000003647,1000003647,20240713,CARD,PAID,57229.05
3649,7000003648,1000003648,20250920,CARD,PAID,60514.2
3650,7000003649,1000003649,20240425,CARD,PAID,16446.0
3651,7000003650,1000003650,20240825,GATEWAY,PAID,82112.7
3652,7000003651,1000003651,0,GATEWAY,FAILED,19957.5
3653,7000003652,1000003652,20240210,CARD,PAID,41382.0
3654,7000003653,1000003653,20250415,GATEWAY,PAID,30540.0
3655,7000003654,1000003654,20240814,GATEWAY,PAID,69444.0
3656,7000003655,1000003655,0,GATEWAY,FAILED,13968.0
3657,7000003656,1000003656,0,GATEWAY,PENDING,76641.0
3658,7000003657,1000003657,0,CARD,FAILED,27036.0
3659,7000003658,1000003658,20240610,CASH,PAID,29040.0
3660,7000003659,1000003659,0,CARD,PENDING,61939.5
3661,7000003660,1000003660,20240313,GATEWAY,PAID,75915.0
3662,7000003661,1000003661,0,CARD,PENDING,15983.7
3663,7000003662,1000003662,20240917,TRANSFER,PAID,43560.0
3664,7000003663,1000003663,20250702,CARD,PAID,18142.5
3665,7000003664,1000003664,20241227,TRANSFER,PAID,51727.5
3666,7000003665,1000003665,20241203,CARD,PAID,16335.0
3667,7000003666,1000003666,20240605,CASH,PAID,58443.0
3668,7000003667,1000003667,0,CARD,FAILED,31992.0
3669,7000003668,1000003668,20241019,CARD,REFUNDED,27636.0
3670,7000003669,1000003669,20240524,CARD,PAID,40404.0
3671,7000003670,1000003670,20240320,TRANSFER,PAID,50094.0
3672,7000003671,1000003671,20240401,GATEWAY,PAID,46638.0
3673,7000003672,1000003672,0,CARD,PENDING,28788.0
3674,7000003673,1000003673,20250329,CASH,PAID,14229.6
3675,7000003674,1000003674,20240326,CARD,PAID,44823.24
3676,7000003675,1000003675,20241012,GATEWAY,PAID,14921.4
3677,7000003676,1000003676,0,CARD,PENDING,32626.2
3678,7000003677,1000003677,20241226,CARD,PAID,67992.0
3679,7000003678,1000003678,20240726,CASH,PAID,39204.0
3680,7000003679,1000003679,20240911,CARD,PAID,13614.6
3681,7000003680,1000003680,20240120,CARD,PAID,18687.0
3682,7000003681,1000003681,20250902,GATEWAY,PAID,17208.3
3683,7000003682,1000003682,20240306,CARD,PAID,15173.4
3684,7000003683,1000003683,20240217,CARD,PAID,43451.1
3685,7000003684,1000003684,20240330,GATEWAY,REFUNDED,46420.2
3686,7000003685,1000003685,20250206,CARD,PAID,29659.2
3687,7000003686,1000003686,20250202,CARD,PAID,95287.5
3688,7000003687,1000003687,20241020,CASH,PAID,38419.92
3689,7000003688,1000003688,20250224,CARD,PAID,26813.28
3690,7000003689,1000003689,20240603,GATEWAY,PAID,31392.0
3691,7000003690,1000003690,20241001,GATEWAY,PAID,77901.9
3692,7000003691,1000003691,20240128,CARD,PAID,20166.75
3693,7000003692,1000003692,20240603,TRANSFER,REFUNDED,49005.0
3694,7000003693,1000003693,20250105,CASH,PAID,35937.0
3695,7000003694,1000003694,20240619,CARD,PAID,32916.6
3696,7000003695,1000003695,20250707,CARD,PAID,131880.0
3697,7000003696,1000003696,20241127,CARD,PAID,41164.2
3698,7000003697,1000003697,20250103,CARD,PAID,46023.24
3699,7000003698,1000003698,0,GATEWAY,FAILED,29867.4
3700,7000003699,1000003699,20250529,CARD,PAID,32844.0
3701,7000003700,1000003700,20250126,CARD,PAID,17242.5
3702,7000003701,1000003701,20240421,CASH,PAID,14520.0
3703,7000003702,1000003702,20240313,CASH,PAID,50457.0
3704,7000003703,1000003703,20240912,GATEWAY,PAID,28488.0
3705,7000003704,1000003704,20241231,CASH,PAID,45520.2
3706,7000003705,1000003705,20240510,CARD,PAID,17242.5
3707,7000003706,1000003706,20240803,GATEWAY,PAID,89091.38
3708,7000003707,1000003707,20250203,CARD,PAID,27036.0
3709,7000003708,1000003708,20250202,TRANSFER,PAID,39930.0
3710,7000003709,1000003709,20240912,GATEWAY,PAID,35985.0
3711,7000003710,1000003710,20250831,TRANSFER,PAID,42688.8
3712,7000003711,1000003711,20240501,CARD,PAID,103566.0
3713,7000003712,1000003712,20250116,GATEWAY,PAID,39450.6
3714,7000003713,1000003713,20241027,CASH,REFUNDED,58697.1
3715,7000003714,1000003714,20250218,CARD,PAID,80697.0
3716,7000003715,1000003715,0,GATEWAY,FAILED,19350.0
3717,7000003716,1000003716,20250221,GATEWAY,PAID,17472.0
3718,7000003717,1000003717,20250404,CARD,REFUNDED,43560.0
3719,7000003718,1000003718,20250818,CARD,PAID,30240.0
3720,7000003719,1000003719,20250224,CARD,PAID,15729.6
3721,7000003720,1000003720,0,CARD,FAILED,37500.0
3722,7000003721,1000003721,20241115,CARD,PAID,56991.0
3723,7000003722,1000003722,20241130,CARD,PAID,55204.8
3724,7000003723,1000003723,20250403,GATEWAY,PAID,41164.2
3725,7000003724,1000003724,0,CARD,PENDING,14520.0
3726,7000003725,1000003725,20250502,GATEWAY,PAID,27113.28
3727,7000003726,1000003726,20250702,CARD,PAID,43124.4
3728,7000003727,1000003727,0,CARD,FAILED,14994.0
3729,7000003728,1000003728,20241111,GATEWAY,PAID,14229.6
3730,7000003729,1000003729,20250401,GATEWAY,PAID,75288.3
3731,7000003730,1000003730,0,CASH,FAILED,27588.0
3732,7000003731,1000003731,20240513,CARD,PAID,65659.2
3733,7000003732,1000003732,20241101,CARD,PAID,64279.8
3734,7000003733,1000003733,20240529,CARD,PAID,81205.2
3735,7000003734,1000003734,20240201,CARD,PAID,51727.5
3736,7000003735,1000003735,20240426,CARD,PAID,16008.3
3737,7000003736,1000003736,20240924,CARD,PAID,26136.0
3738,7000003737,1000003737,20241206,CARD,PAID,16908.3
3739,7000003738,1000003738,20250203,CARD,PAID,15720.0
3740,7000003739,1000003739,20250623,GATEWAY,PAID,55650.0
3741,7000003740,1000003740,20250705,CASH,PAID,17242.5
3742,7000003741,1000003741,20241028,GATEWAY,PAID,68853.6
3743,7000003742,1000003742,20240808,CARD,PAID,50505.0
3744,7000003743,1000003743,20240517,GATEWAY,PAID,49224.9
3745,7000003744,1000003744,20241207,TRANSFER,PAID,25613.28
3746,7000003745,1000003745,20241124,GATEWAY,PAID,54561.0
3747,7000003746,1000003746,20250225,CARD,PAID,26513.28
3748,7000003747,1000003747,20250328,CASH,PAID,74778.0
3749,7000003748,1000003748,20240325,GATEWAY,PAID,52655.25
3750,7000003749,1000003749,0,CARD,FAILED,37500.0
3751,7000003750,1000003750,20241009,CASH,PAID,32670.0
3752,7000003751,1000003751,20241204,CARD,PAID,33570.0
3753,7000003752,1000003752,20250710,GATEWAY,REFUNDED,18442.5
3754,7000003753,1000003753,20240627,GATEWAY,PAID,95280.0
3755,7000003754,1000003754,20250602,CARD,PAID,35574.0
3756,7000003755,1000003755,20240110,GATEWAY,PAID,40430.7
3757,7000003756,1000003756,20241224,CARD,PAID,17151.75
3758,7000003757,1000003757,20250316,CASH,PAID,49005.0
3759,7000003758,1000003758,20250718,CARD,PAID,97138.8
3760,7000003759,1000003759,20250329,CARD,PAID,50505.0
3761,7000003760,1000003760,20250507,CARD,PAID,28788.0
3762,7000003761,1000003761,20240831,GATEWAY,PAID,15173.4
3763,7000003762,1000003762,20240426,CARD,PAID,51727.5
3764,7000003763,1000003763,20240628,GATEWAY,PAID,69199.5
3765,7000003764,1000003764,20250505,GATEWAY,PAID,49905.0
3766,7000003765,1000003765,20250206,GATEWAY,PAID,38443.8
3767,7000003766,1000003766,20250409,CARD,PAID,43560.0
3768,7000003767,1000003767,20240502,GATEWAY,PAID,69144.0
3769,7000003768,1000003768,20250513,CARD,PAID,32916.6
3770,7000003769,1000003769,0,CASH,FAILED,35574.0
3771,7000003770,1000003770,20250620,CARD,PAID,55224.0
3772,7000003771,1000003771,20240507,CARD,PAID,13794.0
3773,7000003772,1000003772,20250817,CASH,PAID,16335.0
3774,7000003773,1000003773,20240905,GATEWAY,PAID,18987.0
3775,7000003774,1000003774,0,GATEWAY,FAILED,88205.37
3776,7000003775,1000003775,20240122,GATEWAY,PAID,18142.5
3777,7000003776,1000003776,20240819,CARD,PAID,15429.6
3778,7000003777,1000003777,20240908,CASH,PAID,32670.0
3779,7000003778,1000003778,20240404,CARD,PAID,42882.0
3780,7000003779,1000003779,20250625,GATEWAY,PAID,42582.0
3781,7000003780,1000003780,0,CARD,FAILED,32205.12
3782,7000003781,1000003781,20250221,CARD,PAID,46638.0
3783,7000003782,1000003782,20240823,CASH,PAID,13794.0
3784,7000003783,1000003783,20250123,CARD,PAID,70379.25
3785,7000003784,1000003784,20241018,CARD,PAID,49396.8
3786,7000003785,1000003785,20250818,CASH,PAID,52998.0
3787,7000003786,1000003786,0,CARD,FAILED,27588.0
3788,7000003787,1000003787,20250718,GATEWAY,PAID,90135.0
3789,7000003788,1000003788,20240329,CASH,PAID,42688.8
3790,7000003789,1000003789,20250714,CARD,PAID,50205.0
3791,7000003790,1000003790,20240917,CARD,REFUNDED,38419.92
3792,7000003791,1000003791,20240829,CARD,PAID,54450.0
3793,7000003792,1000003792,20240423,CARD,PAID,50994.0
3794,7000003793,1000003793,20241213,GATEWAY,PAID,18987.0
3795,7000003794,1000003794,20250410,GATEWAY,PAID,70787.1
3796,7000003795,1000003795,20240822,CARD,PAID,53361.0
3797,7000003796,1000003796,20240503,GATEWAY,PAID,35385.0
3798,7000003797,1000003797,20250301,CARD,PAID,19057.5
3799,7000003798,1000003798,20240428,CASH,PAID,51727.5
3800,7000003799,1000003799,20250926,GATEWAY,PAID,18687.0
3801,7000003800,1000003800,20250529,CARD,PAID,39581.28
3802,7000003801,1000003801,20240509,CASH,PAID,44576.4
3803,7000003802,1000003802,20250928,CARD,PAID,16852.56
3804,7000003803,1000003803,20250526,CARD,PAID,94281.75
3805,7000003804,1000003804,20240219,TRANSFER,PAID,17242.5
3806,7000003805,1000003805,20241221,CARD,PAID,54087.0
3807,7000003806,1000003806,20241130,CARD,PAID,95643.0
3808,7000003807,1000003807,20250525,CARD,PAID,46420.2
3809,7000003808,1000003808,20241226,CARD,PAID,122577.6
3810,7000003809,1000003809,20250204,TRANSFER,REFUNDED,18966.75
3811,7000003810,1000003810,20241006,CARD,PAID,43888.8
3812,7000003811,1000003811,20250423,CARD,PAID,42688.8
3813,7000003812,1000003812,0,CARD,FAILED,54778.8
3814,7000003813,1000003813,20241019,GATEWAY,PAID,68418.0
3815,7000003814,1000003814,20250505,GATEWAY,PAID,37500.0
3816,7000003815,1000003815,0,CASH,FAILED,47916.0
3817,7000003816,1000003816,20250911,CARD,PAID,55650.0
3818,7000003817,1000003817,20240711,GATEWAY,PAID,44188.8
3819,7000003818,1000003818,20250126,GATEWAY,PAID,45060.0
3820,7000003819,1000003819,20240103,CASH,PAID,49005.0
3821,7000003820,1000003820,0,CARD,FAILED,36474.0
3822,7000003821,1000003821,20240216,CARD,PAID,47020.2
3823,7000003822,1000003822,20240823,CARD,PAID,45667.5
3824,7000003823,1000003823,20240513,CARD,PAID,13068.0
3825,7000003824,1000003824,20240922,GATEWAY,PAID,32916.6
3826,7000003825,1000003825,20240415,CASH,PAID,134491.5
3827,7000003826,1000003826,20240803,CARD,PAID,40104.0
3828,7000003827,1000003827,20240821,CARD,PAID,43560.0
3829,7000003828,1000003828,20240428,CASH,PAID,18150.0
3830,7000003829,1000003829,20240728,TRANSFER,PAID,89298.0
3831,7000003830,1000003830,20240707,GATEWAY,PAID,42282.0
3832,7000003831,1000003831,20250716,CASH,PAID,18150.0
3833,7000003832,1000003832,20250917,GATEWAY,PAID,29649.6
3834,7000003833,1000003833,20250401,CARD,PAID,80404.5
3835,7000003834,1000003834,20240303,CARD,PAID,42882.0
3836,7000003835,1000003835,20241202,GATEWAY,PAID,42664.2
3837,7000003836,1000003836,20250404,CARD,REFUNDED,14229.6
3838,7000003837,1000003837,20250107,GATEWAY,PAID,42582.0
3839,7000003838,1000003838,20240509,GATEWAY,PAID,15574.8
3840,7000003839,1000003839,20250831,CASH,PAID,26136.0
3841,7000003840,1000003840,20240330,CARD,PAID,31029.0
3842,7000003841,1000003841,20240313,CARD,PAID,68824.8
3843,7000003842,1000003842,20241219,GATEWAY,PAID,29867.4
3844,7000003843,1000003843,20240325,TRANSFER,PAID,57354.0
3845,7000003844,1000003844,20240922,GATEWAY,REFUNDED,44188.8
3846,7000003845,1000003845,20241117,CARD,PAID,98965.5
3847,7000003846,1000003846,20250215,CARD,PAID,78364.2
3848,7000003847,1000003847,20241123,CASH,PAID,58697.1
3849,7000003848,1000003848,20250914,CARD,PAID,15720.0
3850,7000003849,1000003849,20241229,CARD,PAID,60058.35
3851,7000003850,1000003850,20240423,CARD,PAID,64933.2
3852,7000003851,1000003851,20240924,CASH,PAID,47807.1
3853,7000003852,1000003852,20240401,CARD,PAID,39204.0
3854,7000003853,1000003853,20250412,CARD,PAID,38419.92
3855,7000003854,1000003854,20250203,GATEWAY,PAID,28788.0
3856,7000003855,1000003855,20240119,CARD,PAID,41382.0
3857,7000003856,1000003856,0,CASH,FAILED,49803.6
3858,7000003857,1000003857,20250427,GATEWAY,PAID,13794.0
3859,7000003858,1000003858,20240518,GATEWAY,PAID,19050.0
3860,7000003859,1000003859,20240507,CASH,PAID,18150.0
3861,7000003860,1000003860,0,TRANSFER,FAILED,28967.4
3862,7000003861,1000003861,20241021,CASH,PAID,43560.0
3863,7000003862,1000003862,20240318,TRANSFER,PAID,48024.9
3864,7000003863,1000003863,20241204,CASH,PAID,13068.0
3865,7000003864,1000003864,20250121,CARD,PAID,56376.0
