ventas_item_sk,order_item_id,order_id,fecha_key,producto_sk,quantity,unit_price,discount_amount,line_total
3048,5000003636,1000002734,20240706,2,3,15000.0,2250.0,42750.0
3049,5000003637,1000002734,20240706,1,3,12600.0,0.0,37800.0
3050,5000003638,1000002735,20250909,2,3,16500.0,4950.0,44550.0
3051,5000003639,1000002736,20250118,1,3,12000.0,0.0,36000.0
3052,5000003640,1000002736,20250118,1,2,12000.0,2400.0,21600.0
3053,5000003641,1000002737,20241014,1,2,10800.0,1080.0,20520.0
3054,5000003642,1000002737,20241014,1,2,12000.0,2400.0,21600.0
3055,5000003643,1000002738,20250223,1,2,12000.0,2400.0,21600.0
3056,5000003644,1000002738,20250223,2,3,16500.0,2475.0,47025.0
3057,5000003645,1000002739,20240710,1,2,12000.0,1200.0,22800.0
3058,5000003646,1000002739,20240710,1,1,10800.0,216.0,10584.0
3059,5000003647,1000002740,20240521,1,2,12600.0,2520.0,22680.0
3060,5000003648,1000002740,20240521,1,2,12000.0,1200.0,22800.0
3061,5000003649,1000002741,20250907,2,1,13500.0,675.0,12825.0
3062,5000003650,1000002741,20250907,2,1,15000.0,0.0,15000.0
3063,5000003651,1000002741,20250907,2,2,16500.0,0.0,33000.0
3064,5000003652,1000002742,20240702,2,3,13500.0,4050.0,36450.0
3065,5000003653,1000002743,20241026,2,3,13500.0,0.0,40500.0
3066,5000003654,1000002744,20250609,2,2,15750.0,630.0,30870.0
3067,5000003655,1000002745,20250326,1,3,12000.0,1800.0,34200.0
3068,5000003656,1000002746,20240114,1,3,12600.0,0.0,37800.0
3069,5000003657,1000002747,20250425,1,3,10800.0,1620.0,30780.0
3070,5000003658,1000002747,20250425,1,3,12000.0,1800.0,34200.0
3071,5000003659,1000002748,20241108,1,1,12000.0,240.0,11760.0
3072,5000003660,1000002748,20241108,1,2,12000.0,0.0,24000.0
3073,5000003664,1000002750,20250801,1,3,10800.0,1620.0,30780.0
3074,5000003665,1000002751,20250808,1,2,13200.0,1320.0,25080.0
3075,5000003666,1000002751,20250808,1,1,12600.0,252.0,12348.0
3076,5000003667,1000002752,20240606,2,3,15000.0,900.0,44100.0
3077,5000003668,1000002752,20240606,1,3,12000.0,3600.0,32400.0
3078,5000003671,1000002754,20241210,1,2,13200.0,528.0,25872.0
3079,5000003672,1000002754,20241210,2,1,15750.0,0.0,15750.0
3080,5000003673,1000002755,20240623,1,1,12600.0,0.0,12600.0
3081,5000003674,1000002756,20240728,2,1,15000.0,750.0,14250.0
3082,5000003675,1000002757,20250328,1,3,12000.0,3600.0,32400.0
3083,5000003676,1000002758,20240623,2,1,15000.0,750.0,14250.0
3084,5000003677,1000002758,20240623,1,2,10800.0,2160.0,19440.0
3085,5000003678,1000002758,20240623,1,1,12000.0,240.0,11760.0
3086,5000003681,1000002760,20250620,2,1,15000.0,0.0,15000.0
3087,5000003682,1000002760,20250620,2,1,15000.0,0.0,15000.0
3088,5000003683,1000002761,20250728,1,3,12600.0,1890.0,35910.0
3089,5000003684,1000002761,20250728,2,2,13500.0,0.0,27000.0
3090,5000003685,1000002762,20250526,1,3,12000.0,720.0,35280.0
3091,5000003686,1000002763,20250411,2,1,15000.0,0.0,15000.0
3092,5000003687,1000002764,20250901,1,2,12000.0,0.0,24000.0
3093,5000003688,1000002765,20240310,1,2,12000.0,2400.0,21600.0
3094,5000003689,1000002766,20250219,1,3,10800.0,648.0,31752.0
3095,5000003690,1000002767,20240615,1,3,12000.0,3600.0,32400.0
3096,5000003691,1000002768,20250411,1,1,10800.0,0.0,10800.0
3097,5000003692,1000002768,20250411,1,2,12000.0,2400.0,21600.0
3098,5000003695,1000002771,20241115,2,3,15000.0,0.0,45000.0
3099,5000003696,1000002772,20240406,1,3,12000.0,720.0,35280.0
3100,5000003697,1000002772,20240406,2,2,15000.0,0.0,30000.0
3101,5000003699,1000002774,20250126,2,2,15000.0,600.0,29400.0
3102,5000003700,1000002774,20250126,2,1,15750.0,787.5,14962.5
3103,5000003701,1000002775,20250410,2,3,15000.0,900.0,44100.0
3104,5000003702,1000002776,20250623,2,3,16500.0,2475.0,47025.0
3105,5000003703,1000002777,20240320,1,2,12000.0,2400.0,21600.0
3106,5000003704,1000002778,20250409,2,3,13500.0,810.0,39690.0
3107,5000003706,1000002780,20250225,1,2,10800.0,0.0,21600.0
3108,5000003707,1000002781,20250615,1,1,13200.0,660.0,12540.0
3109,5000003708,1000002781,20250615,2,3,13500.0,0.0,40500.0
3110,5000003709,1000002782,20250512,1,3,12000.0,3600.0,32400.0
3111,5000003710,1000002782,20250512,1,1,12000.0,1200.0,10800.0
3112,5000003712,1000002784,20250409,1,3,12600.0,1890.0,35910.0
3113,5000003713,1000002785,20241018,1,1,12600.0,630.0,11970.0
3114,5000003714,1000002786,20240815,2,1,15000.0,300.0,14700.0
3115,5000003715,1000002787,20250531,2,1,15000.0,750.0,14250.0
3116,5000003716,1000002788,20250711,2,1,15000.0,300.0,14700.0
3117,5000003717,1000002789,20240114,1,1,13200.0,1320.0,11880.0
3118,5000003718,1000002790,20240712,2,3,15000.0,0.0,45000.0
3119,5000003719,1000002790,20240712,1,2,12000.0,1200.0,22800.0
3120,5000003720,1000002791,20240531,2,1,15000.0,0.0,15000.0
3121,5000003725,1000002794,20250915,1,2,13200.0,1320.0,25080.0
3122,5000003726,1000002795,20250825,2,2,15000.0,0.0,30000.0
3123,5000003727,1000002796,20250108,2,2,15000.0,3000.0,27000.0
3124,5000003728,1000002797,20250317,1,1,13200.0,1320.0,11880.0
3125,5000003729,1000002797,20250317,1,2,12000.0,1200.0,22800.0
3126,5000003730,1000002798,20240428,1,2,12000.0,480.0,23520.0
3127,5000003731,1000002799,20250902,2,1,16500.0,330.0,16170.0
3128,5000003732,1000002800,20240601,1,2,12000.0,2400.0,21600.0
3129,5000003733,1000002801,20241208,1,2,12000.0,1200.0,22800.0
3130,5000003737,1000002803,20250805,1,1,12000.0,0.0,12000.0
3131,5000003738,1000002804,20241005,2,1,16500.0,825.0,15675.0
3132,5000003739,1000002805,20241208,1,1,12000.0,600.0,11400.0
3133,5000003740,1000002806,20240802,1,3,12000.0,0.0,36000.0
3134,5000003747,1000002810,20250511,1,1,12000.0,1200.0,10800.0
3135,5000003749,1000002812,20250216,2,2,13500.0,0.0,27000.0
3136,5000003750,1000002813,20240325,1,2,12000.0,1200.0,22800.0
3137,5000003751,1000002813,20240325,2,1,15000.0,0.0,15000.0
3138,5000003755,1000002815,20240419,2,1,13500.0,675.0,12825.0
3139,5000003756,1000002815,20240419,1,3,12000.0,3600.0,32400.0
3140,5000003757,1000002816,20240807,1,2,10800.0,432.0,21168.0
3141,5000003760,1000002819,20240223,1,2,13200.0,2640.0,23760.0
3142,5000003761,1000002820,20250727,1,3,12000.0,720.0,35280.0
3143,5000003764,1000002822,20241215,1,3,12000.0,720.0,35280.0
3144,5000003765,1000002823,20240324,1,3,10800.0,0.0,32400.0
3145,5000003766,1000002823,20240324,2,2,15000.0,3000.0,27000.0
3146,5000003767,1000002824,20241213,1,1,13200.0,660.0,12540.0
3147,5000003768,1000002824,20241213,2,2,13500.0,540.0,26460.0
3148,5000003769,1000002824,20241213,1,3,12000.0,3600.0,32400.0
3149,5000003770,1000002825,20240715,2,1,15000.0,750.0,14250.0
3150,5000003772,1000002827,20241002,2,3,15000.0,0.0,45000.0
3151,5000003774,1000002829,20250512,2,2,16500.0,0.0,33000.0
3152,5000003775,1000002830,20240917,1,3,10800.0,3240.0,29160.0
3153,5000003776,1000002831,20240912,2,2,15750.0,0.0,31500.0
3154,5000003777,1000002832,20241225,1,1,12000.0,1200.0,10800.0
3155,5000003778,1000002833,20240407,2,1,15000.0,1500.0,13500.0
3156,5000003779,1000002834,20240703,1,2,12000.0,0.0,24000.0
3157,5000003780,1000002834,20240703,2,1,15000.0,300.0,14700.0
3158,5000003781,1000002835,20250226,1,3,13200.0,1980.0,37620.0
3159,5000003782,1000002836,20250926,2,2,15000.0,3000.0,27000.0
3160,5000003783,1000002836,20250926,2,3,15000.0,900.0,44100.0
3161,5000003784,1000002836,20250926,1,3,13200.0,3960.0,35640.0
3162,5000003785,1000002837,20250602,1,1,12000.0,1200.0,10800.0
3163,5000003786,1000002837,20250602,2,3,15750.0,945.0,46305.0
3164,5000003787,1000002837,20250602,2,3,15000.0,4500.0,40500.0
3165,5000003790,1000002840,20241102,2,3,15000.0,4500.0,40500.0
3166,5000003791,1000002841,20250804,1,1,12000.0,1200.0,10800.0
3167,5000003792,1000002842,20250508,2,2,15750.0,3150.0,28350.0
3168,5000003795,1000002844,20250918,2,1,15750.0,1575.0,14175.0
3169,5000003796,1000002845,20240711,2,3,15750.0,0.0,47250.0
3170,5000003797,1000002846,20241008,2,2,15000.0,0.0,30000.0
3171,5000003798,1000002847,20240502,2,1,15000.0,0.0,15000.0
3172,5000003799,1000002848,20250824,1,1,12000.0,0.0,12000.0
3173,5000003800,1000002849,20240224,2,3,15000.0,900.0,44100.0
3174,5000003801,1000002850,20250629,1,3,12000.0,1800.0,34200.0
3175,5000003802,1000002851,20250121,1,3,12000.0,0.0,36000.0
3176,5000003804,1000002853,20250515,2,2,15000.0,3000.0,27000.0
3177,5000003805,1000002854,20250509,1,1,12600.0,0.0,12600.0
3178,5000003806,1000002855,20241218,1,3,10800.0,3240.0,29160.0
3179,5000003807,1000002856,20250627,1,3,12000.0,3600.0,32400.0
3180,5000003808,1000002857,20241004,2,1,15000.0,300.0,14700.0
3181,5000003809,1000002857,20241004,2,3,15000.0,900.0,44100.0
3182,5000003810,1000002857,20241004,1,3,12000.0,0.0,36000.0
3183,5000003811,1000002858,20250920,2,3,15000.0,0.0,45000.0
3184,5000003812,1000002859,20250625,2,2,15000.0,3000.0,27000.0
3185,5000003813,1000002859,20250625,1,2,10800.0,432.0,21168.0
3186,5000003816,1000002861,20240905,2,2,15750.0,3150.0,28350.0
3187,5000003817,1000002861,20240905,2,2,13500.0,1350.0,25650.0
3188,5000003818,1000002862,20250720,1,2,12000.0,1200.0,22800.0
3189,5000003819,1000002862,20250720,2,2,16500.0,660.0,32340.0
3190,5000003820,1000002863,20240528,1,1,12000.0,240.0,11760.0
3191,5000003821,1000002864,20240106,1,3,12000.0,0.0,36000.0
3192,5000003822,1000002865,20241009,1,3,10800.0,648.0,31752.0
3193,5000003823,1000002866,20240821,2,2,15000.0,1500.0,28500.0
3194,5000003824,1000002866,20240821,2,2,15000.0,3000.0,27000.0
3195,5000003825,1000002866,20240821,2,3,13500.0,810.0,39690.0
3196,5000003826,1000002867,20240719,1,3,12000.0,720.0,35280.0
3197,5000003828,1000002869,20240422,1,3,12000.0,0.0,36000.0
3198,5000003829,1000002869,20240422,1,3,12000.0,3600.0,32400.0
3199,5000003831,1000002871,20240222,2,2,15750.0,0.0,31500.0
3200,5000003832,1000002872,20250203,2,2,15750.0,0.0,31500.0
3201,5000003833,1000002872,20250203,1,2,12000.0,2400.0,21600.0
3202,5000003834,1000002873,20250216,2,1,15000.0,0.0,15000.0
3203,5000003835,1000002874,20250906,1,1,12000.0,600.0,11400.0
3204,5000003836,1000002875,20240416,2,2,15750.0,3150.0,28350.0
3205,5000003837,1000002876,20250708,2,1,15000.0,1500.0,13500.0
3206,5000003840,1000002878,20250912,2,1,15000.0,300.0,14700.0
3207,5000003841,1000002878,20250912,1,3,12000.0,720.0,35280.0
3208,5000003842,1000002879,20240929,2,3,15000.0,2250.0,42750.0
3209,5000003843,1000002879,20240929,2,2,15000.0,3000.0,27000.0
3210,5000003844,1000002880,20250714,2,1,16500.0,330.0,16170.0
3211,5000003845,1000002881,20250715,1,3,12000.0,1800.0,34200.0
3212,5000003846,1000002882,20240901,2,2,15000.0,1500.0,28500.0
3213,5000003847,1000002883,20250303,1,3,12600.0,3780.0,34020.0
3214,5000003848,1000002883,20250303,1,2,12000.0,2400.0,21600.0
3215,5000003849,1000002884,20240825,1,1,12000.0,240.0,11760.0
3216,5000003850,1000002884,20240825,2,3,13500.0,4050.0,36450.0
3217,5000003851,1000002885,20250414,2,3,13500.0,2025.0,38475.0
3218,5000003852,1000002886,20240823,1,1,12000.0,1200.0,10800.0
3219,5000003853,1000002886,20240823,2,2,15000.0,0.0,30000.0
3220,5000003854,1000002886,20240823,2,1,15000.0,750.0,14250.0
3221,5000003855,1000002887,20250720,1,2,13200.0,528.0,25872.0
3222,5000003856,1000002888,20250625,2,3,13500.0,2025.0,38475.0
3223,5000003857,1000002889,20250611,1,3,12000.0,1800.0,34200.0
3224,5000003858,1000002890,20240719,1,3,10800.0,1620.0,30780.0
3225,5000003859,1000002891,20250211,2,1,15000.0,1500.0,13500.0
3226,5000003860,1000002891,20250211,1,1,12000.0,600.0,11400.0
3227,5000003861,1000002892,20250806,1,3,12600.0,1890.0,35910.0
3228,5000003862,1000002892,20250806,1,3,12000.0,0.0,36000.0
3229,5000003863,1000002893,20241007,1,3,12600.0,1890.0,35910.0
3230,5000003864,1000002893,20241007,2,3,16500.0,2475.0,47025.0
3231,5000003865,1000002894,20240309,2,3,15750.0,0.0,47250.0
3232,5000003866,1000002895,20250627,2,3,13500.0,4050.0,36450.0
3233,5000003867,1000002896,20250628,2,1,15000.0,1500.0,13500.0
3234,5000003868,1000002897,20240213,1,3,12600.0,0.0,37800.0
3235,5000003869,1000002897,20240213,2,1,15750.0,315.0,15435.0
3236,5000003870,1000002898,20250426,2,1,15750.0,0.0,15750.0
3237,5000003871,1000002898,20250426,2,3,15000.0,4500.0,40500.0
3238,5000003872,1000002899,20240531,2,2,15000.0,3000.0,27000.0
3239,5000003873,1000002900,20240504,1,2,12000.0,480.0,23520.0
3240,5000003874,1000002900,20240504,1,2,10800.0,1080.0,20520.0
3241,5000003875,1000002901,20240702,1,2,10800.0,432.0,21168.0
3242,5000003876,1000002901,20240702,1,3,12600.0,3780.0,34020.0
3243,5000003877,1000002902,20250327,1,2,10800.0,1080.0,20520.0
3244,5000003878,1000002903,20241006,1,2,12600.0,0.0,25200.0
3245,5000003879,1000002904,20250126,2,2,15000.0,600.0,29400.0
3246,5000003880,1000002905,20240412,1,1,13200.0,264.0,12936.0
3247,5000003881,1000002905,20240412,1,1,12000.0,1200.0,10800.0
3248,5000003882,1000002906,20240822,1,2,12600.0,0.0,25200.0
3249,5000003883,1000002906,20240822,2,2,15000.0,1500.0,28500.0
3250,5000003884,1000002907,20240826,1,2,12000.0,0.0,24000.0
3251,5000003885,1000002907,20240826,2,1,15750.0,315.0,15435.0
3252,5000003886,1000002908,20241010,2,2,15000.0,0.0,30000.0
3253,5000003887,1000002909,20250312,2,1,15000.0,0.0,15000.0
3254,5000003888,1000002910,20240910,1,3,13200.0,0.0,39600.0
3255,5000003889,1000002911,20240602,1,3,12000.0,0.0,36000.0
3256,5000003890,1000002912,20241027,1,1,12000.0,600.0,11400.0
3257,5000003892,1000002914,20240314,1,1,10800.0,0.0,10800.0
3258,5000003894,1000002916,20240722,1,2,10800.0,2160.0,19440.0
3259,5000003895,1000002916,20240722,1,2,12000.0,1200.0,22800.0
3260,5000003896,1000002917,20250706,2,3,15000.0,900.0,44100.0
3261,5000003897,1000002917,20250706,1,2,12000.0,0.0,24000.0
3262,5000003898,1000002918,20240129,1,2,12000.0,0.0,24000.0
3263,5000003899,1000002919,20240215,2,1,15000.0,750.0,14250.0
3264,5000003900,1000002920,20250310,2,2,15000.0,3000.0,27000.0
3265,5000003901,1000002921,20240805,1,1,12000.0,600.0,11400.0
3266,5000003902,1000002922,20250222,1,3,12000.0,3600.0,32400.0
3267,5000003903,1000002922,20250222,2,1,15000.0,750.0,14250.0
3268,5000003904,1000002923,20250425,2,2,15000.0,0.0,30000.0
3269,5000003905,1000002923,20250425,2,1,15000.0,0.0,15000.0
3270,5000003906,1000002924,20250611,1,1,13200.0,1320.0,11880.0
3271,5000003907,1000002924,20250611,2,1,13500.0,675.0,12825.0
3272,5000003908,1000002925,20240121,2,2,13500.0,2700.0,24300.0
3273,5000003909,1000002926,20240130,1,3,12000.0,3600.0,32400.0
3274,5000003910,1000002927,20241008,2,3,15000.0,2250.0,42750.0
3275,5000003911,1000002927,20241008,2,2,13500.0,2700.0,24300.0
3276,5000003912,1000002927,20241008,1,2,12600.0,1260.0,23940.0
3277,5000003913,1000002928,20240610,1,1,10800.0,216.0,10584.0
3278,5000003914,1000002928,20240610,1,1,12000.0,240.0,11760.0
3279,5000003915,1000002929,20240312,2,3,15000.0,4500.0,40500.0
3280,5000003917,1000002931,20250131,1,1,13200.0,0.0,13200.0
3281,5000003918,1000002932,20250408,2,1,15000.0,300.0,14700.0
3282,5000003919,1000002933,20250516,2,1,13500.0,1350.0,12150.0
3283,5000003920,1000002933,20250516,1,2,12000.0,0.0,24000.0
3284,5000003921,1000002934,20250402,2,3,15750.0,2362.5,44887.5
3285,5000003922,1000002934,20250402,1,3,10800.0,3240.0,29160.0
3286,5000003924,1000002936,20240515,2,2,15750.0,0.0,31500.0
3287,5000003925,1000002937,20250220,1,1,12600.0,252.0,12348.0
3288,5000003926,1000002938,20241116,2,3,13500.0,810.0,39690.0
3289,5000003927,1000002939,20240902,2,3,15000.0,4500.0,40500.0
3290,5000003928,1000002940,20240926,1,2,10800.0,432.0,21168.0
3291,5000003929,1000002941,20250611,1,1,12000.0,240.0,11760.0
3292,5000003930,1000002942,20240224,1,2,12600.0,504.0,24696.0
3293,5000003931,1000002943,20241004,2,1,15750.0,315.0,15435.0
3294,5000003932,1000002943,20241004,2,1,13500.0,270.0,13230.0
3295,5000003933,1000002944,20240128,2,1,15000.0,1500.0,13500.0
3296,5000003935,1000002946,20240714,1,3,13200.0,1980.0,37620.0
3297,5000003936,1000002947,20250629,2,2,16500.0,660.0,32340.0
3298,5000003937,1000002948,20250121,2,1,13500.0,0.0,13500.0
3299,5000003938,1000002949,20250924,1,1,12000.0,600.0,11400.0
3300,5000003939,1000002949,20250924,1,3,12000.0,0.0,36000.0
3301,5000003940,1000002949,20250924,1,2,12000.0,1200.0,22800.0
3302,5000003941,1000002950,20250624,1,3,12600.0,1890.0,35910.0
3303,5000003942,1000002951,20240807,2,3,15000.0,4500.0,40500.0
3304,5000003943,1000002952,20241030,1,2,12000.0,0.0,24000.0
3305,5000003944,1000002952,20241030,2,3,15000.0,2250.0,42750.0
3306,5000003945,1000002953,20250927,2,2,16500.0,3300.0,29700.0
3307,5000003946,1000002954,20240901,1,1,10800.0,0.0,10800.0
3308,5000003947,1000002955,20240825,1,2,12000.0,1200.0,22800.0
3309,5000003949,1000002957,20240307,2,1,15000.0,0.0,15000.0
3310,5000003950,1000002958,20240909,2,2,15000.0,600.0,29400.0
3311,5000003951,1000002958,20240909,1,1,12000.0,240.0,11760.0
3312,5000003952,1000002959,20250613,1,1,12000.0,600.0,11400.0
3313,5000003953,1000002960,20250830,2,1,15000.0,0.0,15000.0
3314,5000003954,1000002961,20250914,1,3,12000.0,1800.0,34200.0
3315,5000003955,1000002962,20240204,2,2,15000.0,600.0,29400.0
3316,5000003956,1000002963,20240208,1,1,12000.0,240.0,11760.0
3317,5000003957,1000002963,20240208,1,2,12600.0,0.0,25200.0
3318,5000003958,1000002964,20250422,1,1,12600.0,630.0,11970.0
3319,5000003959,1000002965,20250429,1,1,12000.0,600.0,11400.0
3320,5000003960,1000002965,20250429,2,3,13500.0,2025.0,38475.0
3321,5000003961,1000002966,20240109,2,3,15000.0,0.0,45000.0
3322,5000003962,1000002967,20240201,2,1,15000.0,750.0,14250.0
3323,5000003963,1000002968,20250801,2,3,13500.0,810.0,39690.0
3324,5000003966,1000002970,20250922,2,3,15750.0,0.0,47250.0
3325,5000003967,1000002971,20250510,2,1,15000.0,750.0,14250.0
3326,5000003968,1000002972,20250525,1,1,12000.0,1200.0,10800.0
3327,5000003969,1000002973,20250612,2,1,16500.0,825.0,15675.0
3328,5000003970,1000002974,20250205,2,3,15000.0,2250.0,42750.0
3329,5000003971,1000002975,20241114,2,3,15000.0,2250.0,42750.0
3330,5000003972,1000002976,20250628,2,1,15000.0,750.0,14250.0
3331,5000003973,1000002977,20250418,1,1,12000.0,1200.0,10800.0
3332,5000003974,1000002977,20250418,1,1,12000.0,0.0,12000.0
3333,5000003976,1000002979,20240903,1,2,13200.0,2640.0,23760.0
3334,5000003977,1000002980,20240104,1,3,12000.0,1800.0,34200.0
3335,5000003978,1000002981,20250810,2,2,13500.0,2700.0,24300.0
3336,5000003979,1000002982,20240605,1,1,10800.0,216.0,10584.0
3337,5000003980,1000002983,20250916,2,3,16500.0,4950.0,44550.0
3338,5000003981,1000002984,20240618,1,3,12000.0,1800.0,34200.0
3339,5000003986,1000002988,20240214,2,2,15000.0,3000.0,27000.0
3340,5000003988,1000002990,20240706,1,3,12000.0,720.0,35280.0
3341,5000003989,1000002991,20241023,1,3,12000.0,1800.0,34200.0
3342,5000003990,1000002991,20241023,2,2,15750.0,1575.0,29925.0
3343,5000003991,1000002992,20241221,1,2,12000.0,480.0,23520.0
3344,5000003992,1000002992,20241221,1,2,13200.0,2640.0,23760.0
3345,5000003993,1000002993,20241006,2,2,15000.0,0.0,30000.0
3346,5000003994,1000002994,20240521,1,3,12000.0,3600.0,32400.0
3347,5000003996,1000002996,20240508,1,1,10800.0,0.0,10800.0
3348,5000003997,1000002996,20240508,1,2,13200.0,0.0,26400.0
3349,5000003998,1000002997,20240331,2,2,15000.0,0.0,30000.0
3350,5000003999,1000002998,20240306,2,2,15750.0,0.0,31500.0
3351,5000004000,1000002998,20240306,1,3,12000.0,0.0,36000.0
3352,5000004001,1000002999,20240127,2,1,15750.0,315.0,15435.0
3353,5000004002,1000002999,20240127,1,2,12000.0,2400.0,21600.0
3354,5000004003,1000003000,20240914,1,1,12000.0,600.0,11400.0
3355,5000004004,1000003001,20240216,1,1,12000.0,1200.0,10800.0
3356,5000004005,1000003001,20240216,2,3,15000.0,0.0,45000.0
3357,5000004006,1000003002,20240514,2,2,15750.0,630.0,30870.0
3358,5000004007,1000003002,20240514,1,2,12000.0,480.0,23520.0
3359,5000004008,1000003003,20240430,1,3,12000.0,3600.0,32400.0
3360,5000004009,1000003004,20250807,1,1,13200.0,1320.0,11880.0
3361,5000004010,1000003004,20250807,1,2,12000.0,2400.0,21600.0
3362,5000004011,1000003005,20250416,1,3,12000.0,1800.0,34200.0
3363,5000004012,1000003005,20250416,1,2,12000.0,1200.0,22800.0
3364,5000004013,1000003006,20250629,1,2,10800.0,432.0,21168.0
3365,5000004014,1000003006,20250629,1,1,12000.0,600.0,11400.0
3366,5000004015,1000003007,20250121,2,2,13500.0,2700.0,24300.0
3367,5000004016,1000003008,20240922,1,2,10800.0,432.0,21168.0
3368,5000004017,1000003008,20240922,2,3,15000.0,4500.0,40500.0
3369,5000004018,1000003009,20250810,1,1,12000.0,1200.0,10800.0
3370,5000004019,1000003010,20240313,2,1,15750.0,315.0,15435.0
3371,5000004020,1000003011,20250206,1,3,12000.0,1800.0,34200.0
3372,5000004021,1000003012,20240102,1,3,12000.0,3600.0,32400.0
3373,5000004022,1000003013,20250226,2,1,15000.0,0.0,15000.0
3374,5000004023,1000003014,20240510,1,1,12600.0,1260.0,11340.0
3375,5000004024,1000003015,20250425,2,2,16500.0,3300.0,29700.0
3376,5000004025,1000003015,20250425,2,1,15000.0,1500.0,13500.0
3377,5000004026,1000003016,20241217,2,2,15000.0,600.0,29400.0
3378,5000004027,1000003016,20241217,2,1,13500.0,270.0,13230.0
3379,5000004028,1000003016,20241217,1,2,12000.0,0.0,24000.0
3380,5000004029,1000003017,20250314,2,1,15000.0,300.0,14700.0
3381,5000004030,1000003017,20250314,2,2,15750.0,3150.0,28350.0
3382,5000004031,1000003018,20240211,1,3,12600.0,1890.0,35910.0
3383,5000004032,1000003019,20240214,2,2,15750.0,3150.0,28350.0
3384,5000004033,1000003019,20240214,2,2,16500.0,660.0,32340.0
3385,5000004035,1000003021,20250621,2,3,13500.0,2025.0,38475.0
3386,5000004041,1000003024,20240101,1,1,12600.0,252.0,12348.0
3387,5000004042,1000003025,20250416,1,1,12000.0,600.0,11400.0
3388,5000004043,1000003025,20250416,1,1,12600.0,1260.0,11340.0
3389,5000004044,1000003026,20250126,2,1,15000.0,750.0,14250.0
3390,5000004045,1000003027,20240419,2,2,16500.0,0.0,33000.0
3391,5000004047,1000003029,20250425,2,2,15000.0,1500.0,28500.0
3392,5000004048,1000003030,20250531,2,3,16500.0,2475.0,47025.0
3393,5000004049,1000003030,20250531,2,1,15750.0,1575.0,14175.0
3394,5000004050,1000003031,20241211,2,2,15750.0,3150.0,28350.0
3395,5000004051,1000003031,20241211,2,1,13500.0,1350.0,12150.0
3396,5000004052,1000003032,20241026,2,2,15000.0,3000.0,27000.0
3397,5000004053,1000003033,20240509,1,2,10800.0,0.0,21600.0
3398,5000004054,1000003033,20240509,2,3,15000.0,900.0,44100.0
3399,5000004055,1000003034,20240801,1,2,12000.0,1200.0,22800.0
3400,5000004056,1000003034,20240801,2,1,15000.0,1500.0,13500.0
3401,5000004057,1000003035,20241204,1,1,12000.0,0.0,12000.0
3402,5000004058,1000003035,20241204,1,2,12000.0,480.0,23520.0
3403,5000004059,1000003036,20250623,1,2,12000.0,0.0,24000.0
3404,5000004060,1000003036,20250623,2,2,15000.0,1500.0,28500.0
3405,5000004061,1000003037,20250519,1,2,12000.0,0.0,24000.0
3406,5000004062,1000003038,20250322,2,3,15000.0,0.0,45000.0
3407,5000004063,1000003038,20250322,2,1,15750.0,787.5,14962.5
3408,5000004064,1000003038,20250322,2,2,15000.0,3000.0,27000.0
3409,5000004065,1000003039,20250523,2,2,15750.0,1575.0,29925.0
3410,5000004066,1000003040,20250629,2,3,15750.0,945.0,46305.0
3411,5000004067,1000003040,20250629,1,1,12000.0,600.0,11400.0
3412,5000004068,1000003041,20240626,1,3,10800.0,648.0,31752.0
3413,5000004069,1000003042,20240227,1,3,12000.0,1800.0,34200.0
3414,5000004070,1000003043,20250624,1,1,12600.0,252.0,12348.0
3415,5000004071,1000003043,20250624,2,2,15000.0,3000.0,27000.0
3416,5000004072,1000003043,20250624,2,1,15000.0,750.0,14250.0
3417,5000004073,1000003044,20241210,1,3,12600.0,3780.0,34020.0
3418,5000004074,1000003044,20241210,2,1,15000.0,750.0,14250.0
3419,5000004075,1000003044,20241210,2,3,13500.0,4050.0,36450.0
3420,5000004077,1000003046,20240101,2,3,16500.0,990.0,48510.0
3421,5000004078,1000003047,20241024,1,2,13200.0,0.0,26400.0
3422,5000004079,1000003048,20241105,2,3,15000.0,0.0,45000.0
3423,5000004080,1000003049,20240822,1,3,12000.0,720.0,35280.0
3424,5000004081,1000003049,20240822,2,1,15000.0,300.0,14700.0
3425,5000004082,1000003050,20250824,1,2,12600.0,504.0,24696.0
3426,5000004083,1000003051,20250828,2,2,15000.0,1500.0,28500.0
3427,5000004084,1000003051,20250828,2,1,15000.0,300.0,14700.0
3428,5000004085,1000003051,20250828,2,1,15000.0,750.0,14250.0
3429,5000004086,1000003052,20250706,2,1,15000.0,300.0,14700.0
3430,5000004087,1000003053,20250915,1,1,12600.0,252.0,12348.0
3431,5000004088,1000003054,20241209,1,3,10800.0,1620.0,30780.0
3432,5000004089,1000003055,20240914,1,3,12600.0,3780.0,34020.0
3433,5000004090,1000003055,20240914,2,3,15750.0,4725.0,42525.0
3434,5000004091,1000003056,20250408,2,3,15000.0,0.0,45000.0
3435,5000004092,1000003057,20250216,2,2,15000.0,1500.0,28500.0
3436,5000004093,1000003058,20240213,1,1,12000.0,0.0,12000.0
3437,5000004094,1000003059,20240822,1,3,12000.0,720.0,35280.0
3438,5000004095,1000003060,20250906,1,2,12600.0,1260.0,23940.0
3439,5000004096,1000003061,20240212,2,2,15000.0,0.0,30000.0
3440,5000004097,1000003061,20240212,1,1,12000.0,600.0,11400.0
