id,customer_id,started_at_date_id,started_at_time,ended_at_date_id,ended_at_time,source,device
11000019729,-1,722,10:34:45,722.0,11:10:45,direct,mobile
11000019730,124,495,06:32:52,495.0,07:21:52,email,desktop
11000019731,629,446,04:17:54,446.0,05:16:54,direct,desktop
11000019732,-1,676,22:57:05,676.0,23:41:05,ads,tablet
11000019733,-1,332,11:38:04,332.0,12:27:04,ads,mobile
11000019734,1005,873,13:40:00,873.0,14:14:00,social,mobile
11000019735,1120,464,12:37:19,464.0,13:18:19,ads,mobile
11000019736,1212,291,22:42:18,291.0,23:33:18,direct,desktop
11000019737,186,710,03:28:58,710.0,04:23:58,direct,mobile
11000019738,377,561,10:00:58,561.0,10:54:58,direct,desktop
11000019739,871,728,08:27:07,728.0,08:32:07,direct,desktop
11000019740,1438,380,07:38:52,,00:00:00,social,mobile
11000019741,405,844,07:51:53,844.0,08:49:53,direct,mobile
11000019742,-1,763,01:25:23,763.0,01:48:23,direct,mobile
11000019743,-1,391,03:24:40,391.0,03:53:40,email,mobile
11000019744,-1,832,10:01:00,832.0,10:03:00,ads,mobile
11000019745,-1,525,07:15:18,525.0,07:38:18,direct,desktop
11000019746,1424,248,19:34:59,248.0,19:49:59,ads,mobile
11000019747,-1,316,22:29:44,,00:00:00,ads,mobile
11000019748,480,843,23:23:41,843.0,23:26:41,direct,tablet
11000019749,-1,394,13:34:52,394.0,13:49:52,email,desktop
11000019750,-1,515,06:12:01,515.0,06:53:01,social,mobile
11000019751,84,635,10:42:01,635.0,10:44:01,ads,tablet
11000019752,140,755,13:47:19,755.0,14:03:19,direct,mobile
11000019753,-1,822,20:05:46,822.0,21:02:46,social,mobile
11000019754,-1,724,23:51:58,725.0,00:36:58,ads,mobile
11000019755,99,818,12:29:50,818.0,13:24:50,ads,mobile
11000019756,-1,420,16:10:14,420.0,16:36:14,direct,desktop
11000019757,813,689,03:32:10,689.0,04:13:10,ads,desktop
11000019758,209,662,21:53:20,662.0,22:03:20,referral,mobile
11000019759,-1,864,05:00:07,864.0,05:51:07,referral,mobile
11000019760,1364,407,14:05:19,407.0,15:00:19,direct,mobile
11000019761,76,585,19:53:51,585.0,20:30:51,referral,desktop
11000019762,1442,488,19:42:53,488.0,19:48:53,ads,mobile
11000019763,553,293,19:53:49,293.0,19:54:49,ads,desktop
11000019764,390,750,23:54:05,751.0,00:16:05,ads,mobile
11000019765,78,518,03:06:02,518.0,03:32:02,ads,desktop
11000019766,1136,266,16:53:11,,00:00:00,direct,mobile
11000019767,1348,621,20:17:00,621.0,20:56:00,direct,desktop
11000019768,1430,427,17:37:12,427.0,18:28:12,social,mobile
11000019769,4,678,02:52:45,678.0,03:44:45,email,desktop
11000019770,1340,288,22:41:42,288.0,23:38:42,referral,mobile
11000019771,1481,384,23:17:37,384.0,23:41:37,referral,desktop
11000019772,26,512,12:09:35,512.0,12:30:35,email,desktop
11000019773,672,374,14:19:27,,00:00:00,referral,mobile
11000019774,-1,732,07:24:03,732.0,07:38:03,ads,mobile
11000019775,208,262,15:02:03,262.0,15:40:03,ads,tablet
11000019776,891,613,18:51:25,613.0,19:28:25,direct,mobile
11000019777,943,863,09:15:28,863.0,10:12:28,social,mobile
11000019778,-1,303,23:09:16,303.0,23:40:16,direct,mobile
11000019779,-1,246,21:20:27,246.0,22:01:27,email,mobile
11000019780,-1,316,22:49:25,316.0,23:27:25,direct,tablet
11000019781,544,631,22:02:54,631.0,22:53:54,referral,mobile
11000019782,-1,563,22:40:30,563.0,22:52:30,ads,desktop
11000019783,-1,568,23:28:50,568.0,23:50:50,ads,mobile
11000019784,1418,761,12:12:15,761.0,12:34:15,direct,mobile
11000019785,-1,488,01:12:58,488.0,01:29:58,referral,mobile
11000019786,1000,801,06:44:27,801.0,07:37:27,direct,mobile
11000019787,710,523,21:40:21,523.0,22:02:21,direct,desktop
11000019788,527,875,10:52:29,875.0,11:27:29,email,mobile
11000019789,1379,445,11:24:39,445.0,11:48:39,referral,mobile
11000019790,409,698,19:57:24,698.0,20:35:24,ads,mobile
11000019791,-1,443,02:12:47,443.0,02:35:47,ads,mobile
11000019792,-1,453,12:27:02,453.0,13:01:02,email,mobile
11000019793,1166,444,18:10:49,444.0,18:40:49,ads,mobile
11000019794,926,488,14:07:39,488.0,14:49:39,ads,desktop
11000019795,-1,261,05:38:33,261.0,06:22:33,ads,mobile
11000019796,-1,793,16:30:22,793.0,16:50:22,direct,mobile
11000019797,-1,794,13:44:17,794.0,14:09:17,direct,desktop
11000019798,619,339,12:58:06,339.0,13:50:06,ads,mobile
11000019799,54,315,17:05:47,315.0,17:43:47,ads,mobile
11000019800,17,343,06:40:34,343.0,06:59:34,ads,mobile
11000019801,1260,762,02:39:30,,00:00:00,direct,mobile
11000019802,-1,293,10:01:25,293.0,10:17:25,referral,desktop
11000019803,63,317,20:02:31,317.0,20:11:31,direct,desktop
11000019804,-1,729,16:58:31,729.0,17:41:31,email,mobile
11000019805,962,531,05:23:05,531.0,06:15:05,referral,mobile
11000019806,80,834,14:07:35,834.0,14:58:35,ads,mobile
11000019807,784,611,07:58:30,611.0,08:08:30,referral,mobile
11000019808,1388,726,04:29:15,726.0,04:52:15,email,desktop
11000019809,1272,577,03:06:14,577.0,03:13:14,social,desktop
11000019810,-1,325,11:06:45,325.0,11:37:45,ads,mobile
11000019811,-1,317,16:12:01,317.0,16:39:01,direct,mobile
11000019812,-1,275,16:05:24,275.0,16:43:24,referral,desktop
11000019813,-1,428,02:26:47,,00:00:00,direct,mobile
11000019814,70,270,04:31:40,270.0,05:29:40,direct,mobile
11000019815,318,259,19:17:29,259.0,19:35:29,direct,desktop
11000019816,-1,725,18:37:08,725.0,18:52:08,direct,desktop
11000019817,-1,566,07:06:55,566.0,07:45:55,ads,mobile
11000019818,1224,289,16:06:47,289.0,16:59:47,direct,mobile
11000019819,-1,395,22:10:34,395.0,22:26:34,referral,desktop
11000019820,1065,392,21:55:57,392.0,22:02:57,referral,desktop
11000019821,788,309,16:21:42,309.0,17:21:42,direct,desktop
11000019822,746,863,16:15:26,863.0,16:24:26,ads,desktop
11000019823,-1,682,01:23:07,682.0,01:35:07,email,mobile
11000019824,1221,548,03:24:38,548.0,03:37:38,referral,desktop
11000019825,72,832,06:30:50,832.0,06:58:50,email,desktop
11000019826,1344,836,04:16:32,836.0,04:20:32,ads,mobile
11000019827,636,333,23:16:23,333.0,23:51:23,ads,mobile
11000019828,225,553,21:38:33,553.0,22:06:33,direct,mobile
11000019829,1104,364,17:16:15,364.0,17:52:15,ads,mobile
11000019830,898,692,23:13:38,692.0,23:51:38,ads,desktop
11000019831,167,718,02:01:23,718.0,02:22:23,direct,mobile
11000019832,557,366,02:43:14,366.0,03:43:14,direct,mobile
11000019833,255,433,16:57:41,433.0,17:46:41,social,desktop
11000019834,561,476,12:11:27,476.0,12:36:27,direct,mobile
11000019835,-1,403,16:03:57,403.0,16:30:57,email,mobile
11000019836,1271,301,20:36:46,301.0,21:06:46,ads,desktop
11000019837,672,490,04:17:30,490.0,05:04:30,ads,mobile
11000019838,-1,783,16:37:50,783.0,17:03:50,direct,desktop
11000019839,395,630,18:36:37,,00:00:00,ads,mobile
11000019840,1464,429,12:48:52,429.0,13:13:52,email,mobile
11000019841,-1,262,10:29:51,262.0,10:47:51,social,desktop
11000019842,325,663,16:09:26,663.0,16:25:26,email,mobile
11000019843,1173,496,12:34:55,496.0,12:58:55,referral,desktop
11000019844,1312,744,13:53:34,744.0,13:55:34,ads,desktop
11000019845,-1,571,20:19:20,571.0,20:44:20,direct,mobile
11000019846,-1,468,08:21:02,468.0,09:21:02,ads,desktop
11000019847,-1,391,04:53:05,391.0,05:05:05,direct,mobile
11000019848,-1,433,21:03:09,433.0,21:11:09,referral,desktop
11000019849,1496,401,17:59:43,401.0,18:47:43,ads,desktop
11000019850,1327,870,21:36:14,870.0,22:01:14,ads,mobile
11000019851,-1,533,05:42:03,533.0,05:50:03,direct,mobile
11000019852,71,287,10:23:52,287.0,10:38:52,direct,mobile
11000019853,-1,279,23:41:17,280.0,00:22:17,email,desktop
11000019854,-1,428,22:57:38,428.0,23:50:38,social,mobile
11000019855,707,271,04:17:40,271.0,04:41:40,referral,mobile
11000019856,113,611,08:08:19,611.0,09:07:19,ads,tablet
11000019857,-1,614,02:56:26,614.0,03:17:26,direct,mobile
11000019858,-1,371,13:14:20,371.0,13:39:20,direct,mobile
11000019859,159,699,05:15:12,699.0,05:23:12,email,mobile
11000019860,450,798,08:11:20,798.0,08:24:20,referral,mobile
11000019861,379,412,14:32:55,412.0,15:15:55,direct,mobile
11000019862,1149,692,01:41:35,692.0,02:15:35,ads,desktop
11000019863,-1,814,11:03:52,814.0,11:44:52,direct,mobile
11000019864,146,291,07:49:53,291.0,08:16:53,ads,mobile
11000019865,763,829,16:12:37,829.0,16:58:37,ads,desktop
11000019866,-1,758,07:25:32,758.0,07:49:32,email,mobile
11000019867,1392,779,09:41:40,779.0,09:58:40,email,desktop
11000019868,1303,823,00:03:02,823.0,00:59:02,direct,desktop
11000019869,942,484,15:33:21,484.0,16:26:21,direct,desktop
11000019870,524,715,09:33:11,715.0,10:22:11,ads,mobile
11000019871,-1,615,15:06:06,615.0,15:18:06,ads,mobile
11000019872,676,312,18:51:50,312.0,18:56:50,ads,mobile
11000019873,301,843,15:32:54,843.0,15:39:54,ads,mobile
11000019874,-1,683,21:59:00,683.0,22:59:00,ads,mobile
11000019875,960,803,21:50:24,803.0,22:45:24,email,mobile
11000019876,1065,515,04:08:03,515.0,05:00:03,ads,desktop
11000019877,-1,423,03:43:26,423.0,04:20:26,referral,desktop
11000019878,793,286,08:40:13,286.0,09:03:13,direct,mobile
11000019879,547,704,22:01:51,704.0,22:23:51,ads,mobile
11000019880,598,773,16:29:36,773.0,17:08:36,ads,mobile
11000019881,164,660,15:52:38,660.0,16:04:38,direct,mobile
11000019882,-1,611,17:04:24,611.0,17:31:24,direct,desktop
11000019883,304,394,17:19:43,394.0,17:56:43,ads,mobile
11000019884,-1,692,07:54:08,692.0,08:13:08,social,mobile
11000019885,64,413,05:27:53,413.0,05:45:53,ads,desktop
11000019886,530,727,00:20:39,727.0,00:35:39,ads,mobile
11000019887,-1,299,04:16:35,299.0,04:59:35,referral,mobile
11000019888,-1,461,18:12:36,461.0,18:29:36,ads,mobile
11000019889,648,349,14:33:33,349.0,14:40:33,ads,desktop
11000019890,395,573,20:15:16,573.0,20:55:16,direct,mobile
11000019891,500,337,01:49:47,337.0,02:19:47,ads,mobile
11000019892,82,691,04:34:31,691.0,04:42:31,ads,mobile
11000019893,-1,356,11:33:26,356.0,11:39:26,direct,mobile
11000019894,-1,566,00:36:38,566.0,00:56:38,ads,mobile
11000019895,870,450,02:53:58,450.0,03:43:58,direct,mobile
11000019896,-1,687,18:46:14,687.0,19:09:14,referral,mobile
11000019897,1360,655,12:53:32,655.0,13:23:32,ads,mobile
11000019898,1481,388,13:18:11,388.0,13:44:11,social,mobile
11000019899,535,691,19:40:26,691.0,19:50:26,direct,desktop
11000019900,177,457,08:57:11,457.0,09:56:11,social,mobile
11000019901,128,247,20:47:41,247.0,21:31:41,direct,mobile
11000019902,1459,358,01:33:49,358.0,01:45:49,referral,mobile
11000019903,563,512,09:56:59,512.0,10:33:59,email,mobile
11000019904,972,801,01:50:23,801.0,02:07:23,direct,mobile
11000019905,-1,758,05:26:21,758.0,06:21:21,ads,mobile
11000019906,657,865,11:39:18,865.0,11:54:18,ads,mobile
11000019907,1084,558,16:25:01,558.0,16:53:01,ads,desktop
11000019908,848,565,15:15:25,565.0,15:44:25,referral,mobile
11000019909,-1,434,13:08:23,434.0,13:47:23,direct,mobile
11000019910,28,491,08:34:15,491.0,08:56:15,direct,mobile
11000019911,374,792,15:54:11,792.0,16:14:11,direct,mobile
11000019912,308,605,17:47:19,605.0,18:02:19,social,mobile
11000019913,-1,606,04:48:56,606.0,05:02:56,email,desktop
11000019914,-1,447,21:20:55,447.0,21:38:55,social,mobile
11000019915,-1,260,16:28:04,260.0,17:03:04,ads,mobile
11000019916,166,842,06:58:52,842.0,07:54:52,email,mobile
11000019917,1104,466,15:03:39,,00:00:00,direct,desktop
11000019918,819,384,05:46:51,384.0,06:06:51,email,desktop
11000019919,1207,625,10:19:51,625.0,10:59:51,direct,desktop
11000019920,761,456,23:19:59,456.0,23:40:59,ads,desktop
11000019921,1225,611,16:21:52,611.0,16:22:52,social,mobile
11000019922,491,744,21:40:14,744.0,22:06:14,ads,mobile
11000019923,94,370,22:42:03,370.0,23:00:03,direct,mobile
11000019924,-1,306,01:50:02,306.0,02:41:02,direct,tablet
11000019925,683,747,10:12:22,747.0,10:27:22,direct,mobile
11000019926,1233,807,07:55:19,807.0,08:00:19,direct,desktop
11000019927,1220,844,07:21:39,844.0,07:49:39,direct,desktop
11000019928,1176,699,03:32:03,699.0,03:34:03,direct,mobile
11000019929,856,344,11:20:55,344.0,11:58:55,referral,desktop
11000019930,217,244,14:53:00,244.0,14:59:00,referral,mobile
11000019931,276,389,20:29:18,389.0,20:52:18,direct,mobile
11000019932,1446,651,05:49:50,651.0,06:19:50,social,mobile
11000019933,832,758,02:18:00,758.0,02:32:00,ads,desktop
11000019934,-1,766,01:41:19,766.0,01:43:19,email,mobile
11000019935,984,802,08:26:48,802.0,08:32:48,direct,mobile
11000019936,1190,799,12:34:42,,00:00:00,social,desktop
11000019937,731,734,01:47:08,,00:00:00,direct,mobile
11000019938,-1,681,04:39:00,681.0,04:56:00,social,desktop
11000019939,143,504,05:50:05,504.0,06:00:05,ads,mobile
11000019940,994,714,06:12:11,714.0,06:53:11,ads,desktop
11000019941,861,367,06:42:07,,00:00:00,direct,desktop
11000019942,19,339,10:31:13,339.0,10:34:13,email,mobile
11000019943,-1,706,12:17:51,706.0,12:45:51,social,mobile
11000019944,1,333,05:46:08,333.0,06:45:08,email,desktop
11000019945,967,475,21:52:52,475.0,22:14:52,ads,mobile
11000019946,1304,767,20:14:13,767.0,21:05:13,direct,mobile
11000019947,1015,751,01:24:12,751.0,01:44:12,direct,mobile
11000019948,675,294,20:14:15,294.0,20:55:15,ads,mobile
11000019949,1473,537,04:03:25,537.0,04:15:25,direct,mobile
11000019950,352,723,00:00:54,723.0,00:09:54,direct,mobile
11000019951,-1,667,13:50:56,667.0,13:54:56,direct,desktop
11000019952,1133,279,17:57:10,279.0,18:55:10,direct,mobile
11000019953,-1,586,07:08:12,586.0,07:09:12,ads,mobile
11000019954,-1,434,11:33:53,434.0,11:42:53,direct,mobile
11000019955,800,691,03:24:00,691.0,04:14:00,email,desktop
11000019956,-1,465,08:26:48,465.0,08:43:48,referral,mobile
11000019957,427,318,07:32:18,318.0,08:16:18,direct,desktop
11000019958,-1,331,10:18:55,331.0,11:14:55,social,desktop
11000019959,1262,667,18:38:30,667.0,18:46:30,social,mobile
11000019960,742,417,23:19:22,417.0,23:21:22,referral,desktop
11000019961,-1,637,07:07:16,,00:00:00,social,mobile
11000019962,-1,358,18:35:43,358.0,18:58:43,referral,mobile
11000019963,1183,715,02:31:08,715.0,02:51:08,direct,mobile
11000019964,876,720,07:12:03,720.0,07:50:03,social,desktop
11000019965,-1,706,15:20:10,706.0,15:54:10,direct,desktop
11000019966,-1,809,10:31:14,809.0,11:15:14,direct,desktop
11000019967,708,754,13:42:48,754.0,14:15:48,ads,desktop
11000019968,1033,635,02:27:33,635.0,02:53:33,ads,desktop
11000019969,1276,667,16:44:28,667.0,17:28:28,direct,desktop
11000019970,310,663,12:53:44,663.0,13:01:44,direct,desktop
11000019971,1344,445,15:46:41,445.0,16:36:41,direct,mobile
11000019972,498,812,23:52:24,813.0,00:45:24,direct,desktop
11000019973,-1,619,05:11:42,619.0,05:46:42,direct,mobile
11000019974,-1,607,13:20:09,607.0,13:21:09,ads,desktop
11000019975,735,648,13:22:00,648.0,14:08:00,ads,mobile
11000019976,428,804,18:27:20,804.0,19:01:20,ads,mobile
11000019977,-1,720,16:54:38,720.0,17:34:38,direct,mobile
11000019978,1417,390,15:30:39,390.0,15:44:39,direct,mobile
11000019979,697,482,19:28:28,482.0,19:37:28,direct,desktop
11000019980,-1,508,09:01:45,508.0,09:24:45,email,mobile
11000019981,-1,643,16:01:08,643.0,16:31:08,direct,desktop
11000019982,1192,732,13:53:54,732.0,14:43:54,email,mobile
11000019983,868,836,05:58:27,836.0,06:07:27,social,mobile
11000019984,816,517,19:30:02,517.0,20:24:02,ads,mobile
11000019985,520,277,06:55:55,277.0,07:55:55,ads,desktop
11000019986,607,764,07:11:11,764.0,07:20:11,direct,desktop
11000019987,-1,741,22:23:35,741.0,22:55:35,direct,mobile
11000019988,-1,625,20:15:55,625.0,20:27:55,referral,desktop
11000019989,277,335,23:11:35,335.0,23:44:35,ads,mobile
11000019990,685,332,21:35:08,332.0,22:06:08,direct,desktop
11000019991,683,369,04:17:31,369.0,04:32:31,social,mobile
11000019992,1238,587,12:27:27,587.0,12:59:27,direct,mobile
11000019993,616,531,00:16:52,531.0,00:26:52,direct,desktop
11000019994,-1,285,03:47:17,285.0,04:02:17,ads,mobile
11000019995,-1,413,17:53:13,413.0,18:44:13,social,mobile
11000019996,-1,569,08:13:48,569.0,08:33:48,direct,mobile
11000019997,-1,833,06:26:35,,00:00:00,ads,desktop
11000019998,362,523,16:13:11,523.0,17:09:11,ads,mobile
11000019999,1445,753,05:46:03,753.0,06:00:03,ads,desktop
11000020000,1185,869,22:41:13,869.0,22:49:13,social,desktop
11000020001,26,454,16:00:19,454.0,16:23:19,referral,mobile
11000020002,695,424,01:11:39,424.0,01:35:39,referral,mobile
11000020003,-1,254,15:00:36,254.0,15:34:36,referral,tablet
11000020004,-1,614,08:51:29,614.0,09:01:29,direct,desktop
11000020005,630,815,05:54:16,815.0,06:51:16,email,mobile
11000020006,804,646,01:31:19,646.0,02:28:19,social,desktop
11000020007,715,723,19:18:24,723.0,19:43:24,ads,desktop
11000020008,-1,514,01:05:44,514.0,01:27:44,direct,mobile
11000020009,-1,452,03:32:10,452.0,03:43:10,referral,mobile
11000020010,-1,479,04:02:51,,00:00:00,social,mobile
11000020011,508,482,13:03:17,482.0,13:39:17,referral,mobile
11000020012,84,776,12:41:20,776.0,13:15:20,social,mobile
11000020013,-1,355,18:56:19,,00:00:00,ads,desktop
11000020014,-1,672,14:23:15,672.0,15:23:15,direct,mobile
11000020015,1497,437,16:19:46,437.0,16:45:46,email,mobile
11000020016,-1,815,00:57:02,815.0,01:19:02,ads,mobile
11000020017,667,470,21:13:37,470.0,21:50:37,ads,desktop
11000020018,884,877,21:23:09,877.0,21:32:09,ads,mobile
11000020019,474,330,01:56:42,330.0,02:16:42,email,desktop
11000020020,207,728,15:27:24,728.0,15:40:24,direct,mobile
11000020021,-1,610,03:44:09,610.0,04:28:09,social,mobile
11000020022,-1,427,19:26:46,427.0,19:39:46,direct,desktop
11000020023,-1,452,05:03:11,452.0,05:26:11,ads,desktop
11000020024,127,258,04:38:49,258.0,04:56:49,email,mobile
11000020025,674,524,16:48:26,524.0,17:32:26,referral,mobile
11000020026,329,363,11:23:53,363.0,11:53:53,direct,desktop
11000020027,662,640,22:21:57,640.0,23:14:57,ads,desktop
11000020028,1133,451,20:02:24,451.0,20:31:24,direct,mobile
11000020029,513,754,10:19:04,754.0,10:55:04,referral,mobile
11000020030,-1,597,02:53:25,597.0,03:38:25,direct,mobile
11000020031,144,635,15:09:42,635.0,16:00:42,social,mobile
11000020032,-1,480,01:51:43,480.0,02:14:43,direct,desktop
11000020033,-1,283,05:46:09,283.0,06:03:09,ads,tablet
11000020034,1263,703,03:55:13,703.0,04:51:13,direct,mobile
11000020035,-1,577,16:40:42,577.0,17:40:42,direct,mobile
11000020036,1208,423,00:58:02,423.0,01:28:02,direct,desktop
11000020037,-1,634,11:41:00,634.0,11:42:00,direct,tablet
11000020038,941,786,13:34:45,786.0,14:10:45,ads,mobile
11000020039,1217,507,19:54:36,507.0,20:50:36,direct,desktop
11000020040,713,288,02:30:18,288.0,03:29:18,direct,mobile
11000020041,1355,521,14:49:16,521.0,14:57:16,email,desktop
11000020042,1144,595,03:08:03,595.0,03:37:03,email,mobile
11000020043,-1,591,03:05:11,591.0,03:16:11,ads,desktop
11000020044,123,520,05:31:34,520.0,06:04:34,direct,desktop
11000020045,385,520,18:58:56,520.0,19:47:56,ads,mobile
11000020046,1157,448,18:14:59,448.0,18:28:59,ads,desktop
11000020047,-1,246,12:49:34,246.0,13:46:34,email,mobile
11000020048,1215,868,23:03:58,868.0,23:48:58,ads,mobile
11000020049,823,684,04:26:41,684.0,05:25:41,ads,mobile
11000020050,1232,617,15:50:58,617.0,16:35:58,direct,desktop
11000020051,-1,306,15:29:34,,00:00:00,ads,desktop
11000020052,966,783,00:42:45,783.0,01:17:45,direct,desktop
11000020053,-1,705,05:26:07,705.0,05:47:07,direct,desktop
11000020054,-1,322,00:53:45,322.0,00:57:45,direct,desktop
11000020055,138,315,13:19:42,315.0,14:04:42,ads,desktop
11000020056,1017,792,17:10:09,792.0,17:16:09,direct,mobile
11000020057,-1,755,17:54:42,755.0,18:31:42,ads,mobile
11000020058,-1,614,06:54:54,614.0,07:31:54,direct,mobile
11000020059,1054,562,01:40:06,562.0,02:27:06,direct,desktop
11000020060,1069,827,03:29:45,827.0,04:08:45,social,mobile
11000020061,-1,337,20:27:25,337.0,20:31:25,direct,tablet
11000020062,-1,686,12:23:15,686.0,12:24:15,direct,desktop
11000020063,-1,405,19:42:57,405.0,20:06:57,email,tablet
11000020064,1451,496,20:29:23,496.0,20:31:23,ads,tablet
11000020065,1493,409,12:31:08,409.0,12:45:08,social,mobile
11000020066,-1,263,14:17:38,263.0,14:49:38,referral,desktop
11000020067,1424,528,21:55:48,528.0,22:17:48,referral,mobile
11000020068,169,426,12:00:45,,00:00:00,social,desktop
11000020069,1125,546,10:11:41,546.0,10:34:41,direct,mobile
11000020070,379,676,17:38:08,676.0,17:43:08,ads,desktop
11000020071,854,475,22:40:18,475.0,23:33:18,direct,desktop
11000020072,-1,421,23:24:40,421.0,23:46:40,ads,mobile
11000020073,729,501,05:09:08,501.0,05:41:08,direct,mobile
11000020074,839,552,01:11:03,552.0,02:03:03,direct,mobile
11000020075,742,684,11:58:05,684.0,12:27:05,email,mobile
11000020076,191,611,05:51:16,611.0,05:54:16,direct,mobile
11000020077,1393,774,17:30:11,774.0,17:34:11,ads,mobile
11000020078,495,472,02:05:37,472.0,02:08:37,referral,mobile
11000020079,-1,773,09:30:27,773.0,09:52:27,direct,mobile
11000020080,1228,662,15:20:00,662.0,16:04:00,direct,mobile
11000020081,-1,505,10:08:38,,00:00:00,direct,desktop
11000020082,-1,564,04:14:47,564.0,04:42:47,ads,desktop
11000020083,222,337,00:51:55,337.0,01:15:55,email,mobile
11000020084,374,424,16:36:05,424.0,17:14:05,ads,mobile
11000020085,-1,643,05:57:31,643.0,06:27:31,referral,mobile
11000020086,894,420,00:59:33,420.0,01:26:33,ads,mobile
11000020087,1040,580,01:58:10,580.0,02:02:10,ads,mobile
11000020088,674,829,00:22:37,829.0,01:14:37,direct,mobile
11000020089,695,372,04:32:35,372.0,05:21:35,direct,desktop
11000020090,396,404,18:56:45,,00:00:00,referral,mobile
11000020091,956,850,18:35:53,850.0,19:01:53,social,mobile
11000020092,1282,436,13:40:04,436.0,14:23:04,direct,mobile
11000020093,-1,675,23:47:04,676.0,00:07:04,direct,mobile
11000020094,1152,619,07:55:33,,00:00:00,direct,desktop
11000020095,246,485,01:29:10,485.0,02:29:10,direct,desktop
11000020096,-1,498,13:49:39,498.0,14:01:39,social,mobile
11000020097,731,768,05:20:49,768.0,05:52:49,direct,mobile
11000020098,1387,726,22:12:48,726.0,22:42:48,email,mobile
11000020099,1063,582,14:50:03,582.0,15:44:03,ads,mobile
11000020100,332,568,11:26:40,568.0,11:46:40,referral,desktop
11000020101,484,744,07:25:57,744.0,07:28:57,ads,desktop
11000020102,78,651,03:26:23,651.0,04:12:23,direct,desktop
11000020103,709,609,13:59:29,609.0,14:53:29,referral,mobile
11000020104,-1,411,19:41:22,411.0,19:53:22,email,desktop
11000020105,-1,360,19:16:23,360.0,19:48:23,ads,mobile
11000020106,990,539,23:15:14,540.0,00:11:14,ads,mobile
11000020107,-1,607,19:01:58,607.0,20:01:58,ads,desktop
11000020108,1150,257,13:21:28,257.0,13:53:28,ads,mobile
11000020109,-1,681,02:34:59,681.0,03:22:59,referral,mobile
11000020110,-1,339,07:11:30,339.0,07:51:30,direct,mobile
11000020111,-1,835,05:28:19,835.0,06:17:19,ads,mobile
11000020112,757,371,11:54:53,371.0,12:52:53,referral,desktop
11000020113,-1,253,18:59:46,253.0,19:21:46,referral,desktop
11000020114,528,879,22:24:39,,00:00:00,ads,mobile
11000020115,-1,519,18:10:08,519.0,18:29:08,direct,mobile
11000020116,599,526,21:14:04,526.0,21:16:04,direct,desktop
11000020117,742,859,16:38:30,859.0,16:43:30,referral,mobile
11000020118,-1,794,17:06:09,794.0,17:18:09,ads,tablet
11000020119,906,624,00:45:47,624.0,00:48:47,social,desktop
11000020120,711,291,06:52:49,291.0,07:03:49,ads,mobile
11000020121,461,806,14:32:31,806.0,14:47:31,ads,mobile
11000020122,-1,402,00:18:13,402.0,00:26:13,direct,desktop
11000020123,-1,838,04:30:19,838.0,04:51:19,referral,mobile
11000020124,139,490,07:17:03,490.0,07:19:03,ads,desktop
11000020125,-1,531,21:03:12,531.0,21:56:12,ads,desktop
11000020126,343,802,06:29:51,802.0,06:50:51,referral,mobile
11000020127,-1,271,18:49:53,,00:00:00,referral,mobile
11000020128,-1,770,18:31:52,770.0,19:21:52,ads,mobile
11000020129,-1,839,02:50:52,839.0,03:47:52,direct,mobile
11000020130,-1,768,08:28:00,768.0,09:06:00,direct,mobile
11000020131,-1,852,03:38:25,852.0,03:59:25,ads,tablet
11000020132,53,852,12:53:03,852.0,12:55:03,ads,mobile
11000020133,-1,812,21:04:19,812.0,21:39:19,ads,mobile
11000020134,-1,528,08:36:23,528.0,09:22:23,direct,mobile
11000020135,606,298,07:54:53,298.0,08:22:53,email,mobile
11000020136,-1,442,08:53:28,442.0,09:40:28,direct,mobile
11000020137,1139,295,07:36:25,295.0,08:14:25,ads,mobile
11000020138,1373,541,19:25:18,541.0,20:07:18,direct,mobile
11000020139,-1,757,14:40:34,757.0,15:21:34,ads,desktop
11000020140,-1,484,07:04:12,484.0,07:44:12,social,desktop
11000020141,252,601,06:04:28,601.0,06:54:28,referral,mobile
11000020142,592,675,09:28:08,675.0,09:51:08,social,mobile
11000020143,994,523,15:21:16,523.0,15:48:16,email,desktop
11000020144,-1,442,02:40:05,442.0,03:07:05,social,mobile
11000020145,1301,286,21:49:27,286.0,22:38:27,direct,mobile
11000020146,-1,342,14:16:38,342.0,14:37:38,social,desktop
11000020147,478,485,07:11:00,485.0,08:00:00,ads,mobile
11000020148,714,379,19:44:00,379.0,20:17:00,direct,mobile
11000020149,-1,495,22:39:19,495.0,23:07:19,direct,mobile
11000020150,1162,601,08:07:13,601.0,08:32:13,email,mobile
11000020151,-1,874,19:36:21,874.0,20:14:21,direct,mobile
11000020152,128,511,07:41:43,511.0,08:02:43,ads,desktop
11000020153,773,269,10:00:03,269.0,10:39:03,email,desktop
11000020154,115,320,06:45:46,320.0,07:11:46,social,desktop
11000020155,1148,710,05:18:13,710.0,06:10:13,direct,mobile
11000020156,989,705,14:08:39,705.0,14:21:39,ads,desktop
11000020157,675,380,13:49:02,380.0,14:06:02,ads,desktop
11000020158,-1,787,21:51:01,787.0,22:50:01,email,mobile
11000020159,-1,823,04:07:05,823.0,04:37:05,direct,mobile
11000020160,969,703,17:13:36,703.0,18:08:36,direct,mobile
11000020161,286,728,09:11:06,728.0,10:11:06,ads,desktop
