geografia_sk,address_id,city,line1,postal_code,provincia_nombre,provincia_code
410,1406,CABA,Calle 6215,9724.0,Buenos Aires,BA
411,1407,Córdoba,Calle 8873,5301.0,Córdoba,CBA
412,1408,Santa Fe,Calle 7112,2789.0,Santa Fe,SF
413,1409,Mar del Plata,Calle 4710,9501.0,Buenos Aires,BA
414,1410,La Plata,Calle 7657,1248.0,Buenos Aires,BA
415,1411,Santa Fe,Calle 1402,6530.0,Santa Fe,SF
416,1412,La Plata,Calle 5927,1202.0,Buenos Aires,BA
417,1413,Mar del Plata,Calle 5260,8581.0,Buenos Aires,BA
418,1414,La Plata,Calle 607,7694.0,Buenos Aires,BA
419,1415,Córdoba,Calle 4530,2049.0,Córdoba,CBA
420,1416,La Plata,Calle 4253,3858.0,Buenos Aires,BA
421,1417,Rafaela,Calle 813,4018.0,Santa Fe,SF
422,1418,Rafaela,Calle 5200,1996.0,Santa Fe,SF
423,1419,Mendoza,Calle 5790,4845.0,Mendoza,MZA
424,1420,Mar del Plata,Calle 7272,4882.0,Buenos Aires,BA
425,1421,La Plata,Calle 6816,5638.0,Buenos Aires,BA
426,1422,Mar del Plata,Calle 5903,8711.0,Buenos Aires,BA
427,1423,Córdoba,Calle 6035,1418.0,Córdoba,CBA
428,1424,Villa Carlos Paz,Calle 8369,4520.0,Córdoba,CBA
429,1425,Rosario,Calle 2459,2266.0,Santa Fe,SF
430,1426,Río Cuarto,Calle 8983,9646.0,Córdoba,CBA
431,1427,Río Cuarto,Calle 8593,5410.0,Córdoba,CBA
432,1428,Santa Fe,Calle 3999,4782.0,Santa Fe,SF
433,1429,CABA,Calle 3950,6929.0,Buenos Aires,BA
434,1430,Mar del Plata,Calle 1253,4774.0,Buenos Aires,BA
435,1431,Rosario,Calle 9329,7678.0,Santa Fe,SF
436,1432,Villa Carlos Paz,Calle 5597,7692.0,Córdoba,CBA
437,1433,CABA,Calle 9438,3947.0,Buenos Aires,BA
438,1434,CABA,Calle 6859,2654.0,Buenos Aires,BA
439,1435,Santa Fe,Calle 393,3168.0,Santa Fe,SF
440,1436,Santa Fe,Calle 6920,4955.0,Santa Fe,SF
441,1437,La Plata,Calle 9691,1741.0,Buenos Aires,BA
442,1438,Villa Carlos Paz,Calle 7355,8138.0,Córdoba,CBA
443,1439,Rafaela,Calle 2206,3494.0,Santa Fe,SF
444,1440,Villa Carlos Paz,Calle 7431,3895.0,Córdoba,CBA
445,1441,Villa Carlos Paz,Calle 1588,6588.0,Córdoba,CBA
446,1442,Río Cuarto,Calle 9500,6288.0,Córdoba,CBA
447,1443,CABA,Calle 2347,8053.0,Buenos Aires,BA
448,1444,Mar del Plata,Calle 5151,3713.0,Buenos Aires,BA
449,1445,La Plata,Calle 7192,5250.0,Buenos Aires,BA
450,1446,San Rafael,Calle 4566,9334.0,Mendoza,MZA
451,1447,CABA,Calle 8845,9001.0,Buenos Aires,BA
452,1448,La Plata,Calle 9358,9534.0,Buenos Aires,BA
453,1449,Santa Fe,Calle 1796,8281.0,Santa Fe,SF
454,1450,CABA,Calle 2242,6795.0,Buenos Aires,BA
455,1451,Córdoba,Calle 1219,5523.0,Córdoba,CBA
456,1452,Río Cuarto,Calle 1214,1628.0,Córdoba,CBA
457,1453,Mar del Plata,Calle 8541,1130.0,Buenos Aires,BA
458,1454,La Plata,Calle 3608,8702.0,Buenos Aires,BA
459,1455,CABA,Calle 8139,2453.0,Buenos Aires,BA
460,1456,Rafaela,Calle 3510,9039.0,Santa Fe,SF
461,1457,Río Cuarto,Calle 2919,7230.0,Córdoba,CBA
462,1458,Villa Carlos Paz,Calle 8692,4799.0,Córdoba,CBA
463,1459,Villa Carlos Paz,Calle 6426,5840.0,Córdoba,CBA
464,1460,La Plata,Calle 6875,7960.0,Buenos Aires,BA
465,1461,La Plata,Calle 1861,3098.0,Buenos Aires,BA
466,1462,Santa Fe,Calle 9848,1474.0,Santa Fe,SF
467,1463,CABA,Calle 6702,5286.0,Buenos Aires,BA
468,1464,La Plata,Calle 6967,5396.0,Buenos Aires,BA
469,1465,Villa Carlos Paz,Calle 748,4625.0,Córdoba,CBA
470,1466,Mar del Plata,Calle 1808,3117.0,Buenos Aires,BA
471,1467,Mar del Plata,Calle 346,6778.0,Buenos Aires,BA
472,1468,CABA,Calle 8498,3572.0,Buenos Aires,BA
473,1469,Mar del Plata,Calle 3758,6431.0,Buenos Aires,BA
474,1470,Mar del Plata,Calle 4075,9627.0,Buenos Aires,BA
475,1471,La Plata,Calle 693,1397.0,Buenos Aires,BA
476,1472,Río Cuarto,Calle 4052,7190.0,Córdoba,CBA
477,1473,Mar del Plata,Calle 4424,9265.0,Buenos Aires,BA
478,1474,Mar del Plata,Calle 8876,7408.0,Buenos Aires,BA
479,1475,Santa Fe,Calle 5304,5950.0,Santa Fe,SF
480,1476,CABA,Calle 4330,7169.0,Buenos Aires,BA
481,1477,CABA,Calle 6658,5659.0,Buenos Aires,BA
482,1478,La Plata,Calle 283,7106.0,Buenos Aires,BA
483,1479,Villa Carlos Paz,Calle 3672,4802.0,Córdoba,CBA
484,1480,Mar del Plata,Calle 1786,3355.0,Buenos Aires,BA
485,1481,CABA,Calle 3403,2374.0,Buenos Aires,BA
486,1482,La Plata,Calle 8576,1965.0,Buenos Aires,BA
487,1483,La Plata,Calle 5536,7660.0,Buenos Aires,BA
488,1484,CABA,Calle 9215,6128.0,Buenos Aires,BA
489,1485,Mar del Plata,Calle 7914,2721.0,Buenos Aires,BA
490,1486,Villa Carlos Paz,Calle 2086,3722.0,Córdoba,CBA
491,1487,CABA,Calle 640,9594.0,Buenos Aires,BA
492,1488,Mar del Plata,Calle 6851,2926.0,Buenos Aires,BA
493,1489,San Rafael,Calle 4442,3718.0,Mendoza,MZA
494,1490,Mar del Plata,Calle 3350,9509.0,Buenos Aires,BA
495,1491,CABA,Calle 5410,3690.0,Buenos Aires,BA
496,1492,Villa Carlos Paz,Calle 161,3463.0,Córdoba,CBA
497,1493,CABA,Calle 5110,2537.0,Buenos Aires,BA
498,1494,CABA,Calle 1002,2093.0,Buenos Aires,BA
499,1495,Córdoba,Calle 5652,5498.0,Córdoba,CBA
500,1496,Santa Fe,Calle 9576,7607.0,Santa Fe,SF
501,1497,Río Cuarto,Calle 3320,2687.0,Córdoba,CBA
502,1498,La Plata,Calle 9236,6409.0,Buenos Aires,BA
503,1499,San Rafael,Calle 7757,4798.0,Mendoza,MZA
504,1500,Mar del Plata,Calle 2401,1004.0,Buenos Aires,BA
505,1501,CABA,Calle 2245,8728.0,Buenos Aires,BA
506,1502,CABA,Calle 3945,7316.0,Buenos Aires,BA
507,1503,Mar del Plata,Calle 5194,3721.0,Buenos Aires,BA
508,1504,Villa Carlos Paz,Calle 9184,2970.0,Córdoba,CBA
509,1505,Rafaela,Calle 5705,8636.0,Santa Fe,SF
510,1506,Córdoba,Calle 9172,3932.0,Córdoba,CBA
511,1507,La Plata,Calle 8619,6381.0,Buenos Aires,BA
512,1508,Godoy Cruz,Calle 8238,1549.0,Mendoza,MZA
513,1509,Villa Carlos Paz,Calle 720,5492.0,Córdoba,CBA
514,1510,Mendoza,Calle 7714,9033.0,Mendoza,MZA
515,1511,Mar del Plata,Calle 8939,1472.0,Buenos Aires,BA
516,1512,Córdoba,Calle 2157,1918.0,Córdoba,CBA
517,1513,Córdoba,Calle 5149,4181.0,Córdoba,CBA
518,1514,Mar del Plata,Calle 5186,9459.0,Buenos Aires,BA
519,1515,Godoy Cruz,Calle 6822,2064.0,Mendoza,MZA
520,1516,Rafaela,Calle 2417,3827.0,Santa Fe,SF
521,1517,Mar del Plata,Calle 3256,3833.0,Buenos Aires,BA
522,1518,Mar del Plata,Calle 5746,2410.0,Buenos Aires,BA
523,1519,CABA,Calle 2991,6201.0,Buenos Aires,BA
524,1520,Rosario,Calle 3564,2331.0,Santa Fe,SF
525,1521,Mar del Plata,Calle 3131,6087.0,Buenos Aires,BA
526,1522,La Plata,Calle 2917,7782.0,Buenos Aires,BA
527,1523,Santa Fe,Calle 3265,8202.0,Santa Fe,SF
528,1524,La Plata,Calle 9482,3793.0,Buenos Aires,BA
529,1525,San Rafael,Calle 6319,8108.0,Mendoza,MZA
530,1526,Río Cuarto,Calle 4730,2486.0,Córdoba,CBA
531,1527,Santa Fe,Calle 3576,2889.0,Santa Fe,SF
532,1528,Córdoba,Calle 7786,7099.0,Córdoba,CBA
533,1529,Mar del Plata,Calle 555,6879.0,Buenos Aires,BA
534,1530,La Plata,Calle 5484,4065.0,Buenos Aires,BA
535,1531,La Plata,Calle 8959,8478.0,Buenos Aires,BA
536,1532,Villa Carlos Paz,Calle 3991,6535.0,Córdoba,CBA
537,1533,Villa Carlos Paz,Calle 658,7897.0,Córdoba,CBA
538,1534,Rafaela,Calle 6566,9391.0,Santa Fe,SF
539,1535,San Rafael,Calle 8587,3128.0,Mendoza,MZA
540,1536,Rosario,Calle 1482,8515.0,Santa Fe,SF
541,1537,CABA,Calle 2417,6038.0,Buenos Aires,BA
542,1538,CABA,Calle 7153,3525.0,Buenos Aires,BA
543,1539,Santa Fe,Calle 82,2636.0,Santa Fe,SF
544,1540,La Plata,Calle 3482,8593.0,Buenos Aires,BA
545,1541,Rosario,Calle 6351,7551.0,Santa Fe,SF
546,1542,Rafaela,Calle 6957,6683.0,Santa Fe,SF
547,1543,Río Cuarto,Calle 441,4852.0,Córdoba,CBA
548,1544,Mar del Plata,Calle 27,2265.0,Buenos Aires,BA
549,1545,CABA,Calle 725,2521.0,Buenos Aires,BA
550,1546,CABA,Calle 6975,7337.0,Buenos Aires,BA
551,1547,La Plata,Calle 2942,8617.0,Buenos Aires,BA
552,1548,Mar del Plata,Calle 1662,3635.0,Buenos Aires,BA
553,1549,Mar del Plata,Calle 6292,8964.0,Buenos Aires,BA
554,1550,CABA,Calle 4964,8377.0,Buenos Aires,BA
555,1551,La Plata,Calle 5490,3930.0,Buenos Aires,BA
556,1552,La Plata,Calle 1311,5224.0,Buenos Aires,BA
557,1553,Mar del Plata,Calle 7455,5615.0,Buenos Aires,BA
558,1554,La Plata,Calle 7541,5134.0,Buenos Aires,BA
559,1555,La Plata,Calle 386,5804.0,Buenos Aires,BA
560,1556,La Plata,Calle 5319,2829.0,Buenos Aires,BA
561,1557,Río Cuarto,Calle 6492,9765.0,Córdoba,CBA
562,1558,CABA,Calle 8085,8504.0,Buenos Aires,BA
563,1559,San Rafael,Calle 8578,2253.0,Mendoza,MZA
564,1560,CABA,Calle 9984,7257.0,Buenos Aires,BA
565,1561,Mendoza,Calle 5535,7922.0,Mendoza,MZA
566,1562,Mar del Plata,Calle 4209,8101.0,Buenos Aires,BA
567,1563,Rafaela,Calle 4276,1800.0,Santa Fe,SF
568,1564,Córdoba,Calle 7159,5535.0,Córdoba,CBA
569,1565,Río Cuarto,Calle 6532,5467.0,Córdoba,CBA
570,1566,CABA,Calle 6789,5375.0,Buenos Aires,BA
571,1567,Río Cuarto,Calle 5213,1296.0,Córdoba,CBA
572,1568,Mar del Plata,Calle 4716,7893.0,Buenos Aires,BA
573,1569,La Plata,Calle 9137,6237.0,Buenos Aires,BA
574,1570,Rosario,Calle 7569,9720.0,Santa Fe,SF
575,1571,Villa Carlos Paz,Calle 6602,8971.0,Córdoba,CBA
576,1572,Mendoza,Calle 3401,5981.0,Mendoza,MZA
577,1573,Santa Fe,Calle 7658,6761.0,Santa Fe,SF
578,1574,CABA,Calle 4652,4845.0,Buenos Aires,BA
579,1575,Mendoza,Calle 6201,7483.0,Mendoza,MZA
580,1576,CABA,Calle 9352,7571.0,Buenos Aires,BA
581,1577,CABA,Calle 6852,6950.0,Buenos Aires,BA
582,1578,Río Cuarto,Calle 5207,4688.0,Córdoba,CBA
583,1579,La Plata,Calle 4691,7554.0,Buenos Aires,BA
584,1580,La Plata,Calle 7603,7280.0,Buenos Aires,BA
585,1581,Godoy Cruz,Calle 3095,3270.0,Mendoza,MZA
586,1582,San Rafael,Calle 9349,6325.0,Mendoza,MZA
587,1583,Mar del Plata,Calle 7732,1372.0,Buenos Aires,BA
588,1584,Córdoba,Calle 2645,3870.0,Córdoba,CBA
589,1585,Mendoza,Calle 5288,1506.0,Mendoza,MZA
590,1586,Villa Carlos Paz,Calle 4015,4963.0,Córdoba,CBA
591,1587,San Rafael,Calle 1822,5011.0,Mendoza,MZA
592,1588,Córdoba,Calle 113,9515.0,Córdoba,CBA
593,1589,Rosario,Calle 6834,9751.0,Santa Fe,SF
594,1590,Mar del Plata,Calle 980,6953.0,Buenos Aires,BA
595,1591,Río Cuarto,Calle 7210,3391.0,Córdoba,CBA
596,1592,Rafaela,Calle 1832,7764.0,Santa Fe,SF
597,1593,CABA,Calle 7907,6407.0,Buenos Aires,BA
598,1594,Mar del Plata,Calle 8054,5838.0,Buenos Aires,BA
599,1595,La Plata,Calle 4226,3294.0,Buenos Aires,BA
600,1596,CABA,Calle 3622,5771.0,Buenos Aires,BA
601,1597,Mendoza,Calle 9301,8206.0,Mendoza,MZA
602,1598,Mar del Plata,Calle 2107,7295.0,Buenos Aires,BA
603,1599,Córdoba,Calle 3468,1197.0,Córdoba,CBA
604,1600,Mar del Plata,Calle 8468,6639.0,Buenos Aires,BA
605,1601,Río Cuarto,Calle 5150,8950.0,Córdoba,CBA
606,1602,Santa Fe,Calle 2874,2060.0,Santa Fe,SF
607,1603,CABA,Calle 3676,4226.0,Buenos Aires,BA
608,1604,Mar del Plata,Calle 200,4318.0,Buenos Aires,BA
609,1605,Villa Carlos Paz,Calle 1620,5447.0,Córdoba,CBA
610,1606,San Rafael,Calle 8811,9567.0,Mendoza,MZA
611,1607,Mar del Plata,Calle 2994,4741.0,Buenos Aires,BA
612,1608,Mar del Plata,Calle 4355,4113.0,Buenos Aires,BA
613,1609,Mendoza,Calle 8562,4728.0,Mendoza,MZA
614,1610,Río Cuarto,Calle 7820,6224.0,Córdoba,CBA
615,1611,CABA,Calle 7241,2636.0,Buenos Aires,BA
616,1612,Río Cuarto,Calle 7983,8041.0,Córdoba,CBA
617,1613,Villa Carlos Paz,Calle 3192,1008.0,Córdoba,CBA
618,1614,Rafaela,Calle 4436,6384.0,Santa Fe,SF
619,1615,La Plata,Calle 4910,6589.0,Buenos Aires,BA
620,1616,Río Cuarto,Calle 5060,3984.0,Córdoba,CBA
621,1617,Mar del Plata,Calle 7709,2074.0,Buenos Aires,BA
622,1618,Córdoba,Calle 7262,4171.0,Córdoba,CBA
623,1619,Rosario,Calle 5034,9690.0,Santa Fe,SF
624,1620,La Plata,Calle 9987,6304.0,Buenos Aires,BA
625,1621,La Plata,Calle 2815,6335.0,Buenos Aires,BA
626,1622,San Rafael,Calle 9753,4747.0,Mendoza,MZA
627,1623,La Plata,Calle 6076,6798.0,Buenos Aires,BA
628,1624,La Plata,Calle 9229,7620.0,Buenos Aires,BA
629,1625,Godoy Cruz,Calle 2293,4313.0,Mendoza,MZA
630,1626,Villa Carlos Paz,Calle 4830,8004.0,Córdoba,CBA
631,1627,Mar del Plata,Calle 3268,5488.0,Buenos Aires,BA
632,1628,CABA,Calle 5333,1753.0,Buenos Aires,BA
633,1629,Río Cuarto,Calle 7980,1971.0,Córdoba,CBA
634,1630,La Plata,Calle 4523,5656.0,Buenos Aires,BA
635,1631,Mar del Plata,Calle 1213,3486.0,Buenos Aires,BA
636,1632,Río Cuarto,Calle 3277,5017.0,Córdoba,CBA
637,1633,Río Cuarto,Calle 4272,1358.0,Córdoba,CBA
638,1634,Rosario,Calle 5144,4016.0,Santa Fe,SF
639,1635,La Plata,Calle 5935,5183.0,Buenos Aires,BA
640,1636,Mar del Plata,Calle 6731,1786.0,Buenos Aires,BA
641,1637,Mar del Plata,Calle 6120,1525.0,Buenos Aires,BA
642,1638,Santa Fe,Calle 8828,2099.0,Santa Fe,SF
643,1639,Río Cuarto,Calle 1841,8675.0,Córdoba,CBA
644,1640,Rafaela,Calle 7061,3493.0,Santa Fe,SF
645,1641,Mar del Plata,Calle 9425,1351.0,Buenos Aires,BA
646,1642,Córdoba,Calle 6389,6281.0,Córdoba,CBA
647,1643,CABA,Calle 9575,4282.0,Buenos Aires,BA
648,1644,Rafaela,Calle 9452,4377.0,Santa Fe,SF
649,1645,CABA,Calle 8740,9848.0,Buenos Aires,BA
650,1646,Godoy Cruz,Calle 5167,4304.0,Mendoza,MZA
651,1647,La Plata,Calle 3818,3249.0,Buenos Aires,BA
652,1648,La Plata,Calle 417,7232.0,Buenos Aires,BA
653,1649,La Plata,Calle 3255,2521.0,Buenos Aires,BA
654,1650,Mar del Plata,Calle 8463,2971.0,Buenos Aires,BA
655,1651,Villa Carlos Paz,Calle 5192,2487.0,Córdoba,CBA
656,1652,La Plata,Calle 8336,1118.0,Buenos Aires,BA
657,1653,Santa Fe,Calle 1640,2069.0,Santa Fe,SF
658,1654,San Rafael,Calle 4927,7384.0,Mendoza,MZA
659,1655,La Plata,Calle 5297,3905.0,Buenos Aires,BA
660,1656,Mar del Plata,Calle 2552,1638.0,Buenos Aires,BA
661,1657,Córdoba,Calle 4802,3580.0,Córdoba,CBA
662,1658,Mar del Plata,Calle 2481,6981.0,Buenos Aires,BA
663,1659,Rosario,Calle 8152,7114.0,Santa Fe,SF
664,1660,Córdoba,Calle 424,1560.0,Córdoba,CBA
665,1661,Mendoza,Calle 8839,3591.0,Mendoza,MZA
666,1662,CABA,Calle 1510,8793.0,Buenos Aires,BA
667,1663,San Rafael,Calle 7216,6102.0,Mendoza,MZA
668,1664,La Plata,Calle 2101,2579.0,Buenos Aires,BA
669,1665,Mar del Plata,Calle 3216,3336.0,Buenos Aires,BA
670,1666,Río Cuarto,Calle 1554,2724.0,Córdoba,CBA
671,1667,CABA,Calle 4934,9518.0,Buenos Aires,BA
672,1668,Villa Carlos Paz,Calle 2158,3379.0,Córdoba,CBA
673,1669,Villa Carlos Paz,Calle 787,3342.0,Córdoba,CBA
674,1670,Rosario,Calle 2653,8877.0,Santa Fe,SF
675,1671,Rosario,Calle 9457,8425.0,Santa Fe,SF
676,1672,CABA,Calle 4577,6525.0,Buenos Aires,BA
677,1673,La Plata,Calle 8994,6609.0,Buenos Aires,BA
678,1674,La Plata,Calle 6989,2549.0,Buenos Aires,BA
679,1675,Mendoza,Calle 1971,3069.0,Mendoza,MZA
680,1676,La Plata,Calle 9066,7513.0,Buenos Aires,BA
681,1677,Mar del Plata,Calle 3635,9611.0,Buenos Aires,BA
682,1678,Río Cuarto,Calle 8603,9838.0,Córdoba,CBA
683,1679,Río Cuarto,Calle 2733,3713.0,Córdoba,CBA
684,1680,Rafaela,Calle 2492,4312.0,Santa Fe,SF
685,1681,La Plata,Calle 4858,8807.0,Buenos Aires,BA
686,1682,Mar del Plata,Calle 4916,6105.0,Buenos Aires,BA
687,1683,San Rafael,Calle 9732,3298.0,Mendoza,MZA
688,1684,CABA,Calle 3973,7406.0,Buenos Aires,BA
689,1685,La Plata,Calle 1156,7577.0,Buenos Aires,BA
690,1686,Río Cuarto,Calle 2488,5513.0,Córdoba,CBA
691,1687,CABA,Calle 8530,8718.0,Buenos Aires,BA
692,1688,Villa Carlos Paz,Calle 2046,3517.0,Córdoba,CBA
693,1689,Rafaela,Calle 5594,5185.0,Santa Fe,SF
694,1690,Villa Carlos Paz,Calle 9585,5769.0,Córdoba,CBA
695,1691,CABA,Calle 9885,9102.0,Buenos Aires,BA
696,1692,Mar del Plata,Calle 1724,5123.0,Buenos Aires,BA
697,1693,Mar del Plata,Calle 4117,2656.0,Buenos Aires,BA
698,1694,La Plata,Calle 3628,2703.0,Buenos Aires,BA
699,1695,Río Cuarto,Calle 6158,1689.0,Córdoba,CBA
700,1696,Río Cuarto,Calle 1616,4909.0,Córdoba,CBA
701,1697,Río Cuarto,Calle 9893,6690.0,Córdoba,CBA
702,1698,Rafaela,Calle 8565,1420.0,Santa Fe,SF
703,1699,Córdoba,Calle 5390,1464.0,Córdoba,CBA
704,1700,Santa Fe,Calle 5876,5074.0,Santa Fe,SF
705,1701,CABA,Calle 5317,3631.0,Buenos Aires,BA
706,1702,Río Cuarto,Calle 5274,3818.0,Córdoba,CBA
707,1703,Santa Fe,Calle 5764,6186.0,Santa Fe,SF
708,1704,Mar del Plata,Calle 1482,9146.0,Buenos Aires,BA
709,1705,Rosario,Calle 4337,6521.0,Santa Fe,SF
710,1706,Rosario,Calle 2762,4109.0,Santa Fe,SF
711,1707,San Rafael,Calle 9183,7520.0,Mendoza,MZA
712,1708,CABA,Calle 9798,3388.0,Buenos Aires,BA
713,1709,La Plata,Calle 2180,2346.0,Buenos Aires,BA
714,1710,Godoy Cruz,Calle 669,5485.0,Mendoza,MZA
715,1711,Mar del Plata,Calle 3588,4538.0,Buenos Aires,BA
716,1712,CABA,Calle 341,7791.0,Buenos Aires,BA
717,1713,Río Cuarto,Calle 3150,7342.0,Córdoba,CBA
718,1714,Villa Carlos Paz,Calle 4319,4845.0,Córdoba,CBA
719,1715,CABA,Calle 2204,9819.0,Buenos Aires,BA
720,1716,Mar del Plata,Calle 7795,4732.0,Buenos Aires,BA
721,1717,Río Cuarto,Calle 9078,1871.0,Córdoba,CBA
722,1718,Villa Carlos Paz,Calle 9684,1362.0,Córdoba,CBA
723,1719,Mar del Plata,Calle 943,2044.0,Buenos Aires,BA
724,1720,Mar del Plata,Calle 4524,9041.0,Buenos Aires,BA
725,1721,Córdoba,Calle 6493,6076.0,Córdoba,CBA
726,1722,Villa Carlos Paz,Calle 5416,3363.0,Córdoba,CBA
727,1723,San Rafael,Calle 5153,6871.0,Mendoza,MZA
728,1724,Rosario,Calle 1043,4188.0,Santa Fe,SF
729,1725,Mendoza,Calle 2970,2957.0,Mendoza,MZA
730,1726,La Plata,Calle 9405,7677.0,Buenos Aires,BA
731,1727,Córdoba,Calle 5625,6818.0,Córdoba,CBA
732,1728,Villa Carlos Paz,Calle 8187,7576.0,Córdoba,CBA
733,1729,Mar del Plata,Calle 1337,9583.0,Buenos Aires,BA
734,1730,Mar del Plata,Calle 998,2564.0,Buenos Aires,BA
735,1731,Mar del Plata,Calle 207,6017.0,Buenos Aires,BA
736,1732,Rafaela,Calle 9231,4088.0,Santa Fe,SF
737,1733,CABA,Calle 5657,7130.0,Buenos Aires,BA
738,1734,Rafaela,Calle 2909,1497.0,Santa Fe,SF
739,1735,Mendoza,Calle 5107,3955.0,Mendoza,MZA
740,1736,CABA,Calle 8154,6527.0,Buenos Aires,BA
741,1737,San Rafael,Calle 6371,6543.0,Mendoza,MZA
742,1738,CABA,Calle 8041,6870.0,Buenos Aires,BA
743,1739,Godoy Cruz,Calle 9686,6251.0,Mendoza,MZA
744,1740,Río Cuarto,Calle 8716,5629.0,Córdoba,CBA
745,1741,CABA,Calle 4800,8129.0,Buenos Aires,BA
746,1742,CABA,Calle 8049,7370.0,Buenos Aires,BA
747,1743,La Plata,Calle 904,2461.0,Buenos Aires,BA
748,1744,Rafaela,Calle 9360,1785.0,Santa Fe,SF
749,1745,La Plata,Calle 6307,8107.0,Buenos Aires,BA
750,1746,CABA,Calle 8336,4514.0,Buenos Aires,BA
751,1747,CABA,Calle 3631,4335.0,Buenos Aires,BA
752,1748,Mar del Plata,Calle 256,2905.0,Buenos Aires,BA
753,1749,CABA,Calle 5420,7091.0,Buenos Aires,BA
754,1750,CABA,Calle 9810,7927.0,Buenos Aires,BA
755,1751,Mar del Plata,Calle 4467,7813.0,Buenos Aires,BA
756,1752,CABA,Calle 7999,7479.0,Buenos Aires,BA
757,1753,Villa Carlos Paz,Calle 2112,2155.0,Córdoba,CBA
758,1754,La Plata,Calle 1090,3742.0,Buenos Aires,BA
759,1755,San Rafael,Calle 6525,5664.0,Mendoza,MZA
760,1756,CABA,Calle 6471,4289.0,Buenos Aires,BA
761,1757,CABA,Calle 7684,4746.0,Buenos Aires,BA
762,1758,Rosario,Calle 1370,8142.0,Santa Fe,SF
763,1759,CABA,Calle 7243,4447.0,Buenos Aires,BA
764,1760,CABA,Calle 2503,6736.0,Buenos Aires,BA
765,1761,Mar del Plata,Calle 925,5780.0,Buenos Aires,BA
766,1762,CABA,Calle 3185,1414.0,Buenos Aires,BA
767,1763,CABA,Calle 9858,3348.0,Buenos Aires,BA
768,1764,Mendoza,Calle 1825,9487.0,Mendoza,MZA
769,1765,Mar del Plata,Calle 2784,1629.0,Buenos Aires,BA
770,1766,San Rafael,Calle 3829,1957.0,Mendoza,MZA
771,1767,Rosario,Calle 3679,1324.0,Santa Fe,SF
772,1768,San Rafael,Calle 6326,8367.0,Mendoza,MZA
773,1769,Río Cuarto,Calle 4097,8850.0,Córdoba,CBA
774,1770,La Plata,Calle 3668,7364.0,Buenos Aires,BA
775,1771,Santa Fe,Calle 344,1697.0,Santa Fe,SF
776,1772,Mar del Plata,Calle 3719,4409.0,Buenos Aires,BA
777,1773,La Plata,Calle 7547,7364.0,Buenos Aires,BA
778,1774,La Plata,Calle 6536,5030.0,Buenos Aires,BA
779,1775,Río Cuarto,Calle 3189,8591.0,Córdoba,CBA
780,1776,Santa Fe,Calle 6141,7436.0,Santa Fe,SF
781,1777,Mar del Plata,Calle 7411,1833.0,Buenos Aires,BA
782,1778,Mar del Plata,Calle 2568,3954.0,Buenos Aires,BA
783,1779,CABA,Calle 6324,5478.0,Buenos Aires,BA
784,1780,Rafaela,Calle 6585,7738.0,Santa Fe,SF
785,1781,Mar del Plata,Calle 2140,2590.0,Buenos Aires,BA
786,1782,CABA,Calle 865,6844.0,Buenos Aires,BA
787,1783,Córdoba,Calle 5040,8317.0,Córdoba,CBA
788,1784,CABA,Calle 4748,3490.0,Buenos Aires,BA
789,1785,Mar del Plata,Calle 6713,5607.0,Buenos Aires,BA
790,1786,San Rafael,Calle 2403,3221.0,Mendoza,MZA
791,1787,La Plata,Calle 2793,8224.0,Buenos Aires,BA
792,1788,CABA,Calle 8058,6566.0,Buenos Aires,BA
793,1789,Rosario,Calle 2904,7449.0,Santa Fe,SF
794,1790,Mar del Plata,Calle 3230,2361.0,Buenos Aires,BA
795,1791,Villa Carlos Paz,Calle 262,3769.0,Córdoba,CBA
796,1792,Rosario,Calle 8412,9021.0,Santa Fe,SF
797,1793,Mendoza,Calle 3913,8355.0,Mendoza,MZA
798,1794,La Plata,Calle 7506,1514.0,Buenos Aires,BA
799,1795,Rafaela,Calle 175,5959.0,Santa Fe,SF
800,1796,La Plata,Calle 6227,7146.0,Buenos Aires,BA
801,1797,Mar del Plata,Calle 6956,3168.0,Buenos Aires,BA
802,1798,Río Cuarto,Calle 3161,2364.0,Córdoba,CBA
803,1799,Mendoza,Calle 5221,3105.0,Mendoza,MZA
804,1800,CABA,Calle 6118,2431.0,Buenos Aires,BA
805,1801,CABA,Calle 5590,8549.0,Buenos Aires,BA
806,1802,Rosario,Calle 1999,4268.0,Santa Fe,SF
807,1803,Mar del Plata,Calle 1501,4444.0,Buenos Aires,BA
808,1804,Villa Carlos Paz,Calle 5250,8799.0,Córdoba,CBA
809,1805,Villa Carlos Paz,Calle 9920,5719.0,Córdoba,CBA
810,1806,Mar del Plata,Calle 104,5313.0,Buenos Aires,BA
811,1807,Rafaela,Calle 3103,4083.0,Santa Fe,SF
812,1808,Rosario,Calle 2662,7754.0,Santa Fe,SF
813,1809,Córdoba,Calle 6989,9692.0,Córdoba,CBA
814,1810,Río Cuarto,Calle 4124,2009.0,Córdoba,CBA
815,1811,Mar del Plata,Calle 990,8306.0,Buenos Aires,BA
816,1812,San Rafael,Calle 1446,2079.0,Mendoza,MZA
817,1813,Villa Carlos Paz,Calle 7386,7069.0,Córdoba,CBA
818,1814,La Plata,Calle 5136,4737.0,Buenos Aires,BA
819,1815,La Plata,Calle 6714,7606.0,Buenos Aires,BA
820,1816,Santa Fe,Calle 7409,7874.0,Santa Fe,SF
